tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-5843945.022288,0.239506,1151200000.0,-24400000.0,-24400000.0,818900000.0,38400000.0,283300000.0,1126800000.0,1088400000.0,74400000.0,11600000.0,86000000.0,837456054.977712,818900000.0,1244800000.0,1033500000.0,260300000.0,256900000.0,3.15,3.19,818900000.0,818900000.0,818900000.0,818900000.0,818900000.0,257900000.0,1076800000.0,-55500000.0,-31100000.0,-24400000.0,22600000.0,1800000.0,74400000.0,11600000.0,86000000.0,1057900000.0,961500000.0,694100000.0,267400000.0,2019400000.0,283300000.0,2302700000.0,2302700000.0,2022-12-31
-74218000.0,0.215,1286900000.0,-345200000.0,-345200000.0,699800000.0,38800000.0,266900000.0,941700000.0,902900000.0,111200000.0,11400000.0,122600000.0,970782000.0,699800000.0,1250600000.0,779000000.0,260300000.0,257400000.0,2.69,2.72,699800000.0,699800000.0,699800000.0,699800000.0,699800000.0,191700000.0,891500000.0,-343900000.0,1300000.0,-345200000.0,347100000.0,-1900000.0,111200000.0,11400000.0,122600000.0,1124200000.0,983700000.0,742600000.0,241100000.0,2107900000.0,266900000.0,2374800000.0,2374800000.0,2023-03-31
-23298800.0,0.212,1324000000.0,-109900000.0,-109900000.0,915700000.0,41400000.0,308600000.0,1214100000.0,1172700000.0,133500000.0,11200000.0,144700000.0,1002301200.0,915700000.0,1356900000.0,1026400000.0,260400000.0,257700000.0,3.52,3.55,915700000.0,915700000.0,915700000.0,915700000.0,915700000.0,245800000.0,1161500000.0,-108300000.0,1600000.0,-109900000.0,110500000.0,-600000.0,133500000.0,11200000.0,144700000.0,1136300000.0,1048300000.0,785700000.0,262600000.0,2184600000.0,308600000.0,2493200000.0,2493200000.0,2023-06-30
-6453800.0,0.122,1285100000.0,-52900000.0,-52900000.0,1035300000.0,42100000.0,318700000.0,1232200000.0,1190100000.0,157000000.0,10900000.0,167900000.0,1081746200.0,1035300000.0,1392500000.0,1038100000.0,260600000.0,258000000.0,3.97,4.01,1035300000.0,1035300000.0,1035300000.0,1035300000.0,1035300000.0,143900000.0,1179200000.0,-68800000.0,-15900000.0,-52900000.0,51700000.0,1200000.0,157000000.0,10900000.0,167900000.0,1091000000.0,1073800000.0,810000000.0,263800000.0,2164800000.0,318700000.0,2483500000.0,2483500000.0,2023-09-30
5063611.014291,0.155803,1184700000.0,32500000.0,32500000.0,968800000.0,59000000.0,368000000.0,1217200000.0,1158200000.0,168900000.0,10600000.0,179500000.0,941363611.014291,968800000.0,1561700000.0,988500000.0,,,,,968800000.0,968800000.0,968800000.0,968800000.0,968800000.0,178800000.0,1147600000.0,22700000.0,-9800000.0,32500000.0,17800000.0,-50300000.0,168900000.0,10600000.0,179500000.0,956000000.0,1193700000.0,824600000.0,369100000.0,2149700000.0,368000000.0,2517700000.0,2517700000.0,2023-12-31
