free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
1134000000.0,-147000000.0,-4000000.0,-267000000.0,61000000.0,136000000.0,3725000000.0,2938000000.0,38000000.0,749000000.0,-381000000.0,-381000000.0,,11000000.0,-236000000.0,,-147000000.0,-147000000.0,-9000000.0,-5000000.0,-4000000.0,-4000000.0,-271000000.0,-271000000.0,-4000000.0,0.0,-4000000.0,,,,,-267000000.0,1401000000.0,1401000000.0,471000000.0,-10000000.0,30000000.0,94000000.0,29000000.0,65000000.0,65000000.0,73000000.0,284000000.0,284000000.0,-4000000.0,112000000.0,,22000000.0,22000000.0,181000000.0,181000000.0,15000000.0,13000000.0,0.0,2000000.0,397000000.0,2022-12-31
25000000.0,-1000000.0,-3000000.0,-241000000.0,48000000.0,138000000.0,5531000000.0,3725000000.0,7000000.0,1799000000.0,1775000000.0,1775000000.0,,31000000.0,-236000000.0,-236000000.0,-1000000.0,-1000000.0,1981000000.0,1984000000.0,-3000000.0,-3000000.0,-242000000.0,-242000000.0,-1000000.0,0.0,-1000000.0,0.0,0.0,,,-233000000.0,266000000.0,266000000.0,-120000000.0,-13000000.0,-102000000.0,-48000000.0,-45000000.0,-3000000.0,-3000000.0,2000000.0,41000000.0,41000000.0,-6000000.0,69000000.0,0.0,-39000000.0,-39000000.0,189000000.0,189000000.0,18000000.0,14000000.0,0.0,4000000.0,155000000.0,2023-03-31
-1915000000.0,-13000000.0,-4000000.0,-2629000000.0,,,4029000000.0,5531000000.0,-26000000.0,-1476000000.0,500000000.0,500000000.0,,20000000.0,-238000000.0,,-13000000.0,-13000000.0,746000000.0,-1245000000.0,1991000000.0,-4000000.0,-2690000000.0,-2690000000.0,-61000000.0,-58000000.0,-3000000.0,0.0,0.0,-2278000000.0,-2278000000.0,-351000000.0,714000000.0,714000000.0,627000000.0,1000000.0,95000000.0,2000000.0,22000000.0,-20000000.0,-20000000.0,90000000.0,439000000.0,439000000.0,-12000000.0,33000000.0,0.0,-116000000.0,-116000000.0,196000000.0,196000000.0,18000000.0,13000000.0,0.0,5000000.0,-32000000.0,2023-06-30
-703000000.0,-3000000.0,-3000000.0,-295000000.0,58000000.0,131000000.0,3090000000.0,4029000000.0,-17000000.0,-922000000.0,-219000000.0,-219000000.0,9000000.0,15000000.0,-236000000.0,,-3000000.0,-3000000.0,-4000000.0,-1000000.0,-3000000.0,-3000000.0,-295000000.0,-295000000.0,0.0,0.0,,,,,,-295000000.0,-408000000.0,-408000000.0,-639000000.0,-3000000.0,-17000000.0,-204000000.0,51000000.0,-255000000.0,-255000000.0,62000000.0,-477000000.0,-477000000.0,-45000000.0,80000000.0,,-57000000.0,-57000000.0,203000000.0,203000000.0,14000000.0,13000000.0,,1000000.0,36000000.0,2023-09-30
1113000000.0,-30000000.0,-787000000.0,-232000000.0,130000000.0,132000000.0,3939000000.0,3090000000.0,36000000.0,813000000.0,-270000000.0,-270000000.0,0.0,4000000.0,-238000000.0,,-30000000.0,-30000000.0,-6000000.0,-4000000.0,-2000000.0,-2000000.0,-262000000.0,-262000000.0,-30000000.0,,,,,,,-232000000.0,1345000000.0,1345000000.0,717000000.0,-13000000.0,61000000.0,128000000.0,124000000.0,4000000.0,4000000.0,343000000.0,198000000.0,198000000.0,1000000.0,109000000.0,,-26000000.0,-26000000.0,205000000.0,205000000.0,15000000.0,14000000.0,,1000000.0,324000000.0,2023-12-31
