tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.2414,573197000.0,342036000.0,101384000.0,3424046000.0,573197000.0,471813000.0,2802000.0,20935000.0,23737000.0,342036000.0,342036000.0,4117413000.0,343720000.0,342120000.0,1.0,1.0,342036000.0,342036000.0,342036000.0,342036000.0,342036000.0,108842000.0,450878000.0,2802000.0,20935000.0,23737000.0,448076000.0,693367000.0,693367000.0,1141443000.0,3424046000.0,4565489000.0,4565489000.0,2022-10-31
0.0,0.231099,705861000.0,447043000.0,104090000.0,3926203000.0,705861000.0,601771000.0,22719000.0,20366000.0,43085000.0,447043000.0,447043000.0,4655545000.0,342045000.0,339752000.0,1.31,1.32,447043000.0,447043000.0,447043000.0,447043000.0,447043000.0,134362000.0,581405000.0,22719000.0,20366000.0,43085000.0,558686000.0,729342000.0,729342000.0,1288028000.0,3926203000.0,5214231000.0,5214231000.0,2023-01-31
0.0,0.2382,606065000.0,371191000.0,99379000.0,3292606000.0,606065000.0,506686000.0,31397000.0,19431000.0,50828000.0,371191000.0,371191000.0,4038828000.0,340044000.0,338049000.0,1.09,1.1,371191000.0,371191000.0,371191000.0,371191000.0,371191000.0,116064000.0,487255000.0,31397000.0,19431000.0,50828000.0,455858000.0,746222000.0,746222000.0,1202080000.0,3292606000.0,4494686000.0,4494686000.0,2023-04-30
0.0,0.2497,712086000.0,446319000.0,98545000.0,3569367000.0,712086000.0,613541000.0,37214000.0,18687000.0,55901000.0,446319000.0,446319000.0,4377265000.0,337932000.0,336231000.0,1.32,1.33,446319000.0,446319000.0,446319000.0,446319000.0,446319000.0,148535000.0,594854000.0,37214000.0,18687000.0,55901000.0,557640000.0,807898000.0,807898000.0,1365538000.0,3569367000.0,4934905000.0,4934905000.0,2023-07-31
0.0,0.246201,714113000.0,447327000.0,102442000.0,3564268000.0,714113000.0,611671000.0,43319000.0,18241000.0,61560000.0,447327000.0,447327000.0,4374738000.0,336261000.0,334282000.0,1.33,1.34,447327000.0,447327000.0,447327000.0,447327000.0,447327000.0,146103000.0,593430000.0,43319000.0,18241000.0,61560000.0,550111000.0,810470000.0,810470000.0,1360581000.0,3564268000.0,4924849000.0,4924849000.0,2023-10-31
0.0,0.234299,933038000.0,609683000.0,119066000.0,4375360000.0,933038000.0,813972000.0,52188000.0,17730000.0,69918000.0,609683000.0,609683000.0,5278447000.0,335018000.0,332399000.0,1.82,1.83,609683000.0,609683000.0,609683000.0,609683000.0,609683000.0,186559000.0,796242000.0,52188000.0,17730000.0,69918000.0,744054000.0,903087000.0,903087000.0,1647141000.0,4375360000.0,6022501000.0,6022501000.0,2024-01-31
