free_cash_flow,repurchase_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
354377000.0,-250431000.0,-174555000.0,40158000.0,74262000.0,3966733000.0,3963836000.0,2897000.0,-351480000.0,-351480000.0,6406000.0,-107455000.0,-107455000.0,-250431000.0,-250431000.0,-174555000.0,-174555000.0,-174555000.0,-174555000.0,528932000.0,528932000.0,38777000.0,6669000.0,-42803000.0,-789000.0,-147176000.0,-147176000.0,-164514000.0,17338000.0,17338000.0,222876000.0,29493000.0,17242000.0,17242000.0,101384000.0,101384000.0,342036000.0,2022-10-31
980537000.0,-234786000.0,-236169000.0,0.0,100847000.0,4612241000.0,3966733000.0,645508000.0,-335029000.0,-335029000.0,6404000.0,-106647000.0,-106647000.0,-234786000.0,-234786000.0,-236169000.0,-236169000.0,-236169000.0,-236169000.0,1216706000.0,1216706000.0,632967000.0,4538000.0,3748000.0,32592000.0,121582000.0,121582000.0,87706000.0,,,470507000.0,29569000.0,3037000.0,3037000.0,104090000.0,104090000.0,447043000.0,2023-01-31
245899000.0,-271990000.0,-167253000.0,40158000.0,47000.0,4477505000.0,4612241000.0,-134736000.0,-380635000.0,-380635000.0,6149000.0,-114794000.0,-114794000.0,-271990000.0,-271990000.0,-167253000.0,-167253000.0,-167253000.0,-167253000.0,413152000.0,413152000.0,-101273000.0,105968000.0,16336000.0,-51914000.0,46577000.0,46577000.0,46577000.0,,,-218240000.0,33063000.0,10792000.0,10792000.0,99379000.0,99379000.0,371191000.0,2023-04-30
506923000.0,-231335000.0,-196206000.0,0.0,287037000.0,4645297000.0,4477505000.0,167792000.0,-339131000.0,-339131000.0,6209000.0,-114005000.0,-114005000.0,-231335000.0,-231335000.0,-196206000.0,-196206000.0,-196206000.0,-196206000.0,703129000.0,703129000.0,127961000.0,-98394000.0,219154000.0,-8517000.0,74046000.0,74046000.0,98198000.0,,,-58328000.0,39429000.0,-9125000.0,-9125000.0,98545000.0,98545000.0,446319000.0,2023-07-31
272455000.0,-248643000.0,-176999000.0,40158000.0,153335000.0,4562008000.0,4645297000.0,-83289000.0,-355744000.0,-355744000.0,6232000.0,-113333000.0,-113333000.0,-248643000.0,-248643000.0,-176999000.0,-176999000.0,-176999000.0,-176999000.0,449454000.0,449454000.0,-133332000.0,6328000.0,49499000.0,11628000.0,112958000.0,112958000.0,114330000.0,-1372000.0,-1372000.0,-313745000.0,38877000.0,-5860000.0,-5860000.0,102442000.0,102442000.0,447327000.0,2023-10-31
726401000.0,-246596000.0,-222354000.0,0.0,154733000.0,4935441000.0,4562008000.0,373433000.0,-352968000.0,-352968000.0,6310000.0,-112682000.0,-112682000.0,-246596000.0,-246596000.0,-222354000.0,-222354000.0,-222354000.0,-222354000.0,948755000.0,948755000.0,202513000.0,-1631000.0,11991000.0,46542000.0,-275977000.0,-275977000.0,-324432000.0,48455000.0,48455000.0,421588000.0,34121000.0,-16628000.0,-16628000.0,119066000.0,119066000.0,609683000.0,2024-01-31
