treasury_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
,344808000.0,344808000.0,5708518000.0,4147000000.0,6602460000.0,3296959000.0,4147000000.0,3253058000.0,4147000000.0,6602460000.0,4147000000.0,4147000000.0,581267000.0,2931554000.0,1793265000.0,3448000.0,3448000.0,8953095000.0,5488865000.0,223162000.0,,214022000.0,214022000.0,5051681000.0,2596221000.0,2455460000.0,3464230000.0,656837000.0,656837000.0,,,2807393000.0,868232000.0,1939161000.0,11404000.0,11404000.0,1927757000.0,13100095000.0,6338906000.0,228286000.0,,6110620000.0,-3939154000.0,10049774000.0,1402653000.0,171185000.0,3101882000.0,3882127000.0,1491927000.0,0.0,6761189000.0,192214000.0,192214000.0,2494002000.0,2494002000.0,168483000.0,168483000.0,3906490000.0,3906490000.0,2022-10-31
,342753000.0,342753000.0,5706447000.0,4288583000.0,6745093000.0,3268473000.0,4288583000.0,3249937000.0,4288583000.0,6745093000.0,4288583000.0,4288583000.0,584750000.0,3049656000.0,1820249000.0,3428000.0,3428000.0,9127880000.0,5491634000.0,11199000.0,57409000.0,372555000.0,217059000.0,5050471000.0,2593961000.0,2456510000.0,3636246000.0,655976000.0,655976000.0,,,2980270000.0,918271000.0,2061999000.0,52075000.0,52075000.0,2009924000.0,13416463000.0,6511744000.0,76587000.0,155496000.0,6279661000.0,-4028178000.0,10307839000.0,1433647000.0,319319000.0,3098134000.0,3961733000.0,1495006000.0,0.0,6904719000.0,183654000.0,183654000.0,2023495000.0,2023495000.0,145694000.0,145694000.0,4551876000.0,4551876000.0,2023-01-31
,341045000.0,341045000.0,5731736000.0,4310396000.0,6767957000.0,3258461000.0,4310396000.0,3274175000.0,4310396000.0,6767957000.0,4310396000.0,4310396000.0,622272000.0,3079530000.0,1849728000.0,3410000.0,3410000.0,9308508000.0,5527341000.0,222463000.0,,227851000.0,227851000.0,5077027000.0,2619466000.0,2457561000.0,3781167000.0,654709000.0,654709000.0,,,3126458000.0,906759000.0,2219699000.0,158170000.0,158170000.0,2061529000.0,13618904000.0,6579276000.0,232069000.0,,6347207000.0,-4101236000.0,10448443000.0,1449771000.0,397505000.0,3122474000.0,3988109000.0,1490584000.0,0.0,7039628000.0,210597000.0,,2241735000.0,2241735000.0,170816000.0,170816000.0,4416480000.0,4416480000.0,2023-04-30
,338982000.0,338982000.0,5780275000.0,4454742000.0,6913357000.0,3304110000.0,4454742000.0,3321660000.0,4454742000.0,6913357000.0,4454742000.0,4454742000.0,623185000.0,3189131000.0,1885406000.0,3390000.0,3390000.0,9532560000.0,5562918000.0,231945000.0,,218726000.0,218726000.0,5112247000.0,2653632000.0,2458615000.0,3969642000.0,668028000.0,668028000.0,,,3301614000.0,1125166000.0,2176448000.0,25449000.0,25449000.0,2150999000.0,13987302000.0,6713550000.0,238260000.0,,6475290000.0,-4189940000.0,10665230000.0,1463585000.0,518405000.0,3164685000.0,4027874000.0,1490681000.0,0.0,7273752000.0,214673000.0,,2300063000.0,2300063000.0,175410000.0,175410000.0,4583606000.0,4583606000.0,2023-07-31
0.0,336952000.0,336952000.0,5779827000.0,4582956000.0,7042627000.0,3086258000.0,4582956000.0,3320156000.0,4582956000.0,6793029000.0,4582956000.0,4582956000.0,633318000.0,3291996000.0,1920908000.0,3370000.0,3370000.0,9687664000.0,5281977000.0,218970000.0,,212866000.0,212866000.0,4850141000.0,2640068000.0,2210073000.0,4405687000.0,929686000.0,680088000.0,249598000.0,249598000.0,3476001000.0,1174763000.0,2301238000.0,20960000.0,20960000.0,2280278000.0,14270620000.0,6778675000.0,221139000.0,,6557536000.0,-4277215000.0,10834751000.0,1503769000.0,569995000.0,3160017000.0,4109947000.0,1491023000.0,0.0,7491945000.0,206725000.0,,2613808000.0,2613808000.0,171915000.0,171915000.0,4499497000.0,4499497000.0,2023-10-31
,335172000.0,335172000.0,5747704000.0,4871326000.0,7332056000.0,3212342000.0,4871326000.0,3286974000.0,4871326000.0,7082343000.0,4871326000.0,4871326000.0,633318000.0,3548667000.0,1952625000.0,3352000.0,3352000.0,9428783000.0,5242987000.0,10756000.0,56045000.0,361820000.0,196238000.0,4814366000.0,2603349000.0,2211017000.0,4185796000.0,933338000.0,683625000.0,249713000.0,249713000.0,3252458000.0,1220238000.0,2032220000.0,76370000.0,76370000.0,1955850000.0,14300109000.0,6901971000.0,77647000.0,165582000.0,6658742000.0,-4380709000.0,11039451000.0,1577102000.0,628730000.0,3126841000.0,4220221000.0,1486557000.0,0.0,7398138000.0,202706000.0,,2192220000.0,2192220000.0,130766000.0,130766000.0,4872446000.0,4872446000.0,2024-01-31
