tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,selling_general_and_administration,general_and_administrative_expense,salaries_and_wages
17676646.706587,0.245509,3001000000.0,72000000.0,72000000.0,1638000000.0,569000000.0,3467000000.0,3073000000.0,2504000000.0,-333000000.0,333000000.0,1583676646.706587,1638000000.0,3768000000.0,238000000.0,2412000000.0,613700000.0,612700000.0,2.67,2.67,1638000000.0,1638000000.0,1638000000.0,1638000000.0,1638000000.0,533000000.0,2171000000.0,92000000.0,20000000.0,72000000.0,-333000000.0,333000000.0,2412000000.0,301000000.0,301000000.0,2713000000.0,3467000000.0,6180000000.0,5768000000.0,2022-12-31,,,
42069094.304388,0.239029,2874000000.0,176000000.0,176000000.0,1630000000.0,572000000.0,3405000000.0,3050000000.0,2478000000.0,-336000000.0,336000000.0,1496069094.304388,1630000000.0,3762000000.0,235000000.0,2294000000.0,611500000.0,610600000.0,2.67,2.67,1630000000.0,1630000000.0,1630000000.0,1630000000.0,1630000000.0,512000000.0,2142000000.0,184000000.0,8000000.0,176000000.0,-336000000.0,336000000.0,2294000000.0,357000000.0,357000000.0,2651000000.0,3405000000.0,6056000000.0,5656000000.0,2023-03-31,,,
13708375.893769,0.198672,2805000000.0,69000000.0,69000000.0,1569000000.0,577000000.0,3408000000.0,2874000000.0,2297000000.0,-339000000.0,339000000.0,1513708375.893769,1569000000.0,3759000000.0,248000000.0,2204000000.0,609500000.0,608700000.0,2.57,2.58,1569000000.0,1569000000.0,1569000000.0,1569000000.0,1569000000.0,389000000.0,1958000000.0,93000000.0,24000000.0,69000000.0,-339000000.0,339000000.0,2204000000.0,351000000.0,351000000.0,2555000000.0,3408000000.0,5963000000.0,5569000000.0,2023-06-30,,,
19440738.840431,0.216008,2773000000.0,90000000.0,90000000.0,1528000000.0,580000000.0,3386000000.0,2863000000.0,2283000000.0,-334000000.0,334000000.0,1457440738.840431,1528000000.0,3764000000.0,235000000.0,2177000000.0,609800000.0,608700000.0,2.51,2.51,1528000000.0,1528000000.0,1528000000.0,1528000000.0,1528000000.0,421000000.0,1949000000.0,106000000.0,16000000.0,90000000.0,-334000000.0,334000000.0,2177000000.0,378000000.0,378000000.0,2555000000.0,3386000000.0,5941000000.0,5545000000.0,2023-09-30,,,
19243589.74359,0.24359,3025000000.0,79000000.0,79000000.0,1652000000.0,589000000.0,3391000000.0,3104000000.0,2515000000.0,-279000000.0,331000000.0,1592243589.74359,1652000000.0,3752000000.0,229000000.0,2407000000.0,609900000.0,608900000.0,2.71,2.71,1652000000.0,1652000000.0,1652000000.0,1652000000.0,1652000000.0,532000000.0,2184000000.0,56000000.0,-23000000.0,79000000.0,-279000000.0,331000000.0,2407000000.0,361000000.0,361000000.0,2768000000.0,3391000000.0,6159000000.0,5801000000.0,2023-12-31,,,
15156542.056075,0.233178,2993000000.0,65000000.0,65000000.0,1641000000.0,594000000.0,3304000000.0,3058000000.0,2464000000.0,-324000000.0,324000000.0,1591156542.056075,1641000000.0,3644000000.0,216000000.0,2372000000.0,610200000.0,609200000.0,2.69,2.69,1641000000.0,1641000000.0,1641000000.0,1641000000.0,1641000000.0,499000000.0,2140000000.0,77000000.0,12000000.0,65000000.0,-324000000.0,324000000.0,2387000000.0,340000000.0,355000000.0,2727000000.0,3304000000.0,6031000000.0,5616000000.0,2024-03-31,-15000000.0,-15000000.0,-15000000.0
