tax_effect_of_unusual_items,tax_rate_for_calcs,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,gain_on_sale_of_security,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,total_revenue,operating_revenue,date
-1261.831097,9.7e-05,-13013000.0,-13013000.0,-888362000.0,4627000.0,135087000.0,663847000.0,798934000.0,-875350261.831097,-888362000.0,468250672.0,468250672.0,-1.96,-1.96,-918336000.0,-918336000.0,29974000.0,-888362000.0,-1548000.0,-886814000.0,-886814000.0,-86000.0,-886900000.0,,-13013000.0,-13013000.0,-1040661000.0,43005000.0,43005000.0,13291000.0,29714000.0,-824526000.0,-824526000.0,2022-12-31
0.0,0.21,0.0,0.0,-844256000.0,5050000.0,19463000.0,798787000.0,818250000.0,-844256000.0,-844256000.0,489688364.0,489688364.0,-1.79,-1.79,-876131000.0,-876131000.0,31875000.0,-844256000.0,-4928000.0,-839328000.0,-839328000.0,11033000.0,-828295000.0,15498000.0,0.0,0.0,-899040000.0,40828000.0,40828000.0,11437000.0,29391000.0,-803184000.0,-803184000.0,2023-03-31
0.0,0.081367,0.0,0.0,167033000.0,6982000.0,-31963000.0,953457000.0,921494000.0,167033000.0,167033000.0,494358982.0,494165256.0,0.27,0.27,131267000.0,131267000.0,35766000.0,167033000.0,5846000.0,161187000.0,161187000.0,14277000.0,175464000.0,9105000.0,0.0,0.0,166377000.0,42915000.0,42915000.0,12280000.0,30635000.0,218379000.0,218379000.0,2023-06-30
0.0,0.21,0.0,0.0,-562205000.0,7316000.0,-45334000.0,1046819000.0,1001485000.0,-562205000.0,-562205000.0,494330361.0,494330361.0,-1.21,-1.21,-599059000.0,-599059000.0,36854000.0,-562205000.0,6879000.0,-569084000.0,-569084000.0,12392000.0,-556692000.0,,0.0,0.0,-585696000.0,39909000.0,39909000.0,9845000.0,30064000.0,-516783000.0,-516783000.0,2023-09-30
0.0,0.21,0.0,0.0,-403743000.0,5458000.0,-53550000.0,1043902000.0,990352000.0,-403743000.0,-403743000.0,,,,,-440924000.0,-440924000.0,37181000.0,-403743000.0,-12511000.0,-391232000.0,-391232000.0,1732000.0,-389500000.0,,0.0,0.0,-407167000.0,38901000.0,38901000.0,9399000.0,29502000.0,-350599000.0,-350599000.0,2023-12-31
