free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
173000000.0,-313000000.0,-58000000.0,54000000.0,-589000000.0,654000000.0,0.0,1031000000.0,12000000.0,-389000000.0,-482000000.0,-482000000.0,,4000000.0,-169000000.0,-169000000.0,-313000000.0,-313000000.0,-4000000.0,,,,-4000000.0,-58000000.0,54000000.0,-669000000.0,-669000000.0,-5000000.0,0.0,7000000.0,-7000000.0,-75000000.0,-75000000.0,-589000000.0,-589000000.0,762000000.0,762000000.0,63000000.0,68000000.0,,8000000.0,8000000.0,303000000.0,303000000.0,320000000.0,2022-12-31
-501000000.0,-19000000.0,-4245000000.0,4807000000.0,-508000000.0,543000000.0,0.0,654000000.0,8000000.0,-119000000.0,381000000.0,381000000.0,,4000000.0,-167000000.0,-167000000.0,-19000000.0,-19000000.0,562000000.0,,,,-29000000.0,-63000000.0,34000000.0,-507000000.0,-507000000.0,3000000.0,-1000000.0,7000000.0,-8000000.0,-1000000.0,-1000000.0,-508000000.0,-508000000.0,7000000.0,7000000.0,-305000000.0,123000000.0,,-37000000.0,-37000000.0,317000000.0,317000000.0,-91000000.0,2023-03-31
193000000.0,-11000000.0,-2887000000.0,3271000000.0,-467000000.0,699000000.0,0.0,543000000.0,-10000000.0,166000000.0,202000000.0,202000000.0,-6000000.0,2000000.0,-167000000.0,-167000000.0,-11000000.0,-11000000.0,384000000.0,-591000000.0,-2833000000.0,2242000000.0,975000000.0,-54000000.0,1029000000.0,-696000000.0,-696000000.0,7000000.0,0.0,6000000.0,-6000000.0,-236000000.0,-236000000.0,-467000000.0,-467000000.0,660000000.0,660000000.0,340000000.0,9000000.0,,-25000000.0,-25000000.0,323000000.0,323000000.0,-435000000.0,2023-06-30
-52000000.0,-11000000.0,-516000000.0,691000000.0,-375000000.0,573000000.0,0.0,699000000.0,-9000000.0,-117000000.0,-13000000.0,-13000000.0,-11000000.0,1000000.0,-167000000.0,-167000000.0,-11000000.0,-11000000.0,175000000.0,590000000.0,-88000000.0,678000000.0,-415000000.0,-428000000.0,13000000.0,-427000000.0,-427000000.0,14000000.0,-1000000.0,12000000.0,-13000000.0,-65000000.0,-65000000.0,-375000000.0,-375000000.0,323000000.0,323000000.0,89000000.0,-85000000.0,434000000.0,-129000000.0,-129000000.0,396000000.0,396000000.0,-443000000.0,2023-09-30
946000000.0,-13000000.0,-2272000000.0,2420000000.0,-354000000.0,1484000000.0,0.0,573000000.0,15000000.0,896000000.0,-26000000.0,-26000000.0,3000000.0,7000000.0,-171000000.0,-171000000.0,-13000000.0,-13000000.0,148000000.0,-591000000.0,-2240000000.0,1649000000.0,739000000.0,-32000000.0,771000000.0,-378000000.0,-378000000.0,3000000.0,-1000000.0,6000000.0,-7000000.0,-26000000.0,-26000000.0,-354000000.0,-354000000.0,1300000000.0,1300000000.0,698000000.0,129000000.0,,-14000000.0,-14000000.0,373000000.0,373000000.0,114000000.0,2023-12-31
