tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,impairment_of_capital_assets,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.261,821000000.0,,,316000000.0,303000000.0,12292000000.0,821000000.0,518000000.0,-75000000.0,84000000.0,9000000.0,316000000.0,316000000.0,12793000000.0,467000000.0,358000000.0,356000000.0,0.88,0.91,316000000.0,316000000.0,316000000.0,-4000000.0,320000000.0,320000000.0,114000000.0,434000000.0,42000000.0,42000000.0,,,-75000000.0,84000000.0,9000000.0,467000000.0,501000000.0,501000000.0,968000000.0,12292000000.0,13260000000.0,13260000000.0,2022-12-31
0.0,0.294,276000000.0,,,-97000000.0,317000000.0,12606000000.0,276000000.0,-41000000.0,-82000000.0,89000000.0,7000000.0,-97000000.0,-97000000.0,13182000000.0,-49000000.0,354000000.0,354000000.0,-0.28,-0.28,-97000000.0,-97000000.0,-97000000.0,-6000000.0,-91000000.0,-91000000.0,-39000000.0,-130000000.0,1000000.0,1000000.0,,,-82000000.0,89000000.0,7000000.0,-49000000.0,576000000.0,576000000.0,527000000.0,12606000000.0,13133000000.0,13133000000.0,2023-03-31
-94080000.0,0.21,434000000.0,-448000000.0,-448000000.0,-417000000.0,323000000.0,12463000000.0,-14000000.0,-337000000.0,-83000000.0,89000000.0,6000000.0,-63080000.0,-417000000.0,13042000000.0,-350000000.0,354000000.0,354000000.0,-1.18,-1.18,-417000000.0,-417000000.0,-417000000.0,18000000.0,-435000000.0,-435000000.0,9000000.0,-426000000.0,-441000000.0,7000000.0,-448000000.0,448000000.0,-83000000.0,89000000.0,6000000.0,98000000.0,579000000.0,579000000.0,677000000.0,12463000000.0,13140000000.0,13140000000.0,2023-06-30
-67678057.553957,0.203237,266000000.0,-333000000.0,-333000000.0,-450000000.0,396000000.0,12889000000.0,-67000000.0,-463000000.0,-85000000.0,93000000.0,8000000.0,-184678057.553957,-450000000.0,13478000000.0,-463000000.0,,,,,-450000000.0,-450000000.0,-450000000.0,-7000000.0,-443000000.0,-443000000.0,-113000000.0,-556000000.0,-341000000.0,-8000000.0,-333000000.0,333000000.0,-85000000.0,93000000.0,8000000.0,-130000000.0,589000000.0,589000000.0,459000000.0,12889000000.0,13348000000.0,13348000000.0,2023-09-30
0.0,0.294,639000000.0,,,107000000.0,373000000.0,12496000000.0,639000000.0,266000000.0,-95000000.0,105000000.0,10000000.0,107000000.0,107000000.0,13088000000.0,231000000.0,355000000.0,354000000.0,0.3,0.31,107000000.0,107000000.0,107000000.0,-7000000.0,114000000.0,114000000.0,47000000.0,161000000.0,25000000.0,25000000.0,,,-95000000.0,105000000.0,10000000.0,231000000.0,592000000.0,592000000.0,823000000.0,12496000000.0,13319000000.0,13319000000.0,2023-12-31
