free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
181000000.0,0.0,-79700000.0,-47800000.0,-28600000.0,148300000.0,138700000.0,-5000000.0,14600000.0,-177500000.0,-177500000.0,2100000.0,-20000000.0,-20000000.0,0.0,0.0,-159600000.0,33300000.0,-127500000.0,-79700000.0,-47800000.0,-17500000.0,-17500000.0,10200000.0,3700000.0,65700000.0,-62000000.0,-2800000.0,-2800000.0,-1600000.0,-1600000.0,-27000000.0,-27000000.0,209600000.0,209600000.0,74400000.0,52100000.0,62000000.0,-1600000.0,-38100000.0,-100900000.0,-7100000.0,7800000.0,10100000.0,-1800000.0,-16400000.0,-16400000.0,73200000.0,73200000.0,27500000.0,27500000.0,45700000.0,-4100000.0,-4100000.0,73500000.0,2022-12-31
12400000.0,-10000000.0,-145900000.0,348800000.0,-18600000.0,227800000.0,131900000.0,-4200000.0,100100000.0,173500000.0,173500000.0,2300000.0,-21700000.0,-21700000.0,-10000000.0,-10000000.0,202900000.0,,202900000.0,-145900000.0,348800000.0,-104400000.0,-104400000.0,700000.0,-10900000.0,24800000.0,-35700000.0,-75600000.0,-75600000.0,,,-18600000.0,-18600000.0,31000000.0,31000000.0,-138000000.0,18100000.0,4600000.0,3400000.0,-164100000.0,-20300000.0,-3800000.0,12000000.0,13300000.0,400000.0,-8900000.0,-8900000.0,71300000.0,71300000.0,26400000.0,26400000.0,44900000.0,-3300000.0,-3300000.0,88000000.0,2023-06-30
173500000.0,0.0,-36800000.0,0.0,-39900000.0,172000000.0,227800000.0,2100000.0,-57900000.0,-224800000.0,-224800000.0,0.0,-21600000.0,-21600000.0,0.0,0.0,-203200000.0,-166400000.0,-36800000.0,-36800000.0,0.0,-46500000.0,-46500000.0,-1100000.0,-5500000.0,13300000.0,-18800000.0,0.0,0.0,,,-39900000.0,-39900000.0,213400000.0,213400000.0,22400000.0,34800000.0,54000000.0,10500000.0,-76900000.0,-70100000.0,4400000.0,12600000.0,10300000.0,-800000.0,-12900000.0,-12900000.0,70500000.0,70500000.0,25600000.0,25600000.0,44900000.0,3000000.0,3000000.0,103900000.0,2023-09-30
243300000.0,0.0,-494100000.0,0.0,-20300000.0,352900000.0,172000000.0,-1400000.0,182300000.0,-54500000.0,-54500000.0,0.0,-21600000.0,-21600000.0,277800000.0,0.0,-310700000.0,183400000.0,-494100000.0,-494100000.0,0.0,-26800000.0,-26800000.0,6400000.0,-12900000.0,27700000.0,-40600000.0,0.0,0.0,,,-20300000.0,-20300000.0,263600000.0,263600000.0,120000000.0,36300000.0,-54800000.0,-3100000.0,141600000.0,5500000.0,-3200000.0,19900000.0,-6300000.0,,-17500000.0,-17500000.0,69100000.0,69100000.0,23700000.0,23700000.0,45400000.0,,,74400000.0,2023-12-31
