ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,pensionand_other_post_retirement_benefit_plans_current,current_provisions,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
110809020.0,110809020.0,1152900000.0,1922600000.0,-380800000.0,3587200000.0,527800000.0,-380800000.0,621400000.0,2286000000.0,3469600000.0,2286400000.0,400000.0,2286000000.0,140600000.0,140600000.0,1154900000.0,6700000.0,983800000.0,983800000.0,3366500000.0,1956500000.0,33200000.0,32300000.0,32300000.0,7100000.0,28200000.0,28200000.0,1706000000.0,522400000.0,1183600000.0,149700000.0,1410000000.0,36000000.0,327700000.0,327700000.0,216600000.0,99000000.0,117600000.0,52200000.0,65400000.0,368500000.0,48100000.0,413100000.0,86600000.0,326500000.0,25900000.0,25900000.0,300600000.0,5652900000.0,3715100000.0,224600000.0,57400000.0,45200000.0,45200000.0,2666800000.0,320400000.0,2346400000.0,721100000.0,-262300000.0,983400000.0,248100000.0,200100000.0,80200000.0,455000000.0,0.0,1937800000.0,10200000.0,48600000.0,1730700000.0,677200000.0,65400000.0,988100000.0,-2000000.0,990100000.0,148300000.0,148300000.0,8800000.0,139500000.0,2022-12-31
111020982.0,111020982.0,1257300000.0,1857200000.0,-302000000.0,3590200000.0,633200000.0,-302000000.0,599900000.0,2332900000.0,3564600000.0,2333200000.0,300000.0,2332900000.0,,,,,,,3303800000.0,1989100000.0,43300000.0,31500000.0,31500000.0,7100000.0,22000000.0,22000000.0,1734800000.0,503100000.0,1231700000.0,150400000.0,1314700000.0,1148200000.0,,,122400000.0,96800000.0,25600000.0,25600000.0,,,44100000.0,,,,,,,5637000000.0,3689100000.0,245300000.0,63400000.0,45200000.0,45200000.0,2634900000.0,294900000.0,2340000000.0,700300000.0,,700300000.0,,700300000.0,,,,1947900000.0,,,,,,,,,,,,,2023-03-31
110958545.0,110958545.0,1367500000.0,2192900000.0,-337900000.0,3936300000.0,709500000.0,-337900000.0,597600000.0,2341000000.0,3750700000.0,2341000000.0,,2341000000.0,86300000.0,86300000.0,1255700000.0,5500000.0,993500000.0,993500000.0,3644800000.0,2123200000.0,33500000.0,28500000.0,28500000.0,3900000.0,11200000.0,11200000.0,1902200000.0,492500000.0,1409700000.0,143900000.0,1521600000.0,28100000.0,336900000.0,336900000.0,290700000.0,105100000.0,185600000.0,150200000.0,35400000.0,,47500000.0,818400000.0,,818400000.0,25000000.0,25000000.0,793400000.0,5985800000.0,3754700000.0,257600000.0,67400000.0,43800000.0,43800000.0,2678900000.0,300600000.0,2378300000.0,707000000.0,,707000000.0,,707000000.0,,,,2231100000.0,12400000.0,61900000.0,1929000000.0,869300000.0,96700000.0,963000000.0,-2000000.0,965000000.0,227800000.0,227800000.0,,,2023-06-30
110958545.0,110958545.0,1261700000.0,2021600000.0,-237000000.0,3896900000.0,628900000.0,-237000000.0,587900000.0,2463200000.0,3721100000.0,2463200000.0,,2463200000.0,126200000.0,126200000.0,1338000000.0,5500000.0,993500000.0,993500000.0,3624500000.0,2002200000.0,40700000.0,27800000.0,27800000.0,4000000.0,35500000.0,35500000.0,1743800000.0,485900000.0,1257900000.0,150400000.0,1622300000.0,43600000.0,368100000.0,368100000.0,277800000.0,102000000.0,175800000.0,148000000.0,27800000.0,,48000000.0,884800000.0,,884800000.0,29000000.0,29000000.0,855800000.0,6087700000.0,3836500000.0,268400000.0,67100000.0,80800000.0,80800000.0,2700200000.0,291200000.0,2409000000.0,720000000.0,,720000000.0,,720000000.0,,,,2251200000.0,9900000.0,50500000.0,2018800000.0,899500000.0,79900000.0,1039400000.0,-2700000.0,1042100000.0,172000000.0,172000000.0,,,2023-09-30
114066995.0,114066995.0,799700000.0,1731700000.0,106900000.0,3909200000.0,656800000.0,106900000.0,579100000.0,2756600000.0,3738900000.0,2756600000.0,,2756600000.0,89700000.0,89700000.0,1390100000.0,5500000.0,1271300000.0,1271300000.0,3320100000.0,1704400000.0,55600000.0,29500000.0,29500000.0,,24400000.0,24400000.0,1460100000.0,477800000.0,982300000.0,134800000.0,1615700000.0,55000000.0,397500000.0,397500000.0,271600000.0,101300000.0,170300000.0,146700000.0,23600000.0,392000000.0,51700000.0,447900000.0,74600000.0,373300000.0,21400000.0,21400000.0,351900000.0,6076700000.0,3804200000.0,279200000.0,72300000.0,92600000.0,92600000.0,2649700000.0,265700000.0,2384000000.0,710400000.0,-252700000.0,963100000.0,238200000.0,218800000.0,75100000.0,431000000.0,0.0,2272500000.0,17100000.0,53800000.0,1848700000.0,760000000.0,72600000.0,1016100000.0,-2700000.0,1018800000.0,352900000.0,352900000.0,158500000.0,194400000.0,2023-12-31
