tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,impairment_of_capital_assets,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
2360429.447853,0.248466,184600000.0,9500000.0,9500000.0,73500000.0,73200000.0,893000000.0,194100000.0,120900000.0,-20600000.0,23100000.0,66360429.447853,73500000.0,1405600000.0,110915844.0,110809020.0,0.66,0.663303,73500000.0,73500000.0,73500000.0,73500000.0,73500000.0,24300000.0,97800000.0,10500000.0,,7400000.0,-1800000.0,2100000.0,-20600000.0,3100000.0,23100000.0,107900000.0,512600000.0,73200000.0,73200000.0,27500000.0,27500000.0,45700000.0,439400000.0,620500000.0,893000000.0,1513500000.0,1513500000.0,2022-12-31
0.0,0.225,104500000.0,,,64900000.0,,,104500000.0,104500000.0,,20700000.0,64900000.0,64900000.0,,110927669.0,110000000.0,0.59,0.59,64900000.0,64900000.0,64900000.0,64900000.0,64900000.0,18900000.0,83800000.0,,,,-2500000.0,,,,20700000.0,,,,,26300000.0,26300000.0,46400000.0,488300000.0,660000000.0,,1539200000.0,1539200000.0,2023-03-31
247136.563877,0.22467,206000000.0,1100000.0,1100000.0,88000000.0,71300000.0,944200000.0,207100000.0,135800000.0,-22900000.0,22300000.0,87147136.563877,88000000.0,1502800000.0,111015228.0,111015228.0,0.79,0.79,88000000.0,88000000.0,88000000.0,88000000.0,88000000.0,25500000.0,113500000.0,1000000.0,-100000.0,-400000.0,400000.0,1500000.0,-22900000.0,600000.0,22300000.0,135400000.0,558600000.0,71300000.0,71300000.0,26400000.0,26400000.0,44900000.0,487300000.0,694000000.0,944200000.0,1638200000.0,1638200000.0,2023-06-30
-765697.240865,0.225205,233100000.0,-3400000.0,-3400000.0,103900000.0,70500000.0,972100000.0,229700000.0,159200000.0,-26200000.0,25100000.0,106534302.759135,103900000.0,1529700000.0,110958545.0,110958545.0,0.94,0.94,103900000.0,103900000.0,103900000.0,103900000.0,103900000.0,30200000.0,134100000.0,-3200000.0,200000.0,800000.0,-800000.0,-4200000.0,-26200000.0,1100000.0,25100000.0,163500000.0,557600000.0,70500000.0,70500000.0,25600000.0,25600000.0,44900000.0,487100000.0,721100000.0,972100000.0,1693200000.0,1693200000.0,2023-09-30
513778.705637,0.223382,197200000.0,2300000.0,2300000.0,74400000.0,69100000.0,939400000.0,199500000.0,130400000.0,-22300000.0,34600000.0,72613778.705637,74400000.0,1491600000.0,114066995.0,114066995.0,0.652248,0.652248,74400000.0,74400000.0,74400000.0,74400000.0,74400000.0,21400000.0,95800000.0,700000.0,-1600000.0,-3200000.0,3200000.0,5500000.0,-22300000.0,-600000.0,34600000.0,117400000.0,552200000.0,69100000.0,69100000.0,23700000.0,23700000.0,45400000.0,483100000.0,669600000.0,939400000.0,1609000000.0,1609000000.0,2023-12-31
