treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,buildings_and_improvements,land_and_improvements,current_assets,other_current_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,machinery_furniture_equipment,properties
783696.0,5720.0,101747317.0,102531013.0,,1258769000.0,1318647000.0,,-361485000.0,1318647000.0,1258769000.0,1318647000.0,1318647000.0,1195374000.0,,1318647000.0,,,61358000.0,-804382000.0,2061671000.0,0.0,,0.0,5279840000.0,4553803000.0,4553803000.0,,,1051600000.0,1051600000.0,,,726037000.0,,131847000.0,,207169000.0,,,12216000.0,,106516000.0,23360000.0,,19643000.0,6475214000.0,6110662000.0,6110662000.0,,,2035269000.0,,,,,220468000.0,459370000.0,364552000.0,364552000.0,,285039000.0,-11418000.0,296457000.0,52619000.0,52619000.0,2022-12-31,,
840504.0,5720.0,101907386.0,102747890.0,3335607000.0,4594862000.0,-2056332000.0,4529476000.0,-321540000.0,-2056332000.0,1225733000.0,1160347000.0,4294852000.0,1160687000.0,340000.0,1160347000.0,-661000.0,-661000.0,67304000.0,-855892000.0,2084102000.0,102000.0,102000.0,0.0,5281098000.0,4621118000.0,40337000.0,8498000.0,8498000.0,4181077000.0,1046572000.0,3134505000.0,391206000.0,659980000.0,146579000.0,146579000.0,413785000.0,179161000.0,234624000.0,234624000.0,,99616000.0,82722000.0,,16894000.0,16894000.0,6441785000.0,6103345000.0,83821000.0,3216679000.0,1181407000.0,2035272000.0,2802845000.0,-2634370000.0,5437215000.0,5437215000.0,,,338440000.0,45475000.0,259443000.0,259443000.0,-10661000.0,270104000.0,33522000.0,33522000.0,2023-03-31,,
840504.0,5720.0,101960335.0,102800839.0,3341007000.0,4630370000.0,-2028907000.0,4558825000.0,-293017000.0,-2028907000.0,1241584000.0,1170039000.0,4324037000.0,1170494000.0,455000.0,1170039000.0,-258000.0,-258000.0,67304000.0,-852901000.0,2090400000.0,102000.0,102000.0,0.0,5350550000.0,4652250000.0,41432000.0,9317000.0,9317000.0,4208604000.0,1054606000.0,3153998000.0,392897000.0,698300000.0,171853000.0,171853000.0,421766000.0,186978000.0,234788000.0,234788000.0,,104681000.0,87497000.0,,17184000.0,17184000.0,6521044000.0,6115761000.0,86165000.0,3198946000.0,1163673000.0,2035273000.0,2830650000.0,-2662820000.0,5493470000.0,5493470000.0,,,405283000.0,35311000.0,322193000.0,322193000.0,-11421000.0,333614000.0,47779000.0,47779000.0,2023-06-30,,
840935.0,5720.0,101998161.0,102839096.0,3362310000.0,4681148000.0,-2043806000.0,4588479000.0,-312074000.0,-2043806000.0,1279443000.0,1186774000.0,4341426000.0,1186842000.0,68000.0,1186774000.0,-901000.0,-901000.0,67347000.0,-840557000.0,2095477000.0,102000.0,102000.0,0.0,5385480000.0,4695240000.0,39501000.0,10554000.0,10554000.0,4248144000.0,1093492000.0,3154652000.0,397041000.0,690240000.0,143354000.0,143354000.0,433004000.0,185951000.0,247053000.0,247053000.0,,113882000.0,96290000.0,,17592000.0,17592000.0,6572322000.0,6194156000.0,85455000.0,3230580000.0,1195367000.0,2035213000.0,2878121000.0,-2691274000.0,5569395000.0,5569395000.0,,,378166000.0,28601000.0,310170000.0,310170000.0,-12220000.0,322390000.0,39395000.0,39395000.0,2023-09-30,,
840935.0,5720.0,102065645.0,102906580.0,3296522000.0,4642925000.0,-1990331000.0,4557501000.0,-340711000.0,-1990331000.0,1301798000.0,1216374000.0,4307483000.0,1216788000.0,414000.0,1216374000.0,-428000.0,-428000.0,67347000.0,-819235000.0,2103282000.0,102000.0,102000.0,0.0,5346834000.0,4632937000.0,41891000.0,12047000.0,12047000.0,4181008000.0,1089899000.0,3091109000.0,397991000.0,713897000.0,126547000.0,126547000.0,461917000.0,211899000.0,250018000.0,250018000.0,7936000.0,117497000.0,99259000.0,23322000.0,18238000.0,18238000.0,6563622000.0,6190436000.0,90644000.0,3206705000.0,1171434000.0,2035271000.0,2893087000.0,-2708361000.0,5601448000.0,4727749000.0,235861000.0,482424000.0,373186000.0,27392000.0,301189000.0,301189000.0,-12477000.0,313666000.0,44605000.0,44605000.0,2023-12-31,155414000.0,0.0
