free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,net_income_from_continuing_operations,date
194237000.0,0.0,-425000.0,45000000.0,3593000.0,-50270000.0,35389000.0,8071000.0,52619000.0,79355000.0,-159000.0,-26577000.0,-54477000.0,,-231736000.0,,,0.0,3593000.0,,,0.0,45000000.0,,-425000.0,0.0,-216607000.0,,-454197000.0,,-191906000.0,-50270000.0,244507000.0,,,19568000.0,-799000.0,,2000000.0,,2071000.0,1775000.0,6999000.0,303077000.0,8805000.0,3145000.0,1361000.0,1361000.0,,147239000.0,,-1660000.0,66103000.0,2022-12-31
66427000.0,-5947000.0,-20426000.0,90000000.0,4208000.0,-42285000.0,39430000.0,3182000.0,33522000.0,52619000.0,10000.0,-19107000.0,-75155000.0,-75155000.0,-15439000.0,-127551000.0,-1739000.0,-5947000.0,4208000.0,69574000.0,70000000.0,-20000000.0,90000000.0,-426000.0,-426000.0,,-52664000.0,-52664000.0,3248000.0,-13627000.0,-13627000.0,-42285000.0,108712000.0,108712000.0,-47672000.0,-27603000.0,-7523000.0,-25921000.0,-24010000.0,-1911000.0,-1911000.0,-10833000.0,24208000.0,1642000.0,8040000.0,1397000.0,-1152000.0,-1152000.0,73125000.0,73125000.0,-2866000.0,-178000.0,76198000.0,2023-03-31
147439000.0,1000.0,-90428000.0,108000000.0,3484000.0,-50722000.0,42452000.0,3714000.0,47779000.0,33522000.0,66000.0,14191000.0,-106625000.0,-106625000.0,-53000.0,-127629000.0,3485000.0,1000.0,3484000.0,17572000.0,18000000.0,-90000000.0,108000000.0,-428000.0,-428000.0,,-77345000.0,-77345000.0,1872000.0,-28495000.0,-28495000.0,-50722000.0,198161000.0,198161000.0,-16786000.0,33849000.0,3274000.0,7508000.0,7479000.0,29000.0,29000.0,5380000.0,-66797000.0,1652000.0,4406000.0,4161000.0,807000.0,807000.0,75158000.0,75158000.0,-2125000.0,-449000.0,130888000.0,2023-06-30
183402000.0,-43000.0,-208328000.0,207000000.0,2709000.0,-39145000.0,43235000.0,2197000.0,39395000.0,47779000.0,-59000.0,-8325000.0,-114956000.0,-114956000.0,11379000.0,-127673000.0,2666000.0,-43000.0,2709000.0,-1328000.0,2000000.0,-133000000.0,135000000.0,-3328000.0,-75328000.0,,-115916000.0,-115916000.0,1431000.0,-78202000.0,-78202000.0,-39145000.0,222547000.0,222547000.0,-899000.0,-25035000.0,2012000.0,8934000.0,8482000.0,452000.0,452000.0,4356000.0,8834000.0,1626000.0,3916000.0,3051000.0,1255000.0,1255000.0,74636000.0,74636000.0,-1463000.0,-699000.0,140425000.0,2023-09-30
208074000.0,0.0,-60530000.0,-2000000.0,5288000.0,-46119000.0,42894000.0,2339000.0,44605000.0,39395000.0,110000.0,5100000.0,-184899000.0,,-477522000.0,,,0.0,5288000.0,,,-135000000.0,70000000.0,,74470000.0,-72000000.0,-64194000.0,,-138399000.0,,-18637000.0,-46119000.0,254193000.0,,,9925000.0,-1126000.0,,6341000.0,,1123000.0,2184000.0,5011000.0,243972000.0,6287000.0,4128000.0,1474000.0,1474000.0,,70504000.0,6569000.0,-2370000.0,149325000.0,2023-12-31
