free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,net_income_from_continuing_operations,date
1136600000.0,-229500000.0,-1975300000.0,1256000000.0,16500000.0,-141300000.0,288900000.0,304800000.0,-15900000.0,-1129700000.0,-1129700000.0,-17100000.0,-180300000.0,-213000000.0,-229500000.0,16500000.0,-719300000.0,-719100000.0,-1975100000.0,1256000000.0,-200000.0,-200000.0,0.0,-164100000.0,-164100000.0,-22800000.0,-141300000.0,1277900000.0,1277900000.0,349400000.0,418600000.0,107200000.0,107200000.0,81200000.0,26000000.0,26000000.0,-134600000.0,-41800000.0,-41800000.0,4700000.0,44000000.0,1400000.0,54100000.0,54100000.0,244000000.0,244000000.0,188700000.0,188700000.0,55300000.0,0.0,580300000.0,2022-12-31
596800000.0,-273900000.0,-2067200000.0,1914000000.0,28000000.0,-112700000.0,234000000.0,288900000.0,-54900000.0,-613600000.0,-613600000.0,-18600000.0,-195900000.0,-245900000.0,-273900000.0,28000000.0,-153200000.0,-153000000.0,-2067000000.0,1914000000.0,-200000.0,-200000.0,0.0,-150800000.0,-150800000.0,-38100000.0,-112700000.0,709500000.0,709500000.0,-206300000.0,-3500000.0,85900000.0,85900000.0,97900000.0,-12000000.0,-12000000.0,-158400000.0,-130300000.0,-130300000.0,4200000.0,43900000.0,400000.0,20100000.0,20100000.0,243200000.0,243200000.0,,,,0.0,604000000.0,2023-03-31
882100000.0,-140300000.0,-3050500000.0,2585000000.0,15300000.0,-111100000.0,271200000.0,234000000.0,37200000.0,-815100000.0,-815100000.0,-15700000.0,-208900000.0,-125000000.0,-140300000.0,15300000.0,-465500000.0,625000000.0,-1960000000.0,2585000000.0,-1090500000.0,-1090500000.0,,-140900000.0,-140900000.0,-29800000.0,-111100000.0,993200000.0,993200000.0,22100000.0,50500000.0,141900000.0,141900000.0,34900000.0,107000000.0,107000000.0,-10600000.0,-159700000.0,-159700000.0,3800000.0,44500000.0,500000.0,23900000.0,23900000.0,222900000.0,222900000.0,172400000.0,172400000.0,50500000.0,9100000.0,666400000.0,2023-06-30
541800000.0,-339800000.0,-4695100000.0,4711000000.0,25300000.0,-74400000.0,256600000.0,271200000.0,-14600000.0,-537000000.0,-537000000.0,-15700000.0,-222700000.0,-314500000.0,-339800000.0,25300000.0,15900000.0,-686000000.0,-3652000000.0,2966000000.0,701900000.0,-1043100000.0,,-93800000.0,-93800000.0,-19400000.0,-74400000.0,616200000.0,616200000.0,-326500000.0,13400000.0,-104200000.0,-104200000.0,29100000.0,-133300000.0,-133300000.0,5500000.0,-241200000.0,-241200000.0,4900000.0,45400000.0,600000.0,3100000.0,3100000.0,219000000.0,219000000.0,172000000.0,172000000.0,47000000.0,3100000.0,666600000.0,2023-09-30
793800000.0,-114600000.0,-2954100000.0,2563300000.0,17100000.0,-59500000.0,281000000.0,256600000.0,24400000.0,-742700000.0,-742700000.0,-17000000.0,-237400000.0,-97500000.0,-114600000.0,17100000.0,-390800000.0,604600000.0,-2953700000.0,3558300000.0,-451800000.0,-8566100000.0,8114300000.0,-86200000.0,-86200000.0,-26700000.0,-59500000.0,853300000.0,853300000.0,148500000.0,-20500000.0,-160400000.0,-160400000.0,-88000000.0,-72400000.0,-72400000.0,21300000.0,308100000.0,308100000.0,4100000.0,44800000.0,200000.0,17100000.0,17100000.0,219400000.0,219400000.0,,,,0.0,419200000.0,2023-12-31
