tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-1551233.272107,0.238651,1063100000.0,-6500000.0,-6500000.0,580300000.0,244000000.0,621800000.0,1056600000.0,812600000.0,-52000000.0,50400000.0,800000.0,585248766.727893,580300000.0,1351100000.0,811600000.0,555400000.0,549200000.0,1.04,1.06,580300000.0,580300000.0,580300000.0,580300000.0,580300000.0,181900000.0,762200000.0,-3900000.0,2600000.0,-6500000.0,6500000.0,-52000000.0,2400000.0,50400000.0,800000.0,818100000.0,652700000.0,167400000.0,167400000.0,167400000.0,167400000.0,282400000.0,202900000.0,1470800000.0,698400000.0,2169200000.0,2169200000.0,2022-12-31
-518059.366426,0.246695,1092200000.0,-2100000.0,-2100000.0,604000000.0,243200000.0,637600000.0,1090100000.0,846900000.0,-46500000.0,45100000.0,1000000.0,605581940.633574,604000000.0,1382600000.0,848000000.0,553900000.0,546900000.0,1.09,1.1,604000000.0,604000000.0,604000000.0,604000000.0,604000000.0,197800000.0,801800000.0,-1800000.0,300000.0,-2100000.0,2100000.0,-46500000.0,2400000.0,45100000.0,1000000.0,850100000.0,669200000.0,167400000.0,167400000.0,167400000.0,167400000.0,298300000.0,203500000.0,1519300000.0,713400000.0,2232700000.0,2232700000.0,2023-03-31
-2315831.663327,0.214429,1127000000.0,-10800000.0,-10800000.0,666400000.0,222900000.0,658800000.0,1116200000.0,893300000.0,-45700000.0,45000000.0,1500000.0,674884168.336673,666400000.0,1383800000.0,903100000.0,551400000.0,545100000.0,1.21,1.22,666400000.0,666400000.0,666400000.0,666400000.0,666400000.0,181900000.0,848300000.0,-10800000.0,,-10800000.0,10800000.0,-45700000.0,2200000.0,45000000.0,1500000.0,904800000.0,653600000.0,151500000.0,151500000.0,151500000.0,151500000.0,298500000.0,203600000.0,1558400000.0,730200000.0,2288600000.0,2288600000.0,2023-06-30
-981645.873321,0.200336,1102500000.0,-4900000.0,-4900000.0,666600000.0,219000000.0,659300000.0,1097600000.0,878600000.0,-45200000.0,45000000.0,1600000.0,670518354.126679,666600000.0,1367500000.0,885000000.0,549200000.0,543100000.0,1.21,1.23,666600000.0,666600000.0,666600000.0,666600000.0,666600000.0,167000000.0,833600000.0,-8000000.0,-3100000.0,-4900000.0,4900000.0,-45200000.0,1800000.0,45000000.0,1600000.0,886800000.0,640600000.0,151400000.0,151400000.0,151400000.0,151400000.0,292600000.0,196600000.0,1527400000.0,726900000.0,2254300000.0,2254300000.0,2023-09-30
-147862.8949,0.134421,752300000.0,-1100000.0,-1100000.0,419200000.0,219400000.0,577600000.0,751200000.0,531800000.0,-47200000.0,47500000.0,2000000.0,420152137.1051,419200000.0,1235200000.0,529400000.0,546500000.0,540800000.0,0.77,0.78,419200000.0,419200000.0,419200000.0,419200000.0,419200000.0,65100000.0,484300000.0,1000000.0,2100000.0,-1100000.0,1100000.0,-47200000.0,1700000.0,47500000.0,2000000.0,530500000.0,589500000.0,151300000.0,151300000.0,151300000.0,151300000.0,266000000.0,172200000.0,1120000000.0,645700000.0,1765700000.0,1765700000.0,2023-12-31
