ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,derivative_product_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,current_notes_payable,total_assets,investments_and_advances,held_to_maturity_securities,available_for_sale_securities,trading_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,prepaid_assets,receivables,other_receivables,accounts_receivable,other_short_term_investments,cash_and_cash_equivalents,cash_financial,date,treasury_shares_number,defined_pension_benefit
1326829000.0,1326829000.0,42673000000.0,64094000000.0,19398000000.0,117935000000.0,26071000000.0,53841000000.0,6673000000.0,103717000000.0,60537000000.0,23000000.0,60514000000.0,-13601000000.0,26264000000.0,34544000000.0,13307000000.0,6634000000.0,6673000000.0,494718000000.0,403000000.0,43203000000.0,43203000000.0,20891000000.0,20891000000.0,20521000000.0,370000000.0,555255000000.0,133357000000.0,57713000000.0,71070000000.0,2945000000.0,34443000000.0,7430000000.0,27013000000.0,6880000000.0,-2528000000.0,9408000000.0,928000000.0,211000000.0,3312000000.0,1706000000.0,2474000000.0,777000000.0,5701000000.0,11772000000.0,9090000000.0,2682000000.0,1629000000.0,21421000000.0,5379000000.0,2022-12-31,,
1331917887.0,1331917887.0,53400000000.0,90996000000.0,21847000000.0,146695000000.0,28520000000.0,55699000000.0,6673000000.0,132267000000.0,62394000000.0,22000000.0,62372000000.0,-12581000000.0,27038000000.0,34582000000.0,13333000000.0,6660000000.0,6673000000.0,511960000000.0,455000000.0,69895000000.0,69895000000.0,21101000000.0,21101000000.0,20791000000.0,310000000.0,574354000000.0,132379000000.0,56932000000.0,70177000000.0,2732000000.0,33852000000.0,6838000000.0,27014000000.0,6729000000.0,,6729000000.0,,,6729000000.0,,,,7062000000.0,11922000000.0,9159000000.0,2763000000.0,2538000000.0,37596000000.0,4629000000.0,2023-03-31,,
1331976019.0,1331976019.0,35567000000.0,65577000000.0,22940000000.0,122430000000.0,29613000000.0,56853000000.0,6673000000.0,108275000000.0,63681000000.0,155000000.0,63526000000.0,-13374000000.0,27577000000.0,35990000000.0,13333000000.0,6660000000.0,6673000000.0,490868000000.0,463000000.0,44749000000.0,44749000000.0,20828000000.0,20828000000.0,20586000000.0,242000000.0,554549000000.0,128229000000.0,55958000000.0,67062000000.0,2396000000.0,33913000000.0,6900000000.0,27013000000.0,6626000000.0,,6626000000.0,,,6626000000.0,,,,7131000000.0,12205000000.0,9076000000.0,3129000000.0,2813000000.0,30010000000.0,4782000000.0,2023-06-30,,
1333668077.0,1333668077.0,32304000000.0,62136000000.0,21359000000.0,117303000000.0,28032000000.0,55167000000.0,6673000000.0,103072000000.0,62007000000.0,167000000.0,61840000000.0,-15559000000.0,27944000000.0,36114000000.0,13341000000.0,6668000000.0,6673000000.0,480700000000.0,451000000.0,41232000000.0,41232000000.0,20904000000.0,20904000000.0,20704000000.0,200000000.0,542707000000.0,122998000000.0,54942000000.0,61519000000.0,2609000000.0,33808000000.0,6829000000.0,26979000000.0,6420000000.0,,6420000000.0,,,6420000000.0,,,,7107000000.0,12443000000.0,9784000000.0,2659000000.0,3928000000.0,29832000000.0,5156000000.0,2023-09-30,,
1333743000.0,1333743000.0,29050000000.0,59694000000.0,24989000000.0,112122000000.0,31662000000.0,52428000000.0,6673000000.0,98019000000.0,59253000000.0,152000000.0,59101000000.0,-12506000000.0,22088000000.0,36177000000.0,13342000000.0,6669000000.0,6673000000.0,476096000000.0,1625000000.0,38918000000.0,38918000000.0,20776000000.0,20776000000.0,20776000000.0,,535349000000.0,124590000000.0,54107000000.0,64131000000.0,2757000000.0,27439000000.0,6538000000.0,20901000000.0,6086000000.0,-2687000000.0,8773000000.0,956000000.0,175000000.0,2745000000.0,1676000000.0,2476000000.0,745000000.0,1130000000.0,12966000000.0,10243000000.0,2723000000.0,3595000000.0,30644000000.0,5072000000.0,2023-12-31,0.0,6563000000.0
