tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,write_off,impairment_of_capital_assets,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,general_and_administrative_expense,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,total_other_finance_cost
-649200000.0,0.24,7846000000.0,-2705000000.0,-2705000000.0,627000000.0,2096000000.0,30348000000.0,5141000000.0,3045000000.0,-226000000.0,2602000000.0,2376000000.0,2682800000.0,627000000.0,29058000000.0,-423000000.0,1689100000.0,1685950000.0,0.38,0.38,518000000.0,518000000.0,627000000.0,-43000000.0,670000000.0,670000000.0,-227000000.0,443000000.0,-1798000000.0,242000000.0,-913000000.0,69000000.0,1375000000.0,665000000.0,-1792000000.0,-226000000.0,2602000000.0,2376000000.0,2467000000.0,-1290000000.0,,817000000.0,817000000.0,817000000.0,1177000000.0,30348000000.0,31525000000.0,60739000000.0,2022-12-31,
224571348.785256,0.327841,6929000000.0,685000000.0,685000000.0,2388000000.0,1852000000.0,23828000000.0,7614000000.0,5762000000.0,-174000000.0,2181000000.0,2007000000.0,1927571348.785256,2388000000.0,24666000000.0,2513000000.0,1675850000.0,1672700000.0,1.4,1.42,2388000000.0,2388000000.0,2388000000.0,-19000000.0,2407000000.0,2407000000.0,1174000000.0,3581000000.0,1236000000.0,193000000.0,-199000000.0,108000000.0,91000000.0,358000000.0,884000000.0,-174000000.0,2181000000.0,2007000000.0,2519000000.0,838000000.0,44000000.0,794000000.0,794000000.0,794000000.0,3357000000.0,23828000000.0,27185000000.0,27185000000.0,2023-03-31,
-48000000.0,0.24,5501000000.0,-200000000.0,-200000000.0,294000000.0,1873000000.0,17004000000.0,5301000000.0,3428000000.0,-182000000.0,1371000000.0,1189000000.0,446000000.0,294000000.0,17706000000.0,1762000000.0,,,,,240000000.0,240000000.0,294000000.0,-20000000.0,314000000.0,314000000.0,1743000000.0,2057000000.0,354000000.0,221000000.0,33000000.0,-48000000.0,433000000.0,333000000.0,-233000000.0,-182000000.0,1371000000.0,1189000000.0,1885000000.0,702000000.0,-85000000.0,746000000.0,746000000.0,746000000.0,2587000000.0,17004000000.0,19591000000.0,29341000000.0,2023-06-30,
8640000.0,0.24,7297000000.0,36000000.0,36000000.0,1916000000.0,1769000000.0,18713000000.0,7333000000.0,5564000000.0,-252000000.0,2126000000.0,1874000000.0,1888640000.0,1916000000.0,19353000000.0,3126000000.0,1650000000.0,1645100000.0,1.14,1.14,1916000000.0,1916000000.0,1916000000.0,-19000000.0,1935000000.0,1935000000.0,1503000000.0,3438000000.0,724000000.0,331000000.0,-171000000.0,50000000.0,121000000.0,357000000.0,207000000.0,-252000000.0,2126000000.0,1874000000.0,2966000000.0,640000000.0,-23000000.0,663000000.0,663000000.0,663000000.0,3606000000.0,18713000000.0,22319000000.0,26513000000.0,2023-09-30,
-302640000.0,0.24,6833000000.0,-1261000000.0,-1261000000.0,173000000.0,1985000000.0,21770000000.0,5572000000.0,3587000000.0,-57000000.0,2435000000.0,2347000000.0,1131360000.0,173000000.0,22767000000.0,856000000.0,1653050000.0,1621400000.0,0.1,0.1,73000000.0,73000000.0,173000000.0,-31000000.0,204000000.0,204000000.0,948000000.0,1152000000.0,-646000000.0,327000000.0,-1374000000.0,139000000.0,1692000000.0,288000000.0,113000000.0,-57000000.0,2435000000.0,2347000000.0,1855000000.0,997000000.0,,933000000.0,933000000.0,933000000.0,2852000000.0,21770000000.0,24622000000.0,29789000000.0,2023-12-31,-31000000.0
-39600000.0,0.4,6607000000.0,-99000000.0,-99000000.0,1211000000.0,1958000000.0,19319000000.0,6508000000.0,4550000000.0,-259000000.0,1825000000.0,1439000000.0,1270400000.0,1211000000.0,20347000000.0,2670000000.0,1632300000.0,1600650000.0,0.74,0.74,1211000000.0,1211000000.0,1211000000.0,-26000000.0,1237000000.0,1237000000.0,1488000000.0,2725000000.0,395000000.0,233000000.0,-152000000.0,51000000.0,101000000.0,261000000.0,53000000.0,-259000000.0,1825000000.0,1439000000.0,2589000000.0,1028000000.0,189000000.0,839000000.0,839000000.0,839000000.0,3617000000.0,19319000000.0,22936000000.0,22936000000.0,2024-03-31,-127000000.0
