free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,interest_paid_cff,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,sale_of_intangibles,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,interest_received_cfo,interest_paid_cfo,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
1826000000.0,-1224000000.0,-564000000.0,-1000000.0,-2767000000.0,10181000000.0,11496000000.0,-136000000.0,-1179000000.0,-2807000000.0,-2807000000.0,18000000.0,,-738000000.0,-738000000.0,-1224000000.0,-1224000000.0,-863000000.0,-298000000.0,-565000000.0,-564000000.0,-1000000.0,-2965000000.0,-2965000000.0,-421000000.0,870000000.0,1312000000.0,-442000000.0,-771000000.0,,-771000000.0,-162000000.0,5000000.0,-167000000.0,-2481000000.0,119000000.0,-2600000000.0,4593000000.0,4593000000.0,-2606000000.0,87000000.0,-163000000.0,811000000.0,3397000000.0,-623000000.0,1536000000.0,1536000000.0,1536000000.0,2203000000.0,281000000.0,281000000.0,-19000000.0,1375000000.0,-227000000.0,-227000000.0,2096000000.0,-828000000.0,36000000.0,-665000000.0,-134000000.0,670000000.0,2022-12-31
863000000.0,,-399000000.0,2002000000.0,-2119000000.0,10146000000.0,10181000000.0,-32000000.0,-3000000.0,-1206000000.0,-1206000000.0,-16000000.0,-39000000.0,-765000000.0,-765000000.0,,,-386000000.0,-1989000000.0,1603000000.0,-399000000.0,2002000000.0,-1779000000.0,-1779000000.0,605000000.0,-151000000.0,41000000.0,-192000000.0,-144000000.0,380000000.0,-524000000.0,-55000000.0,,-55000000.0,-2034000000.0,30000000.0,-2064000000.0,2982000000.0,2982000000.0,-1540000000.0,64000000.0,-281000000.0,560000000.0,-293000000.0,799000000.0,-6301000000.0,-6301000000.0,-6301000000.0,1597000000.0,3612000000.0,3612000000.0,-302000000.0,91000000.0,1174000000.0,1174000000.0,1852000000.0,-750000000.0,25000000.0,-358000000.0,-9000000.0,2407000000.0,2023-03-31
1886000000.0,-406000000.0,-672000000.0,2048000000.0,-2557000000.0,11417000000.0,10146000000.0,17000000.0,1254000000.0,64000000.0,64000000.0,-77000000.0,-48000000.0,-744000000.0,-744000000.0,-406000000.0,-406000000.0,1252000000.0,-124000000.0,1376000000.0,-672000000.0,2048000000.0,-3253000000.0,-3253000000.0,484000000.0,-1120000000.0,18000000.0,-1138000000.0,-104000000.0,0.0,-104000000.0,-38000000.0,32000000.0,-70000000.0,-2475000000.0,12000000.0,-2487000000.0,4443000000.0,4443000000.0,-1849000000.0,89000000.0,-227000000.0,780000000.0,1587000000.0,833000000.0,-2143000000.0,-2143000000.0,-2143000000.0,466000000.0,2431000000.0,2431000000.0,128000000.0,433000000.0,1743000000.0,1743000000.0,1873000000.0,-428000000.0,-2000000.0,-333000000.0,-83000000.0,314000000.0,2023-06-30
1646000000.0,-607000000.0,-2569000000.0,1000000000.0,-1873000000.0,9573000000.0,11417000000.0,40000000.0,-1884000000.0,-3598000000.0,-3598000000.0,-9000000.0,,-790000000.0,-790000000.0,-607000000.0,-607000000.0,-2192000000.0,-623000000.0,-1569000000.0,-2569000000.0,1000000000.0,-1805000000.0,-1805000000.0,124000000.0,-96000000.0,18000000.0,-114000000.0,15000000.0,15000000.0,,-67000000.0,,-67000000.0,-1781000000.0,25000000.0,-1806000000.0,3519000000.0,3519000000.0,-1378000000.0,101000000.0,-239000000.0,342000000.0,-140000000.0,736000000.0,764000000.0,764000000.0,764000000.0,-1025000000.0,-615000000.0,-615000000.0,11000000.0,121000000.0,1503000000.0,1503000000.0,1769000000.0,-506000000.0,-69000000.0,-357000000.0,-69000000.0,1935000000.0,2023-09-30
1509000000.0,-790000000.0,-709000000.0,0.0,-2666000000.0,10205000000.0,9573000000.0,-87000000.0,719000000.0,-928000000.0,-928000000.0,-10000000.0,,-747000000.0,-747000000.0,-790000000.0,-790000000.0,532000000.0,1241000000.0,-709000000.0,-709000000.0,0.0,-2528000000.0,-2528000000.0,-1205000000.0,1937000000.0,2196000000.0,-259000000.0,-649000000.0,0.0,-649000000.0,-284000000.0,0.0,-284000000.0,-2327000000.0,55000000.0,-2382000000.0,4175000000.0,4175000000.0,-1516000000.0,205000000.0,-172000000.0,573000000.0,657000000.0,-848000000.0,2857000000.0,2857000000.0,2857000000.0,754000000.0,-2106000000.0,-2106000000.0,-54000000.0,1692000000.0,948000000.0,948000000.0,1985000000.0,-347000000.0,47000000.0,-288000000.0,-94000000.0,204000000.0,2023-12-31
-27000000.0,-398000000.0,-1644000000.0,1230000000.0,-1931000000.0,8801000000.0,10205000000.0,16000000.0,-1420000000.0,190000000.0,190000000.0,587000000.0,-39000000.0,-767000000.0,-767000000.0,-398000000.0,-398000000.0,807000000.0,1221000000.0,-414000000.0,-1644000000.0,1230000000.0,-3514000000.0,-3514000000.0,-43000000.0,-281000000.0,40000000.0,-321000000.0,-1469000000.0,,-1469000000.0,-111000000.0,,-111000000.0,-1610000000.0,210000000.0,-1820000000.0,1904000000.0,1904000000.0,-1336000000.0,100000000.0,-388000000.0,558000000.0,-1865000000.0,-375000000.0,-1739000000.0,-1739000000.0,-1739000000.0,16000000.0,233000000.0,233000000.0,307000000.0,101000000.0,1488000000.0,1488000000.0,1958000000.0,-256000000.0,33000000.0,-261000000.0,-9000000.0,1237000000.0,2024-03-31
