treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,foreign_currency_translation_adjustments,treasury_stock,retained_earnings,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,commercial_paper,payables_and_accrued_expenses,payables,other_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,financial_assets,investments_and_advances,other_investments,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,investmentsin_joint_venturesat_cost,investmentsin_associatesat_cost,investmentsin_subsidiariesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,current_assets,other_current_assets,hedging_assets_current,assets_held_for_sale_current,restricted_cash,inventory,other_inventories,finished_goods,raw_materials,receivables,other_receivables,duefrom_related_parties_current,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,work_in_process
226097834.0,3345390143.0,3571487977.0,15807000000.0,31868000000.0,50027000000.0,80721000000.0,12330000000.0,50027000000.0,4951000000.0,54759000000.0,74133000000.0,55230000000.0,471000000.0,54759000000.0,16349000000.0,8785000000.0,7564000000.0,2937000000.0,37342000000.0,4005000000.0,4005000000.0,96900000000.0,47369000000.0,2208000000.0,286000000.0,786000000.0,287000000.0,5094000000.0,,5094000000.0,23441000000.0,4067000000.0,19374000000.0,15267000000.0,49531000000.0,9973000000.0,2457000000.0,2457000000.0,8427000000.0,884000000.0,6588000000.0,2142000000.0,4412000000.0,34000000.0,28674000000.0,28674000000.0,5576000000.0,3571000000.0,2108000000.0,19527000000.0,152130000000.0,90269000000.0,3736000000.0,4569000000.0,4569000000.0,2182000000.0,129000000.0,13350000000.0,1202000000.0,56000000.0,56000000.0,12092000000.0,7065000000.0,4977000000.0,50000000.0,4732000000.0,1594000000.0,3138000000.0,61571000000.0,-142531000000.0,204102000000.0,3665000000.0,1812000000.0,33920000000.0,1010000000.0,4255000000.0,61861000000.0,938000000.0,11076000000.0,264000000.0,1266000000.0,7709000000.0,4000000.0,4962000000.0,2743000000.0,21983000000.0,2658000000.0,1645000000.0,1124000000.0,16556000000.0,18625000000.0,8470000000.0,10155000000.0,2022-12-31,
226097834.0,3345390143.0,3571487977.0,16770000000.0,31754000000.0,49590000000.0,81998000000.0,14100000000.0,49590000000.0,4838000000.0,55082000000.0,75573000000.0,55553000000.0,471000000.0,55082000000.0,15779000000.0,9204000000.0,6575000000.0,2937000000.0,38235000000.0,4005000000.0,4005000000.0,86313000000.0,48926000000.0,2983000000.0,,808000000.0,250000000.0,5252000000.0,,5252000000.0,24454000000.0,3963000000.0,20491000000.0,15179000000.0,37387000000.0,8681000000.0,,,7300000000.0,875000000.0,6425000000.0,6425000000.0,,,21406000000.0,21406000000.0,,1763000000.0,1763000000.0,19643000000.0,141866000000.0,90379000000.0,3863000000.0,4329000000.0,4329000000.0,113000000.0,,15621000000.0,1202000000.0,2029000000.0,2029000000.0,12390000000.0,,,,5492000000.0,,,60961000000.0,,60961000000.0,,60961000000.0,,,,51487000000.0,7771000000.0,,20000000.0,,6452000000.0,,,,18103000000.0,,,628000000.0,17475000000.0,19141000000.0,8995000000.0,10146000000.0,2023-03-31,
64163184.0,3311774709.0,3375937893.0,16130000000.0,33463000000.0,49608000000.0,82654000000.0,14881000000.0,49608000000.0,4726000000.0,55107000000.0,77150000000.0,55528000000.0,421000000.0,55107000000.0,13965000000.0,7395000000.0,6570000000.0,974000000.0,38111000000.0,4005000000.0,4005000000.0,84892000000.0,51085000000.0,2450000000.0,238000000.0,783000000.0,239000000.0,6261000000.0,696000000.0,5565000000.0,25916000000.0,3873000000.0,22043000000.0,15198000000.0,33807000000.0,4180000000.0,1072000000.0,1072000000.0,7547000000.0,853000000.0,5504000000.0,2894000000.0,2590000000.0,20000000.0,21008000000.0,21008000000.0,5736000000.0,4150000000.0,1775000000.0,11122000000.0,140420000000.0,91732000000.0,3536000000.0,4509000000.0,4509000000.0,2255000000.0,67000000.0,14344000000.0,1265000000.0,57000000.0,57000000.0,13022000000.0,,,,5499000000.0,,,61522000000.0,,61522000000.0,,61522000000.0,,,,48688000000.0,1303000000.0,4217000000.0,391000000.0,,6074000000.0,,,,17003000000.0,3449000000.0,1601000000.0,1309000000.0,10644000000.0,19700000000.0,8283000000.0,11417000000.0,2023-06-30,
106657367.0,3269280526.0,3375937893.0,17583000000.0,32041000000.0,51416000000.0,83989000000.0,14502000000.0,51416000000.0,4899000000.0,56847000000.0,78942000000.0,57284000000.0,437000000.0,56847000000.0,15756000000.0,7842000000.0,7914000000.0,1575000000.0,38661000000.0,4005000000.0,4005000000.0,83710000000.0,50145000000.0,3715000000.0,,714000000.0,64000000.0,4347000000.0,,4347000000.0,26109000000.0,4014000000.0,22095000000.0,15196000000.0,33565000000.0,8052000000.0,,,5932000000.0,885000000.0,5047000000.0,5047000000.0,,,19581000000.0,19581000000.0,,1805000000.0,1805000000.0,17776000000.0,140994000000.0,92927000000.0,4448000000.0,3433000000.0,3433000000.0,110000000.0,,16890000000.0,1296000000.0,2150000000.0,2150000000.0,13444000000.0,,,,5431000000.0,,,62615000000.0,,62615000000.0,,62615000000.0,,,,48067000000.0,4616000000.0,,2690000000.0,,6883000000.0,,,,15374000000.0,,,664000000.0,14710000000.0,18504000000.0,8945000000.0,9559000000.0,2023-09-30,
157115336.0,3218822557.0,3375937893.0,18292000000.0,34065000000.0,46805000000.0,80957000000.0,11393000000.0,46805000000.0,5336000000.0,53184000000.0,74900000000.0,53644000000.0,460000000.0,53184000000.0,13753000000.0,8515000000.0,5238000000.0,2333000000.0,37759000000.0,4005000000.0,4005000000.0,88962000000.0,51041000000.0,3236000000.0,153000000.0,748000000.0,54000000.0,5393000000.0,691000000.0,4702000000.0,25924000000.0,4208000000.0,21716000000.0,15533000000.0,37921000000.0,5193000000.0,1154000000.0,1154000000.0,8141000000.0,1128000000.0,6057000000.0,1965000000.0,4092000000.0,,23433000000.0,23433000000.0,5706000000.0,3496000000.0,1685000000.0,14231000000.0,142606000000.0,93292000000.0,4786000000.0,4482000000.0,4482000000.0,2519000000.0,46000000.0,13947000000.0,1256000000.0,61000000.0,61000000.0,12630000000.0,8250000000.0,4327000000.0,53000000.0,6379000000.0,3246000000.0,3133000000.0,61133000000.0,-142556000000.0,203689000000.0,17978000000.0,1648000000.0,176117000000.0,1039000000.0,4354000000.0,49314000000.0,1399000000.0,3323000000.0,2609000000.0,712000000.0,6186000000.0,6000000.0,,2920000000.0,18822000000.0,2898000000.0,1365000000.0,1375000000.0,13184000000.0,16263000000.0,6782000000.0,9481000000.0,2023-12-31,3260000000.0
90221072.0,3194269453.0,3284490525.0,22220000000.0,36417000000.0,47837000000.0,85247000000.0,9500000000.0,47837000000.0,5414000000.0,54244000000.0,76917000000.0,55109000000.0,865000000.0,54244000000.0,13563000000.0,7219000000.0,6344000000.0,1321000000.0,37997000000.0,4005000000.0,4005000000.0,91423000000.0,53277000000.0,4106000000.0,,782000000.0,40000000.0,4931000000.0,,4931000000.0,26910000000.0,4237000000.0,22673000000.0,16508000000.0,38146000000.0,7457000000.0,,,9507000000.0,1177000000.0,8330000000.0,8330000000.0,,,21182000000.0,21182000000.0,,1700000000.0,1700000000.0,19482000000.0,146532000000.0,98886000000.0,5549000000.0,4676000000.0,4676000000.0,158000000.0,,17209000000.0,1271000000.0,2432000000.0,2432000000.0,13506000000.0,,,,6407000000.0,,,64887000000.0,,64887000000.0,,64887000000.0,,,,47646000000.0,4810000000.0,,2167000000.0,,6283000000.0,,,,17603000000.0,,,380000000.0,17223000000.0,16783000000.0,8000000000.0,8783000000.0,2024-03-31,
