free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,net_income_from_continuing_operations,date,amortization_cash_flow,amortization_of_intangibles,depreciation
1330000000.0,-3515000000.0,-2006000000.0,2579000000.0,-4553000000.0,,,4782000000.0,5729000000.0,36000000.0,-983000000.0,-2885000000.0,-2885000000.0,567000000.0,-3515000000.0,-1170000000.0,-1170000000.0,-3515000000.0,-3515000000.0,1233000000.0,,573000000.0,-2006000000.0,2579000000.0,-3982000000.0,-3982000000.0,88000000.0,-185000000.0,-185000000.0,668000000.0,788000000.0,-120000000.0,-989000000.0,-989000000.0,-3564000000.0,5883000000.0,5882000000.0,-382000000.0,-276000000.0,302000000.0,345000000.0,-753000000.0,76000000.0,347000000.0,0.0,-508000000.0,-508000000.0,3472000000.0,3472000000.0,5000000.0,2873000000.0,2022-12-31,,,
3799000000.0,-2176000000.0,-49000000.0,1059000000.0,-3429000000.0,766000000.0,148000000.0,5577000000.0,4782000000.0,20000000.0,775000000.0,-3082000000.0,-3082000000.0,-82000000.0,-2176000000.0,-1174000000.0,-1174000000.0,-2176000000.0,-2176000000.0,350000000.0,-660000000.0,1010000000.0,-49000000.0,1059000000.0,-3370000000.0,-3370000000.0,-48000000.0,-149000000.0,-149000000.0,256000000.0,343000000.0,-87000000.0,-765000000.0,-765000000.0,-2664000000.0,7228000000.0,7228000000.0,-318000000.0,-43000000.0,13000000.0,-651000000.0,363000000.0,78000000.0,359000000.0,,82000000.0,82000000.0,3777000000.0,3777000000.0,-517000000.0,3767000000.0,2023-03-31,,,
3423000000.0,-2051000000.0,-2952000000.0,4985000000.0,-3775000000.0,1057000000.0,2236000000.0,7202000000.0,5577000000.0,-6000000.0,1631000000.0,-1410000000.0,-1409000000.0,-179000000.0,-2051000000.0,-1213000000.0,-1213000000.0,-2051000000.0,-2051000000.0,2033000000.0,0.0,2033000000.0,-2952000000.0,4985000000.0,-4158000000.0,-4156000000.0,52000000.0,-444000000.0,-444000000.0,9000000.0,26000000.0,-17000000.0,-812000000.0,-812000000.0,-2963000000.0,7198000000.0,7199000000.0,-1277000000.0,-800000000.0,45000000.0,-67000000.0,-455000000.0,61000000.0,309000000.0,,214000000.0,214000000.0,3538000000.0,3538000000.0,163000000.0,4190000000.0,2023-06-30,,,
4030000000.0,-3543000000.0,-40000000.0,2000000.0,-4123000000.0,743000000.0,1439000000.0,6489000000.0,7202000000.0,-32000000.0,-681000000.0,-4644000000.0,-4646000000.0,136000000.0,,-1199000000.0,-1199000000.0,-3543000000.0,-3543000000.0,-38000000.0,0.0,-38000000.0,-40000000.0,2000000.0,-4190000000.0,-4192000000.0,263000000.0,-356000000.0,-356000000.0,26000000.0,41000000.0,-15000000.0,-828000000.0,-828000000.0,-3295000000.0,8153000000.0,8152000000.0,95000000.0,418000000.0,-589000000.0,200000000.0,66000000.0,96000000.0,287000000.0,,98000000.0,98000000.0,3492000000.0,3492000000.0,88000000.0,3997000000.0,2023-09-30,,,
1709000000.0,-3521000000.0,-6149000000.0,6000000.0,-4213000000.0,,,6282000000.0,6489000000.0,27000000.0,-234000000.0,-10714000000.0,-10713000000.0,130000000.0,,-1180000000.0,-1180000000.0,-3521000000.0,-3521000000.0,-6143000000.0,0.0,-6143000000.0,-6149000000.0,6000000.0,4557000000.0,4557000000.0,291000000.0,8246000000.0,-364000000.0,233000000.0,251000000.0,-18000000.0,-893000000.0,-893000000.0,-3320000000.0,5922000000.0,5922000000.0,2508000000.0,3209000000.0,271000000.0,-2000000.0,-970000000.0,81000000.0,286000000.0,0.0,-3133000000.0,-3133000000.0,3529000000.0,3529000000.0,-502000000.0,3153000000.0,2023-12-31,,,
4539000000.0,-2664000000.0,-289000000.0,26000000.0,-3309000000.0,731000000.0,349000000.0,6586000000.0,6282000000.0,-10000000.0,314000000.0,-4023000000.0,-4023000000.0,97000000.0,,-1193000000.0,-1193000000.0,-2664000000.0,-2664000000.0,-263000000.0,0.0,-263000000.0,-289000000.0,26000000.0,-3511000000.0,-3512000000.0,36000000.0,-404000000.0,-404000000.0,166000000.0,274000000.0,-108000000.0,-679000000.0,-679000000.0,-2630000000.0,7848000000.0,7847000000.0,224000000.0,-97000000.0,124000000.0,-446000000.0,643000000.0,104000000.0,373000000.0,,-17000000.0,-17000000.0,3551000000.0,3551000000.0,-164000000.0,3777000000.0,2024-03-31,1376000000.0,1376000000.0,2175000000.0
