tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,impairment_of_capital_assets,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-24539782.016349,0.217166,8229000000.0,-113000000.0,-113000000.0,3023000000.0,3472000000.0,9806000000.0,8116000000.0,4644000000.0,-974000000.0,974000000.0,3111460217.983651,3023000000.0,26022000000.0,4530000000.0,4290000000.0,4220119392.0,0.7,0.716567,3023000000.0,3023000000.0,3023000000.0,150000000.0,2873000000.0,2873000000.0,797000000.0,3670000000.0,115000000.0,242000000.0,0.0,0.0,-14000000.0,-113000000.0,-974000000.0,974000000.0,4531000000.0,16216000000.0,10562000000.0,3472000000.0,3472000000.0,1273000000.0,1273000000.0,2199000000.0,12744000000.0,2182000000.0,10562000000.0,10562000000.0,20747000000.0,9806000000.0,30553000000.0,30553000000.0,2022-12-31
-1689109.288575,0.281518,10036000000.0,-6000000.0,-6000000.0,3834000000.0,3777000000.0,9004000000.0,10030000000.0,6253000000.0,-1010000000.0,1010000000.0,3838310890.711425,3834000000.0,24045000000.0,5646000000.0,4227000000.0,4213186813.0,0.91,0.91,3834000000.0,3834000000.0,3834000000.0,67000000.0,3767000000.0,3767000000.0,1476000000.0,5243000000.0,607000000.0,128000000.0,,,485000000.0,-6000000.0,-1010000000.0,1010000000.0,5646000000.0,15041000000.0,9301000000.0,3777000000.0,3777000000.0,1513000000.0,1513000000.0,2264000000.0,11264000000.0,1963000000.0,9301000000.0,9301000000.0,20687000000.0,9004000000.0,29691000000.0,29691000000.0,2023-03-31
-10200139.713587,0.268425,10300000000.0,-38000000.0,-38000000.0,4248000000.0,3538000000.0,8849000000.0,10262000000.0,6724000000.0,-998000000.0,998000000.0,4275799860.286413,4248000000.0,23804000000.0,6709000000.0,4183000000.0,4132244780.0,1.02,1.028013,4248000000.0,4248000000.0,4248000000.0,59000000.0,4189000000.0,4189000000.0,1537000000.0,5726000000.0,15000000.0,133000000.0,,,-80000000.0,-38000000.0,-998000000.0,998000000.0,6709000000.0,14955000000.0,9317000000.0,3538000000.0,3538000000.0,1343000000.0,1343000000.0,2195000000.0,11417000000.0,2100000000.0,9317000000.0,9317000000.0,21664000000.0,8849000000.0,30513000000.0,30513000000.0,2023-06-30
-23369807.868253,0.268618,10105000000.0,-87000000.0,-87000000.0,4046000000.0,3492000000.0,8654000000.0,10018000000.0,6525000000.0,-1060000000.0,1060000000.0,4109630192.131747,4046000000.0,23641000000.0,6475000000.0,4141000000.0,4109000000.0,0.98,0.98,4046000000.0,4046000000.0,4046000000.0,49000000.0,3997000000.0,3997000000.0,1468000000.0,5465000000.0,50000000.0,88000000.0,0.0,0.0,49000000.0,-87000000.0,-1060000000.0,1060000000.0,6474000000.0,14988000000.0,,3493000000.0,3493000000.0,1290000000.0,1290000000.0,2203000000.0,11495000000.0,1866000000.0,9629000000.0,9629000000.0,21462000000.0,8653000000.0,30115000000.0,30115000000.0,2023-09-30
0.0,0.220079,8592000000.0,0.0,0.0,3260000000.0,3529000000.0,10255000000.0,8592000000.0,5063000000.0,-1019000000.0,1019000000.0,3260000000.0,3260000000.0,26769000000.0,4484000000.0,4039000000.0,3978762306.0,0.81,0.81935,3260000000.0,3260000000.0,3260000000.0,107000000.0,3153000000.0,3154000000.0,890000000.0,4044000000.0,578000000.0,243000000.0,0.0,0.0,335000000.0,0.0,-1019000000.0,1019000000.0,4484000000.0,16513000000.0,,3528000000.0,3528000000.0,1336000000.0,1336000000.0,2192000000.0,12985000000.0,2042000000.0,10943000000.0,10943000000.0,20997000000.0,10256000000.0,31253000000.0,31253000000.0,2023-12-31
-13266993.143976,0.260137,9709000000.0,-51000000.0,-51000000.0,3857000000.0,3551000000.0,8823000000.0,9658000000.0,6107000000.0,-1002000000.0,1002000000.0,3894733006.856024,3857000000.0,24249000000.0,5810000000.0,3992000000.0,3959000000.0,0.97,0.97,3857000000.0,3857000000.0,3857000000.0,79000000.0,3777000000.0,3777000000.0,1328000000.0,5105000000.0,298000000.0,191000000.0,,,158000000.0,-51000000.0,-1002000000.0,1002000000.0,5809000000.0,15426000000.0,,3551000000.0,3551000000.0,1376000000.0,1376000000.0,2175000000.0,11875000000.0,2018000000.0,9857000000.0,9857000000.0,21235000000.0,8823000000.0,30058000000.0,32147000000.0,2024-03-31
