free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,date
363644000.0,-119186000.0,0.0,0.0,57056000.0,-8163000.0,92559000.0,85586000.0,1988000.0,4985000.0,-114656000.0,-114656000.0,-46713000.0,-20106000.0,-20106000.0,-62130000.0,-119186000.0,57056000.0,14293000.0,14293000.0,,0.0,0.0,0.0,-252166000.0,-252166000.0,-234563000.0,145159000.0,-379722000.0,-8163000.0,-8163000.0,371807000.0,2022-12-31
469120000.0,-179276000.0,,65070000.0,37024000.0,-8210000.0,172108000.0,92559000.0,1729000.0,77820000.0,-151740000.0,-151740000.0,-54487000.0,-20071000.0,-20071000.0,-142252000.0,-179276000.0,37024000.0,65070000.0,65070000.0,65070000.0,,,,-247770000.0,-247770000.0,-231690000.0,118959000.0,-350649000.0,-8210000.0,-8210000.0,477330000.0,2023-03-31
309392000.0,-89755000.0,,104930000.0,5157000.0,-17419000.0,75011000.0,172108000.0,-6749000.0,-90348000.0,-254792000.0,-254792000.0,-62643000.0,-21498000.0,-21498000.0,-84598000.0,-89755000.0,5157000.0,-86053000.0,-90441000.0,,,,,-162367000.0,-162367000.0,-134126000.0,267710000.0,-401836000.0,-17419000.0,-17419000.0,326811000.0,2023-06-30
276067000.0,-96898000.0,0.0,198000000.0,18898000.0,-10820000.0,85546000.0,75011000.0,4707000.0,5828000.0,136776000.0,136776000.0,46847000.0,-21376000.0,-21376000.0,-78000000.0,-96898000.0,18898000.0,189305000.0,-8695000.0,,198000000.0,0.0,198000000.0,-417835000.0,-417835000.0,-396020000.0,181624000.0,-577644000.0,-10820000.0,-10820000.0,286887000.0,2023-09-30
378293000.0,-145171000.0,0.0,-198000000.0,53001000.0,-13104000.0,103156000.0,85546000.0,-3879000.0,21489000.0,-271731000.0,-271731000.0,-27417000.0,-21171000.0,-21171000.0,-92170000.0,-145171000.0,53001000.0,-130973000.0,67027000.0,,-198000000.0,0.0,-198000000.0,-98177000.0,-98177000.0,42213000.0,468558000.0,-426345000.0,-13104000.0,-13104000.0,391397000.0,2023-12-31
