treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,long_term_debt_and_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,current_notes_payable,payables_and_accrued_expenses,payables,total_tax_payable,income_tax_payable,total_assets,investments_and_advances,goodwill_and_other_intangible_assets,goodwill,net_ppe,receivables,other_receivables,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
8478288.0,96739895.0,105218183.0,1984496000.0,2077055000.0,4414070000.0,6972916000.0,4414070000.0,4895861000.0,6523813000.0,4895861000.0,4895861000.0,-1415714000.0,-1415714000.0,789524000.0,6466220000.0,529661000.0,105218000.0,105218000.0,0.0,20641298000.0,1627952000.0,1627952000.0,449103000.0,449103000.0,,283603000.0,165500000.0,686172000.0,686172000.0,686172000.0,686172000.0,25537159000.0,16617486000.0,481791000.0,481791000.0,212000000.0,484887000.0,484887000.0,16710045000.0,16617486000.0,92559000.0,2022-12-31
9489745.0,95728438.0,105218183.0,1970493000.0,2142601000.0,3364500000.0,5988892000.0,3364500000.0,3846291000.0,5474645000.0,3846291000.0,3846291000.0,-2961093000.0,-2961093000.0,919017000.0,7092544000.0,528639000.0,105218000.0,105218000.0,0.0,23013832000.0,1628354000.0,1628354000.0,514247000.0,514247000.0,45000000.0,303673000.0,165574000.0,427608000.0,427608000.0,427608000.0,427608000.0,26860123000.0,17281262000.0,481791000.0,481791000.0,,594421000.0,594421000.0,17453370000.0,17281262000.0,172108000.0,2023-03-31
10225970.0,94992213.0,105218183.0,1981338000.0,2056349000.0,3498515000.0,6036655000.0,3498515000.0,3980306000.0,5778423000.0,3980306000.0,3980306000.0,-2943897000.0,-2943897000.0,1002950000.0,7285809000.0,536126000.0,105218000.0,105218000.0,0.0,22727652000.0,1798117000.0,1798117000.0,258232000.0,258232000.0,,258232000.0,0.0,404480000.0,404480000.0,404480000.0,404480000.0,26707958000.0,17104578000.0,481791000.0,481791000.0,,601787000.0,601787000.0,17179589000.0,17104578000.0,75011000.0,2023-06-30
10952084.0,94266099.0,105218183.0,2160574000.0,2246120000.0,4141340000.0,6869251000.0,4141340000.0,4623131000.0,6421714000.0,4623131000.0,4623131000.0,-2458974000.0,-2458974000.0,1086699000.0,7519893000.0,543693000.0,105218000.0,105218000.0,0.0,21542896000.0,1798583000.0,1798583000.0,447537000.0,447537000.0,198000000.0,249537000.0,0.0,554853000.0,554853000.0,554853000.0,554853000.0,26166027000.0,16343968000.0,481791000.0,481791000.0,,616881000.0,616881000.0,16429514000.0,16343968000.0,85546000.0,2023-09-30
8426854.0,93791329.0,102218183.0,2012516000.0,2115672000.0,4005012000.0,6602475000.0,4005012000.0,4486803000.0,6116362000.0,4486803000.0,4486803000.0,-2772419000.0,-2772419000.0,854283000.0,7478813000.0,532474000.0,102218000.0,102218000.0,0.0,23564696000.0,1629559000.0,1629559000.0,486113000.0,486113000.0,169549000.0,316564000.0,,494639000.0,494639000.0,494639000.0,494639000.0,28051499000.0,17951946000.0,481791000.0,481791000.0,240000000.0,630223000.0,630223000.0,18055102000.0,17951946000.0,103156000.0,2023-12-31
