free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_preferred_stock_issuance,preferred_stock_payments,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,operating_gains_losses,pension_and_employee_benefit_expense,net_income_from_continuing_operations,date,change_in_other_current_liabilities
262000000.0,-30000000.0,-1328000000.0,1099000000.0,0.0,-227000000.0,26000000.0,56000000.0,-30000000.0,-310000000.0,-310000000.0,-51000000.0,0.0,0.0,-30000000.0,-30000000.0,0.0,-229000000.0,-226000000.0,-1325000000.0,1099000000.0,-3000000.0,-3000000.0,0.0,-209000000.0,-209000000.0,18000000.0,0.0,0.0,0.0,-227000000.0,-227000000.0,489000000.0,489000000.0,602000000.0,87000000.0,-182000000.0,-182000000.0,412000000.0,285000000.0,,17000000.0,0.0,-120000000.0,-120000000.0,246000000.0,-52000000.0,-51000000.0,-204000000.0,2022-12-31,
-227000000.0,0.0,-1339000000.0,1646000000.0,,-188000000.0,59000000.0,26000000.0,33000000.0,257000000.0,257000000.0,-50000000.0,,,0.0,0.0,,307000000.0,307000000.0,-1339000000.0,1646000000.0,0.0,0.0,,-185000000.0,-185000000.0,3000000.0,,,,-188000000.0,-188000000.0,-39000000.0,-39000000.0,-204000000.0,-64000000.0,-90000000.0,,207000000.0,-257000000.0,,9000000.0,0.0,-4000000.0,-4000000.0,242000000.0,-40000000.0,-40000000.0,-42000000.0,2023-03-31,
756000000.0,-94000000.0,-2371000000.0,1783000000.0,,-131000000.0,34000000.0,59000000.0,-25000000.0,-787000000.0,-787000000.0,-105000000.0,,,-94000000.0,-94000000.0,,-588000000.0,-1338000000.0,-2371000000.0,1033000000.0,750000000.0,0.0,,-125000000.0,-125000000.0,6000000.0,,,,-131000000.0,-131000000.0,887000000.0,887000000.0,296000000.0,164000000.0,12000000.0,,196000000.0,-76000000.0,,7000000.0,0.0,20000000.0,20000000.0,247000000.0,-39000000.0,-39000000.0,356000000.0,2023-06-30,
605000000.0,-58000000.0,-833000000.0,325000000.0,,-162000000.0,31000000.0,34000000.0,-3000000.0,-610000000.0,-610000000.0,-44000000.0,,,-58000000.0,-58000000.0,,-508000000.0,-508000000.0,-833000000.0,325000000.0,0.0,0.0,0.0,-160000000.0,-160000000.0,2000000.0,,,,-162000000.0,-162000000.0,767000000.0,767000000.0,146000000.0,-141000000.0,-17000000.0,,135000000.0,169000000.0,169000000.0,21000000.0,0.0,116000000.0,116000000.0,249000000.0,-40000000.0,-40000000.0,275000000.0,2023-09-30,
487000000.0,0.0,-325000000.0,0.0,,-165000000.0,198000000.0,31000000.0,167000000.0,-364000000.0,-364000000.0,-39000000.0,,,0.0,0.0,,-325000000.0,-325000000.0,-325000000.0,0.0,0.0,0.0,0.0,-121000000.0,-121000000.0,44000000.0,0.0,,0.0,-165000000.0,-165000000.0,652000000.0,652000000.0,548000000.0,33000000.0,99000000.0,,132000000.0,284000000.0,284000000.0,-55000000.0,125000000.0,-18000000.0,-18000000.0,235000000.0,-44000000.0,-44000000.0,-139000000.0,2023-12-31,
-40000000.0,-608000000.0,-652000000.0,1167000000.0,,-182000000.0,30000000.0,198000000.0,-168000000.0,-131000000.0,-131000000.0,-38000000.0,,,-608000000.0,-608000000.0,,515000000.0,342000000.0,,342000000.0,173000000.0,-652000000.0,825000000.0,-179000000.0,-179000000.0,3000000.0,,,,-182000000.0,-182000000.0,142000000.0,142000000.0,-185000000.0,21000000.0,-170000000.0,,-8000000.0,-27000000.0,,116000000.0,64000000.0,,,230000000.0,-30000000.0,-51000000.0,-53000000.0,2024-03-31,-1000000.0
