tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,net_non_operating_interest_income_expense,total_other_finance_cost,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.246,48512000.0,16146000.0,27578000.0,437226000.0,48512000.0,20934000.0,483000.0,483000.0,16146000.0,16146000.0,624100000.0,20934000.0,55683609.0,55509525.0,0.29,0.29,16146000.0,16146000.0,16146000.0,16146000.0,16146000.0,5271000.0,21417000.0,483000.0,-483000.0,483000.0,20934000.0,186874000.0,186874000.0,207808000.0,437226000.0,645034000.0,645034000.0,2022-10-31
0.0,0.248329,254688000.0,171320000.0,28919000.0,670354000.0,254688000.0,225769000.0,2150000.0,,171320000.0,171320000.0,896982000.0,225769000.0,55808193.0,55524883.0,3.07,3.09,171320000.0,171320000.0,171320000.0,171320000.0,171320000.0,56599000.0,227919000.0,2150000.0,-2150000.0,,225769000.0,226628000.0,226628000.0,452397000.0,670354000.0,1122751000.0,1122751000.0,2023-01-31
0.0,0.186,71598000.0,37478000.0,29186000.0,491443000.0,71598000.0,42412000.0,3647000.0,,37478000.0,37478000.0,683835000.0,42412000.0,55777010.0,55650375.0,0.67,0.67,37478000.0,37478000.0,37478000.0,37478000.0,37478000.0,8581000.0,46059000.0,3647000.0,-3647000.0,,42412000.0,192392000.0,192392000.0,234804000.0,491443000.0,726247000.0,726247000.0,2023-04-30
0.0,0.256,89476000.0,46835000.0,30882000.0,494402000.0,89476000.0,58594000.0,4342000.0,,46835000.0,46835000.0,700387000.0,58594000.0,55801507.0,55675357.0,0.84,0.84,46835000.0,46835000.0,46835000.0,46835000.0,46835000.0,16101000.0,62936000.0,4342000.0,-4342000.0,,58594000.0,205985000.0,205985000.0,264579000.0,494402000.0,758981000.0,758981000.0,2023-07-31
0.0,0.254,49707000.0,14594000.0,33584000.0,513577000.0,49707000.0,16123000.0,3434000.0,3434000.0,14594000.0,14594000.0,720282000.0,16123000.0,55576140.0,55452533.0,0.26,0.26,14594000.0,14594000.0,14594000.0,14594000.0,14594000.0,4963000.0,19557000.0,3434000.0,,3434000.0,16123000.0,206705000.0,206705000.0,222828000.0,513577000.0,736405000.0,736405000.0,2023-10-31
0.0,0.258119,305537000.0,202199000.0,37095000.0,786122000.0,305537000.0,268442000.0,4107000.0,,202199000.0,202199000.0,1069294000.0,268442000.0,,,,,202199000.0,202199000.0,202199000.0,202199000.0,202199000.0,70350000.0,272549000.0,4107000.0,,,268442000.0,283172000.0,152425000.0,551614000.0,786122000.0,1337736000.0,1337736000.0,2024-01-31
