free_cash_flow,repurchase_of_capital_stock,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,net_common_stock_issuance,common_stock_payments,common_stock_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_prepaid_assets,change_in_inventory,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
-155018000.0,-208000.0,0.0,-63879000.0,44229000.0,155101000.0,-110872000.0,-447000.0,-447000.0,,9000.0,-208000.0,-208000.0,0.0,-19286000.0,-19286000.0,44593000.0,54560000.0,-9967000.0,-63879000.0,-91139000.0,-91139000.0,-140888000.0,10104000.0,-1794000.0,-15932000.0,14138000.0,14138000.0,0.0,0.0,-16838000.0,-132360000.0,83000.0,5978000.0,-36000.0,-36000.0,27578000.0,27578000.0,16146000.0,2022-10-31
281543000.0,-352000.0,360000.0,-78365000.0,332324000.0,44229000.0,288095000.0,674000.0,674000.0,0.0,666000.0,8000.0,-352000.0,360000.0,-72487000.0,-72487000.0,5878000.0,30522000.0,-24644000.0,-78365000.0,359908000.0,359908000.0,136385000.0,2751000.0,-39106000.0,-4879000.0,-34227000.0,-54155000.0,19928000.0,19928000.0,-1101000.0,173841000.0,45000.0,5466000.0,17773000.0,17773000.0,28919000.0,28919000.0,171320000.0,2023-01-31
40200000.0,0.0,,-45091000.0,335286000.0,332324000.0,2962000.0,-15842000.0,-15842000.0,-15868000.0,26000.0,0.0,0.0,,-66487000.0,-66487000.0,-21396000.0,56452000.0,-77848000.0,-45091000.0,85291000.0,85291000.0,14419000.0,3716000.0,5677000.0,-9024000.0,14701000.0,6878000.0,7823000.0,7823000.0,11695000.0,-6669000.0,36000.0,3760000.0,412000.0,412000.0,29186000.0,29186000.0,37478000.0,2023-04-30
12645000.0,-16151000.0,,-71332000.0,334544000.0,335286000.0,-742000.0,185000.0,185000.0,,28000.0,-15711000.0,-16151000.0,,-84904000.0,-84904000.0,-13572000.0,37530000.0,-51102000.0,-71332000.0,83977000.0,83977000.0,-230000.0,17066000.0,-1387000.0,15568000.0,-16955000.0,10796000.0,-27751000.0,-27751000.0,-6677000.0,-9232000.0,36000.0,5845000.0,609000.0,609000.0,30882000.0,30882000.0,46835000.0,2023-07-31
-192878000.0,-80785000.0,0.0,-115498000.0,162928000.0,334544000.0,-171616000.0,-80551000.0,-80551000.0,,234000.0,-80785000.0,-80785000.0,0.0,-13685000.0,-13685000.0,101813000.0,101813000.0,0.0,-115498000.0,-77380000.0,-77380000.0,-130611000.0,13059000.0,108614000.0,2914000.0,105700000.0,105700000.0,0.0,0.0,-32556000.0,-219728000.0,100000.0,3761000.0,1192000.0,1192000.0,33584000.0,33584000.0,14594000.0,2023-10-31
304602000.0,-191000.0,540000.0,-103129000.0,179749000.0,162928000.0,16821000.0,349000.0,349000.0,,0.0,349000.0,-191000.0,540000.0,-391259000.0,-391259000.0,-288130000.0,-431000.0,-287699000.0,-103129000.0,407731000.0,407731000.0,158386000.0,17674000.0,-42961000.0,3508000.0,-46469000.0,-88241000.0,41772000.0,41772000.0,4951000.0,178722000.0,179000.0,4493000.0,5379000.0,5379000.0,37095000.0,37095000.0,202199000.0,2024-01-31
