free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_business_purchase_and_sale,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_interest_payable,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,pension_and_employee_benefit_expense,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
14866000.0,-547000.0,0.0,-145331000.0,197648000.0,163244000.0,34404000.0,-11076000.0,-11076000.0,-8185000.0,-2344000.0,-547000.0,-547000.0,-547000.0,0.0,-114717000.0,-114717000.0,28593000.0,28593000.0,,,-112661000.0,2021000.0,-114682000.0,160197000.0,160197000.0,-14778000.0,502000.0,,,-28948000.0,-6336000.0,-3215000.0,-22612000.0,-22612000.0,-2310000.0,-33846000.0,51475000.0,51475000.0,12308000.0,0.0,-1772000.0,-1772000.0,43207000.0,43207000.0,5906000.0,5906000.0,37301000.0,2787000.0,,2787000.0,118445000.0,2022-12-31
131994000.0,-558000.0,,-52700000.0,289781000.0,197648000.0,92133000.0,-40019000.0,-40019000.0,-6653000.0,-32808000.0,-558000.0,-558000.0,-558000.0,,-52542000.0,-52542000.0,0.0,0.0,0.0,0.0,-52542000.0,158000.0,-52700000.0,184694000.0,184694000.0,-61974000.0,887000.0,-11006000.0,-1430000.0,-33845000.0,-44730000.0,3165000.0,10885000.0,10885000.0,5975000.0,10232000.0,-32787000.0,-32787000.0,41900000.0,,40743000.0,40743000.0,43509000.0,43509000.0,5908000.0,5908000.0,37601000.0,2389000.0,,2389000.0,118127000.0,2023-03-31
158451000.0,-572000.0,,-40193000.0,430172000.0,289781000.0,140391000.0,-12136000.0,-12136000.0,-6877000.0,-4687000.0,-572000.0,-572000.0,-572000.0,,-46117000.0,-46117000.0,-6033000.0,-6033000.0,0.0,0.0,-40084000.0,109000.0,-40193000.0,198644000.0,198644000.0,13956000.0,618000.0,-271000.0,6646000.0,61576000.0,10316000.0,-3325000.0,51260000.0,19150000.0,3654000.0,3439000.0,-61706000.0,-40026000.0,25768000.0,,-48591000.0,-48591000.0,43676000.0,43676000.0,5862000.0,5862000.0,37814000.0,41516000.0,,1739000.0,122319000.0,2023-06-30
201844000.0,-582000.0,,-59367000.0,616217000.0,430172000.0,186045000.0,-12962000.0,-12962000.0,-7693000.0,-4687000.0,-582000.0,-582000.0,-582000.0,,-62204000.0,-62204000.0,-3011000.0,-3011000.0,0.0,0.0,-59193000.0,174000.0,-59367000.0,261211000.0,261211000.0,83809000.0,510000.0,,,20165000.0,56778000.0,3325000.0,-36613000.0,-4503000.0,-6675000.0,13473000.0,50275000.0,28595000.0,-10823000.0,,-27033000.0,-27033000.0,44111000.0,44111000.0,5862000.0,5862000.0,38249000.0,79054000.0,77319000.0,1735000.0,92093000.0,2023-09-30
36097000.0,-591000.0,,-130044000.0,635269000.0,616217000.0,19052000.0,-12602000.0,-12602000.0,-7325000.0,-4686000.0,-591000.0,-591000.0,-591000.0,,-134487000.0,-134487000.0,-4697000.0,-4697000.0,0.0,0.0,-129790000.0,254000.0,-130044000.0,166141000.0,166141000.0,-41743000.0,-2074000.0,,,2944000.0,34664000.0,,-31720000.0,-31720000.0,2728000.0,-1531000.0,-8720000.0,-8720000.0,103500000.0,,-14140000.0,-14140000.0,45670000.0,45670000.0,5862000.0,5862000.0,39808000.0,-2982000.0,-4300000.0,1318000.0,75836000.0,2023-12-31
