tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.238164,202544000.0,,,118445000.0,43207000.0,974183000.0,202544000.0,159337000.0,-3864000.0,3864000.0,,118445000.0,118445000.0,1399956000.0,172839000.0,9391000.0,9374000.0,12.61,12.64,118445000.0,118445000.0,118445000.0,118445000.0,118445000.0,37028000.0,155473000.0,-13502000.0,-34634000.0,,,-3864000.0,3864000.0,,172839000.0,425773000.0,425773000.0,,,,,598612000.0,974183000.0,1572795000.0,1572795000.0,2022-12-31
10746732.0,0.258,163986000.0,41654000.0,41654000.0,118127000.0,43509000.0,947536000.0,205640000.0,162131000.0,-2929000.0,2929000.0,,87219732.0,118127000.0,1365588000.0,206054000.0,9395000.0,9374000.0,12.57,12.6,118127000.0,118127000.0,118127000.0,118127000.0,118127000.0,41075000.0,159202000.0,-43923000.0,-85577000.0,41654000.0,-41654000.0,-2929000.0,2929000.0,,206054000.0,418052000.0,418052000.0,,,,,624106000.0,947536000.0,1571642000.0,1571642000.0,2023-03-31
0.0,0.258,209781000.0,,,122319000.0,43676000.0,1067255000.0,209781000.0,166105000.0,-1353000.0,1353000.0,,122319000.0,122319000.0,1544939000.0,233670000.0,9396000.0,9374000.0,13.02,13.05,122319000.0,122319000.0,122319000.0,122319000.0,122319000.0,42433000.0,164752000.0,-27788000.0,-27788000.0,,,-1353000.0,1353000.0,,193893000.0,477684000.0,477684000.0,437907000.0,477684000.0,437907000.0,39777000.0,671577000.0,1067255000.0,1738832000.0,1738832000.0,2023-06-30
0.0,0.239,183052000.0,,,92093000.0,44111000.0,1050878000.0,183052000.0,138941000.0,1516000.0,,1516000.0,92093000.0,92093000.0,1573487000.0,216260000.0,9395000.0,9374000.0,9.8,9.82,92093000.0,92093000.0,92093000.0,92093000.0,92093000.0,28891000.0,120984000.0,-19473000.0,-19473000.0,,,1516000.0,,1516000.0,138941000.0,522609000.0,522609000.0,,522609000.0,445290000.0,77319000.0,661550000.0,1050878000.0,1712428000.0,1712428000.0,2023-09-30
0.0,0.32616,319621000.0,,,75836000.0,45670000.0,989478000.0,319621000.0,273951000.0,3684000.0,,,75836000.0,75836000.0,1448189000.0,178467000.0,9384000.0,9374000.0,8.08,8.09,75836000.0,75836000.0,75836000.0,75836000.0,75836000.0,36707000.0,112543000.0,-73908000.0,85446000.0,,,3684000.0,,,182767000.0,458711000.0,458711000.0,,458711000.0,463011000.0,-4300000.0,641478000.0,989478000.0,1630956000.0,1630956000.0,2023-12-31
