treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_taxes_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dueto_related_parties_current,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,assets_held_for_sale_current,prepaid_assets,inventory,other_inventories,finished_goods,raw_materials,receivables,other_receivables,duefrom_related_parties_current,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
3690488.0,9373689.0,12436063.0,401169000.0,755037000.0,98285000.0,1714205000.0,340645000.0,98285000.0,156220000.0,1115388000.0,1714205000.0,1115388000.0,1115388000.0,-84837000.0,-84837000.0,61254000.0,1112462000.0,135953000.0,13064000.0,13064000.0,0.0,2594157000.0,1689001000.0,512346000.0,198094000.0,60323000.0,253462000.0,103240000.0,150222000.0,725099000.0,126282000.0,598817000.0,905156000.0,0.0,0.0,29938000.0,29938000.0,158632000.0,716586000.0,162139000.0,2677000.0,554447000.0,162783000.0,32808000.0,7127000.0,351729000.0,3709545000.0,2463744000.0,115892000.0,1017103000.0,851200000.0,165903000.0,1330749000.0,-1106263000.0,2437012000.0,184371000.0,103803000.0,579467000.0,1129072000.0,352114000.0,88185000.0,0.0,1245801000.0,34837000.0,4808000.0,0.0,54618000.0,347545000.0,47156000.0,211089000.0,89300000.0,606345000.0,54631000.0,35786000.0,515928000.0,-16119000.0,532047000.0,197648000.0,197648000.0,2022-12-31
3690488.0,9373689.0,12436063.0,309079000.0,748485000.0,223824000.0,1833113000.0,541052000.0,223824000.0,149625000.0,1234253000.0,1833113000.0,1234253000.0,1234253000.0,-84099000.0,-84099000.0,61254000.0,1230589000.0,135953000.0,13064000.0,13064000.0,,2565442000.0,1752867000.0,544514000.0,195858000.0,62854000.0,293678000.0,,191204000.0,718817000.0,119957000.0,598860000.0,812575000.0,,,29668000.0,29668000.0,105438000.0,677469000.0,168222000.0,5842000.0,509247000.0,,0.0,9508000.0,499739000.0,3799695000.0,2446068000.0,125312000.0,1010429000.0,844526000.0,165903000.0,1310327000.0,-1084114000.0,2394441000.0,164432000.0,100953000.0,567901000.0,1132050000.0,340920000.0,88185000.0,0.0,1353627000.0,31007000.0,1723000.0,,55558000.0,337313000.0,46278000.0,220027000.0,71008000.0,638245000.0,,,638245000.0,-17006000.0,655251000.0,289781000.0,289781000.0,2023-03-31
3690488.0,9373689.0,12436063.0,168820000.0,742624000.0,375907000.0,1978700000.0,656031000.0,375907000.0,143632000.0,1379708000.0,1978700000.0,1379708000.0,1379708000.0,-56276000.0,-56276000.0,61254000.0,1348221000.0,135953000.0,13064000.0,13064000.0,,2614829000.0,1722847000.0,558066000.0,197652000.0,55784000.0,253338000.0,,151630000.0,713791000.0,114799000.0,598992000.0,891982000.0,,,28833000.0,28833000.0,122025000.0,741124000.0,175550000.0,2517000.0,565574000.0,,0.0,8856000.0,556718000.0,3994537000.0,2446524000.0,132017000.0,1003801000.0,837898000.0,165903000.0,1310706000.0,-1109510000.0,2420216000.0,166442000.0,108797000.0,565006000.0,1150037000.0,341624000.0,88310000.0,0.0,1548013000.0,30478000.0,402000.0,,53754000.0,333874000.0,46097000.0,213529000.0,74248000.0,699333000.0,,,699333000.0,-17624000.0,716957000.0,430172000.0,430172000.0,2023-06-30
3690488.0,9373689.0,12436063.0,,736885000.0,527155000.0,2123451000.0,768642000.0,527155000.0,137762000.0,1524328000.0,2123451000.0,1524328000.0,1524328000.0,938000.0,938000.0,61254000.0,1435627000.0,135953000.0,13064000.0,13064000.0,,2616954000.0,1709121000.0,559104000.0,196797000.0,53294000.0,244849000.0,,143907000.0,708371000.0,109248000.0,599123000.0,907833000.0,,,28514000.0,28514000.0,159705000.0,719614000.0,182481000.0,5842000.0,537133000.0,,0.0,8076000.0,529057000.0,4141282000.0,2464807000.0,133960000.0,997173000.0,831270000.0,165903000.0,1333674000.0,-1137529000.0,2471203000.0,173813000.0,106878000.0,564767000.0,1171446000.0,354509000.0,99790000.0,0.0,1676475000.0,33879000.0,1080000.0,,56350000.0,320401000.0,45334000.0,211128000.0,63939000.0,648548000.0,,,648548000.0,-18134000.0,666682000.0,616217000.0,616217000.0,2023-09-30
3690488.0,9373689.0,12436063.0,,735143000.0,445053000.0,2034757000.0,613794000.0,445053000.0,135984000.0,1435598000.0,2034757000.0,1435598000.0,1435598000.0,-4276000.0,-4276000.0,61254000.0,1352111000.0,135953000.0,13064000.0,13064000.0,0.0,2853344000.0,1762010000.0,612895000.0,214042000.0,60614000.0,228611000.0,100176000.0,128435000.0,706462000.0,107303000.0,599159000.0,1091334000.0,,,28681000.0,28681000.0,181135000.0,881518000.0,196317000.0,2520000.0,685201000.0,139499000.0,154666000.0,7474000.0,383562000.0,4288942000.0,2583814000.0,145213000.0,990545000.0,824642000.0,165903000.0,1448056000.0,-1160845000.0,2608901000.0,183931000.0,95623000.0,572216000.0,1266421000.0,390852000.0,99858000.0,0.0,1705128000.0,26432000.0,3747000.0,,58406000.0,321932000.0,42460000.0,207912000.0,71560000.0,659342000.0,67533000.0,51936000.0,539873000.0,-16060000.0,555933000.0,635269000.0,635269000.0,2023-12-31
