tax_effect_of_unusual_items,tax_rate_for_calcs,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,special_income_charges,gain_on_sale_of_business,other_special_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,insurance_and_claims,salaries_and_wages,total_revenue,operating_revenue,date
786940000.0,0.245,3212000000.0,3212000000.0,4483000000.0,379000000.0,3767000000.0,5357000000.0,9124000000.0,2057940000.0,4483000000.0,688632873.0,687576687.0,6.51,6.52,4483000000.0,4483000000.0,77000000.0,4483000000.0,,4483000000.0,4483000000.0,1454000000.0,5937000000.0,3212000000.0,6000000.0,1142000000.0,-4348000000.0,-28000000.0,156000000.0,156000000.0,156000000.0,156000000.0,2066000000.0,161000000.0,1905000000.0,-369000000.0,2274000000.0,6485000000.0,6485000000.0,2022-10-31
-903200000.0,0.4,-2258000000.0,-2258000000.0,247000000.0,385000000.0,4021000000.0,7350000000.0,11371000000.0,1601800000.0,247000000.0,691259000.0,691259000.0,0.3,0.3,209000000.0,209000000.0,38000000.0,247000000.0,,247000000.0,247000000.0,392000000.0,639000000.0,-2258000000.0,0.0,8000000.0,2250000000.0,75000000.0,163000000.0,163000000.0,163000000.0,163000000.0,3899000000.0,140000000.0,3759000000.0,1193000000.0,2566000000.0,8418000000.0,8418000000.0,2023-01-31
-223045000.0,0.155,-1439000000.0,-1439000000.0,1056000000.0,566000000.0,4814000000.0,8968000000.0,13782000000.0,2271955000.0,1056000000.0,712812000.0,711624000.0,1.3,1.31,929000000.0,929000000.0,127000000.0,1056000000.0,-3000000.0,1059000000.0,1059000000.0,194000000.0,1253000000.0,-1439000000.0,0.0,7000000.0,1432000000.0,36000000.0,280000000.0,280000000.0,280000000.0,280000000.0,3761000000.0,195000000.0,3566000000.0,591000000.0,2975000000.0,8381000000.0,8381000000.0,2023-04-30
-93670000.0,0.19,-493000000.0,-493000000.0,1452000000.0,552000000.0,4905000000.0,9916000000.0,14821000000.0,1851330000.0,1452000000.0,716377000.0,715432000.0,1.97,1.97,1411000000.0,1411000000.0,41000000.0,1452000000.0,-2000000.0,1454000000.0,1454000000.0,341000000.0,1795000000.0,-493000000.0,0.0,-4000000.0,497000000.0,36000000.0,286000000.0,286000000.0,286000000.0,286000000.0,3288000000.0,219000000.0,3069000000.0,4000000.0,3065000000.0,7934000000.0,7934000000.0,2023-07-31
-153622242.647059,0.256893,-598000000.0,-598000000.0,1610000000.0,596000000.0,4941000000.0,10659000000.0,15600000000.0,2054377757.352941,1610000000.0,,,,,1485000000.0,1485000000.0,125000000.0,1610000000.0,-7000000.0,1617000000.0,1617000000.0,559000000.0,2176000000.0,-598000000.0,0.0,16000000.0,582000000.0,34000000.0,286000000.0,286000000.0,286000000.0,286000000.0,3320000000.0,260000000.0,3060000000.0,151000000.0,2909000000.0,8322000000.0,8322000000.0,2023-10-31
-432195500.0,0.2195,-1969000000.0,-1969000000.0,1290000000.0,532000000.0,4721000000.0,11133000000.0,15854000000.0,2826804500.0,1290000000.0,724600000.0,723800000.0,1.73,1.73,1250000000.0,1250000000.0,40000000.0,1290000000.0,-2000000.0,1292000000.0,1292000000.0,364000000.0,1656000000.0,-1969000000.0,,432000000.0,1537000000.0,13000000.0,279000000.0,279000000.0,279000000.0,279000000.0,3061000000.0,191000000.0,2870000000.0,,2870000000.0,9109000000.0,9109000000.0,2024-01-31
