ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
159100000.0,159100000.0,1369900000.0,2421300000.0,2000200000.0,7739700000.0,2188800000.0,2000200000.0,231500000.0,5549900000.0,7240200000.0,5549900000.0,5549900000.0,-5600000.0,-5600000.0,,5511900000.0,3900000.0,39700000.0,39700000.0,0.0,3397500000.0,2172000000.0,63100000.0,216100000.0,1892800000.0,202500000.0,1690300000.0,1225500000.0,41700000.0,528500000.0,29000000.0,499500000.0,499500000.0,91500000.0,655300000.0,361800000.0,293500000.0,113200000.0,180300000.0,8947400000.0,5533100000.0,122600000.0,83300000.0,83300000.0,0.0,0.0,,3549700000.0,1373000000.0,2176700000.0,1777500000.0,-2588200000.0,4365700000.0,144700000.0,214800000.0,3432200000.0,562000000.0,12000000.0,0.0,3414300000.0,118100000.0,266200000.0,1273300000.0,430300000.0,759100000.0,83900000.0,764100000.0,764100000.0,-800000.0,764900000.0,992600000.0,172700000.0,819900000.0,2022-12-31
159200000.0,159200000.0,1158300000.0,2219000000.0,2234600000.0,7723800000.0,2230500000.0,2234600000.0,228100000.0,5732900000.0,7224000000.0,5732900000.0,5732900000.0,-5600000.0,-5600000.0,,5642600000.0,56200000.0,39700000.0,39700000.0,0.0,3108800000.0,1940100000.0,53200000.0,196300000.0,1690600000.0,199500000.0,1491100000.0,1168700000.0,49400000.0,528400000.0,28600000.0,499800000.0,499800000.0,103500000.0,590900000.0,375700000.0,215200000.0,49400000.0,165800000.0,8841700000.0,5442500000.0,118200000.0,118900000.0,118900000.0,0.0,0.0,,3498300000.0,1321600000.0,2176700000.0,1707100000.0,-2635200000.0,4342300000.0,110500000.0,210800000.0,3438300000.0,570900000.0,11800000.0,0.0,3399200000.0,127000000.0,268800000.0,1257000000.0,413800000.0,762500000.0,80700000.0,685000000.0,685000000.0,-900000.0,685900000.0,1061400000.0,228800000.0,832600000.0,2023-03-31
159200000.0,159200000.0,770000000.0,1712300000.0,2431600000.0,7369500000.0,2308000000.0,2431600000.0,220700000.0,5877900000.0,7219500000.0,5877900000.0,5877900000.0,-5600000.0,-5600000.0,0.0,5739700000.0,104000000.0,39800000.0,39800000.0,0.0,2586200000.0,1769300000.0,48300000.0,186500000.0,1534500000.0,192900000.0,1341600000.0,816900000.0,45800000.0,177800000.0,27800000.0,150000000.0,150000000.0,88100000.0,593300000.0,393400000.0,199900000.0,39800000.0,160100000.0,8464100000.0,5339200000.0,120400000.0,138300000.0,138300000.0,3000000.0,3000000.0,3000000.0,3446300000.0,1269600000.0,2176700000.0,1631200000.0,-2716400000.0,4347600000.0,80600000.0,206800000.0,3461600000.0,586800000.0,11800000.0,0.0,3124900000.0,131000000.0,295000000.0,1235600000.0,342400000.0,818300000.0,74900000.0,726800000.0,726800000.0,-900000.0,727700000.0,736500000.0,14900000.0,721600000.0,2023-06-30
159500000.0,159500000.0,573500000.0,1509300000.0,2683900000.0,7375000000.0,2223800000.0,2683900000.0,217000000.0,6082700000.0,7075600000.0,6082700000.0,6082700000.0,-5600000.0,-5600000.0,,5876000000.0,172400000.0,39900000.0,39900000.0,0.0,2344000000.0,1388300000.0,43900000.0,162800000.0,1181600000.0,188700000.0,992900000.0,955700000.0,44800000.0,327700000.0,28300000.0,299400000.0,299400000.0,,583200000.0,365200000.0,218000000.0,58800000.0,159200000.0,8426700000.0,5247200000.0,56500000.0,192300000.0,192300000.0,4100000.0,4100000.0,4100000.0,3398800000.0,1222100000.0,2176700000.0,1595500000.0,-2781600000.0,4377100000.0,107600000.0,205400000.0,3464100000.0,588200000.0,11800000.0,0.0,3179500000.0,155100000.0,306000000.0,1119700000.0,315700000.0,746800000.0,57200000.0,864300000.0,864300000.0,-800000.0,865100000.0,734400000.0,15600000.0,718800000.0,2023-09-30
160225891.0,160225891.0,,1211600000.0,2888100000.0,7220400000.0,2471500000.0,2888100000.0,218400000.0,6227200000.0,7220400000.0,6227200000.0,6227200000.0,-5700000.0,-5700000.0,,5998400000.0,194400000.0,40100000.0,40100000.0,0.0,2001900000.0,1386800000.0,40700000.0,161500000.0,1184600000.0,191400000.0,993200000.0,615100000.0,48400000.0,27000000.0,27000000.0,,,,539700000.0,335800000.0,203900000.0,68200000.0,135700000.0,8229100000.0,5142500000.0,60900000.0,193600000.0,193600000.0,2000000.0,2000000.0,2000000.0,3339100000.0,1162400000.0,2176700000.0,1546900000.0,-2829100000.0,4376000000.0,78500000.0,204200000.0,3489400000.0,592100000.0,11800000.0,0.0,3086600000.0,166400000.0,288400000.0,926800000.0,191100000.0,691000000.0,44700000.0,659400000.0,659400000.0,-900000.0,660300000.0,1045600000.0,15900000.0,1029700000.0,2023-12-31
