tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-47200.0,0.118,539400000.0,-400000.0,-400000.0,309400000.0,171400000.0,542100000.0,539000000.0,367600000.0,-16900000.0,16900000.0,309752800.0,309400000.0,961900000.0,367000000.0,160200000.0,159800000.0,1.93,1.94,309400000.0,309400000.0,309400000.0,309400000.0,309400000.0,41300000.0,350700000.0,200000.0,600000.0,-400000.0,400000.0,-16900000.0,16900000.0,367400000.0,270300000.0,21900000.0,21900000.0,21900000.0,21900000.0,163900000.0,84500000.0,637700000.0,691600000.0,1329300000.0,1329300000.0,2022-12-31
-2402400.0,0.104,452200000.0,-23100000.0,-23100000.0,232800000.0,150400000.0,479100000.0,429100000.0,278700000.0,-18900000.0,18900000.0,253497600.0,232800000.0,856700000.0,273300000.0,159900000.0,159100000.0,1.46,1.46,232800000.0,232800000.0,232800000.0,232800000.0,232800000.0,27000000.0,259800000.0,-17700000.0,5400000.0,-23100000.0,23100000.0,-18900000.0,18900000.0,296400000.0,231000000.0,3800000.0,3800000.0,3800000.0,3800000.0,148200000.0,79000000.0,527400000.0,625700000.0,1153100000.0,1153100000.0,2023-03-31
-519200.0,0.118,391400000.0,-4400000.0,-4400000.0,195800000.0,148700000.0,462200000.0,387000000.0,238300000.0,-16200000.0,16200000.0,199680800.0,195800000.0,836100000.0,230700000.0,160000000.0,159200000.0,1.22,1.23,195800000.0,195800000.0,195800000.0,195800000.0,195800000.0,26300000.0,222100000.0,3200000.0,7600000.0,-4400000.0,4400000.0,-16200000.0,16200000.0,235100000.0,229000000.0,3800000.0,3800000.0,3800000.0,3800000.0,148000000.0,77200000.0,464100000.0,607100000.0,1071200000.0,1071200000.0,2023-06-30
-1705.930138,0.005686,402100000.0,-300000.0,-300000.0,244800000.0,143200000.0,601200000.0,401800000.0,258600000.0,-12400000.0,12400000.0,245098294.069862,244800000.0,964500000.0,254000000.0,160500000.0,159400000.0,1.52,1.54,244800000.0,244800000.0,244800000.0,244800000.0,244800000.0,1400000.0,246200000.0,4300000.0,4600000.0,-300000.0,300000.0,-12400000.0,12400000.0,254300000.0,223800000.0,3700000.0,3700000.0,3700000.0,3700000.0,146800000.0,73300000.0,478100000.0,740700000.0,1218800000.0,1218800000.0,2023-09-30
-1312200.0,0.081,390700000.0,-16200000.0,-16200000.0,231300000.0,112800000.0,582300000.0,374500000.0,261700000.0,-10000000.0,10000000.0,246187800.0,231300000.0,927000000.0,258300000.0,161000000.0,159900000.0,1.44,1.45,231300000.0,231300000.0,231300000.0,231300000.0,231300000.0,20400000.0,251700000.0,-12800000.0,3400000.0,-16200000.0,16200000.0,-10000000.0,10000000.0,274500000.0,232100000.0,200000.0,200000.0,200000.0,200000.0,153100000.0,78800000.0,506600000.0,694900000.0,1201500000.0,1201500000.0,2023-12-31
