tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-17472245.943638,0.140905,4764000000.0,-124000000.0,-124000000.0,3017000000.0,892000000.0,3881000000.0,4640000000.0,3748000000.0,-140000000.0,235000000.0,95000000.0,3123527754.056362,3017000000.0,10343000000.0,2548000000.0,2536000000.0,1.18,1.19,3017000000.0,3017000000.0,3017000000.0,-1000000.0,3018000000.0,3018000000.0,495000000.0,3513000000.0,166000000.0,290000000.0,-49000000.0,49000000.0,-75000000.0,-140000000.0,235000000.0,95000000.0,3487000000.0,6462000000.0,3775000000.0,2687000000.0,9949000000.0,3881000000.0,13830000000.0,13830000000.0,2022-12-31
72772000.0,0.226,4561000000.0,322000000.0,322000000.0,2821000000.0,991000000.0,3926000000.0,4883000000.0,3892000000.0,-130000000.0,242000000.0,112000000.0,2571772000.0,2821000000.0,10681000000.0,2551000000.0,2538000000.0,1.11,1.11,2821000000.0,2821000000.0,2821000000.0,-4000000.0,2825000000.0,2825000000.0,825000000.0,3650000000.0,-26000000.0,-348000000.0,-67000000.0,67000000.0,389000000.0,-130000000.0,242000000.0,112000000.0,3806000000.0,6755000000.0,4276000000.0,2479000000.0,10561000000.0,3926000000.0,14487000000.0,14487000000.0,2023-03-31
-81480000.0,0.21,-3767000000.0,-388000000.0,-388000000.0,-5975000000.0,903000000.0,4024000000.0,-4155000000.0,-5058000000.0,-168000000.0,277000000.0,109000000.0,-5668480000.0,-5975000000.0,20047000000.0,2539000000.0,2539000000.0,-2.35,-2.35,-5975000000.0,-5975000000.0,-5975000000.0,-3000000.0,-5972000000.0,-5972000000.0,637000000.0,-5335000000.0,-155000000.0,233000000.0,-151000000.0,151000000.0,-237000000.0,-168000000.0,277000000.0,109000000.0,-5012000000.0,16023000000.0,13321000000.0,2702000000.0,11011000000.0,4024000000.0,15035000000.0,15035000000.0,2023-06-30
-37820000.0,0.155,7195000000.0,-244000000.0,-244000000.0,4745000000.0,1014000000.0,4264000000.0,6951000000.0,5937000000.0,-244000000.0,317000000.0,73000000.0,4951180000.0,4745000000.0,10090000000.0,2546000000.0,2537000000.0,1.86,1.87,4745000000.0,4745000000.0,4745000000.0,-5000000.0,4750000000.0,4750000000.0,870000000.0,5620000000.0,-8000000.0,236000000.0,-126000000.0,126000000.0,-118000000.0,-244000000.0,317000000.0,73000000.0,5872000000.0,5826000000.0,3307000000.0,2519000000.0,11698000000.0,4264000000.0,15962000000.0,15962000000.0,2023-09-30
-126800000.0,0.4,-455000000.0,-317000000.0,-317000000.0,-1226000000.0,964000000.0,3912000000.0,-772000000.0,-1736000000.0,-240000000.0,310000000.0,70000000.0,-1035800000.0,-1226000000.0,16343000000.0,2554166667.0,2554166667.0,-0.48,-0.48,-1226000000.0,-1226000000.0,-1226000000.0,0.0,-1226000000.0,-1226000000.0,-820000000.0,-2046000000.0,-93000000.0,224000000.0,-255000000.0,255000000.0,-62000000.0,-240000000.0,310000000.0,70000000.0,-1713000000.0,12431000000.0,9627000000.0,2804000000.0,10718000000.0,3912000000.0,14630000000.0,14630000000.0,2023-12-31
