free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,preferred_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_interest_payable,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date
172000000.0,-100000.0,-164000000.0,82200000.0,0.0,-33600000.0,55200000.0,74600000.0,396900000.0,287800000.0,18200000.0,90900000.0,-81600000.0,-81600000.0,,900000.0,0.0,0.0,-100000.0,-100000.0,0.0,-81800000.0,-81800000.0,-164000000.0,82200000.0,-33100000.0,-33100000.0,500000.0,0.0,0.0,0.0,0.0,-33600000.0,205600000.0,205600000.0,-64100000.0,-81300000.0,-38200000.0,11300000.0,11300000.0,-49500000.0,-49500000.0,1600000.0,53800000.0,53800000.0,-3300000.0,10000000.0,21100000.0,,-7300000.0,-7300000.0,100700000.0,100700000.0,6800000.0,5100000.0,141700000.0,2022-12-31
191500000.0,-8100000.0,-269500000.0,,,-28000000.0,80700000.0,13600000.0,318900000.0,396900000.0,4800000.0,-82800000.0,-275000000.0,-275000000.0,,2600000.0,0.0,0.0,-8100000.0,-8100000.0,,-269500000.0,-269500000.0,-269500000.0,,-27300000.0,-27300000.0,700000.0,,,0.0,0.0,-28000000.0,219500000.0,219500000.0,-10900000.0,44100000.0,-9900000.0,-10500000.0,-10500000.0,600000.0,600000.0,7100000.0,-52200000.0,-52200000.0,4900000.0,12700000.0,12500000.0,,-26400000.0,-26400000.0,101100000.0,101100000.0,4100000.0,1800000.0,121500000.0,2023-03-31
138100000.0,-5200000.0,-190800000.0,,,-30100000.0,60000000.0,113100000.0,260800000.0,318900000.0,-700000.0,-57400000.0,-196200000.0,-196200000.0,,2100000.0,0.0,0.0,-5200000.0,-5200000.0,,-190800000.0,-190800000.0,-190800000.0,,-29400000.0,-29400000.0,700000.0,,,0.0,0.0,-30100000.0,168200000.0,168200000.0,-92200000.0,-78400000.0,-65100000.0,9900000.0,9900000.0,-75000000.0,-75000000.0,-8800000.0,60100000.0,60100000.0,3100000.0,9200000.0,30600000.0,,-38300000.0,-38300000.0,102600000.0,102600000.0,-300000.0,-1900000.0,-7300000.0,2023-06-30
193000000.0,-200000.0,-197600000.0,0.0,,-37700000.0,73500000.0,68600000.0,260700000.0,260800000.0,-5400000.0,5300000.0,-188400000.0,-188400000.0,0.0,9400000.0,0.0,0.0,-200000.0,-200000.0,,-197600000.0,-197600000.0,-197600000.0,0.0,-37000000.0,-37000000.0,700000.0,,,0.0,0.0,-37700000.0,230700000.0,230700000.0,22700000.0,-4200000.0,-31100000.0,-9700000.0,-9700000.0,-21400000.0,-21400000.0,10800000.0,47200000.0,47200000.0,2800000.0,9800000.0,19400000.0,0.0,-29400000.0,-29400000.0,98000000.0,98000000.0,-1000000.0,-3000000.0,108400000.0,2023-09-30
201000000.0,-200000.0,-188100000.0,0.0,,-50600000.0,52800000.0,29100000.0,287700000.0,260700000.0,9500000.0,17500000.0,-184100000.0,-184100000.0,0.0,4200000.0,0.0,0.0,-200000.0,-200000.0,,-188100000.0,-188100000.0,-188100000.0,0.0,-50000000.0,-50000000.0,600000.0,0.0,0.0,0.0,0.0,-50600000.0,251600000.0,251600000.0,97000000.0,87100000.0,-33200000.0,10600000.0,10600000.0,-43800000.0,-43800000.0,21200000.0,21900000.0,21900000.0,1500000.0,8800000.0,22000000.0,0.0,-78300000.0,-78300000.0,100600000.0,100600000.0,1500000.0,500000.0,98500000.0,2023-12-31
106900000.0,-6600000.0,-210300000.0,41200000.0,,-34700000.0,70500000.0,17100000.0,259200000.0,287700000.0,-5700000.0,-22800000.0,-130200000.0,-130200000.0,,45500000.0,,,-6600000.0,-6600000.0,,-169100000.0,-169100000.0,-210300000.0,41200000.0,-34200000.0,-34200000.0,500000.0,,,,,-34700000.0,141600000.0,141600000.0,-52100000.0,9300000.0,-53100000.0,-9500000.0,-9500000.0,-43600000.0,-43600000.0,-11000000.0,2700000.0,2700000.0,7100000.0,12700000.0,24000000.0,,-17900000.0,-17900000.0,99600000.0,99600000.0,7800000.0,5300000.0,60400000.0,2024-03-31
