treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,inventories_adjustments_allowances,other_inventories
7683084.0,31642832.0,39325916.0,1217256000.0,1677028000.0,-652255000.0,3387031000.0,759402000.0,-652255000.0,219703000.0,1929706000.0,3346963000.0,1929706000.0,1929706000.0,-21920000.0,-21920000.0,692799000.0,1756665000.0,887367000.0,393000.0,393000.0,0.0,2677125000.0,1887486000.0,2349000.0,251481000.0,251481000.0,1573873000.0,156616000.0,1417257000.0,59783000.0,789639000.0,21940000.0,21940000.0,103155000.0,63087000.0,40068000.0,40068000.0,664544000.0,161009000.0,12146000.0,503535000.0,16421000.0,,487114000.0,4606831000.0,3057790000.0,16453000.0,2581961000.0,614967000.0,1966994000.0,459376000.0,-340692000.0,800068000.0,363213000.0,382034000.0,47384000.0,7437000.0,0.0,1549041000.0,34257000.0,438644000.0,836071000.0,836071000.0,-16281000.0,852352000.0,240069000.0,240069000.0,2022-12-31,,
7715678.0,31750010.0,39465688.0,1114524000.0,1672691000.0,-534933000.0,3513446000.0,861584000.0,-534933000.0,224389000.0,2065144000.0,3471075000.0,2065144000.0,2065144000.0,-20167000.0,,699149000.0,1892535000.0,891530000.0,395000.0,395000.0,0.0,2635770000.0,1884527000.0,5259000.0,252044000.0,252044000.0,1565758000.0,159827000.0,1405931000.0,61466000.0,751243000.0,20738000.0,20738000.0,106933000.0,64562000.0,42371000.0,42371000.0,623572000.0,116019000.0,3193000.0,507553000.0,56590000.0,40740000.0,450963000.0,4700914000.0,3088087000.0,16483000.0,2600077000.0,607683000.0,1992394000.0,471527000.0,,471527000.0,471527000.0,,,,,1612827000.0,22861000.0,422229000.0,833959000.0,833959000.0,-16007000.0,849966000.0,333778000.0,333778000.0,2023-03-31,,
7715678.0,31757620.0,39473298.0,913609000.0,1657169000.0,-349609000.0,3677982000.0,1036253000.0,-349609000.0,217233000.0,2238046000.0,3632840000.0,2238046000.0,2238046000.0,-15884000.0,,699149000.0,2056935000.0,895749000.0,395000.0,395000.0,0.0,2619900000.0,1861557000.0,1541000.0,254777000.0,254777000.0,1548022000.0,153228000.0,1394794000.0,57217000.0,758343000.0,16332000.0,16332000.0,109147000.0,64005000.0,45142000.0,45142000.0,632864000.0,148497000.0,11978000.0,484367000.0,15765000.0,,468602000.0,4857946000.0,3063350000.0,12905000.0,2587655000.0,595706000.0,1991949000.0,462790000.0,,462790000.0,462790000.0,,,,,1794596000.0,25556000.0,385049000.0,857664000.0,857664000.0,-16778000.0,874442000.0,526327000.0,526327000.0,2023-06-30,,
7715678.0,31774264.0,39489942.0,816162000.0,1655029000.0,-238890000.0,3839601000.0,1128115000.0,-238890000.0,223255000.0,2407827000.0,3791544000.0,2407827000.0,2407827000.0,-18892000.0,,699149000.0,2224537000.0,900936000.0,395000.0,395000.0,0.0,2606263000.0,1852593000.0,1548000.0,252419000.0,252419000.0,1540283000.0,156566000.0,1383717000.0,58343000.0,753670000.0,16422000.0,16422000.0,114746000.0,66689000.0,48057000.0,48057000.0,622502000.0,146862000.0,3365000.0,475640000.0,19800000.0,,455840000.0,5014090000.0,3132305000.0,11300000.0,2646717000.0,606940000.0,2039777000.0,474288000.0,,474288000.0,474288000.0,,,,,1881785000.0,38104000.0,357179000.0,870890000.0,870890000.0,-17880000.0,888770000.0,615612000.0,615612000.0,2023-09-30,,
7715998.0,31776039.0,39492037.0,571502000.0,1638127000.0,-69971000.0,3983722000.0,1277706000.0,-69971000.0,218060000.0,2563655000.0,3936683000.0,2563655000.0,2563655000.0,-14665000.0,-14665000.0,699327000.0,2370919000.0,906334000.0,394000.0,394000.0,0.0,2599196000.0,1827658000.0,1554000.0,243930000.0,243930000.0,1523391000.0,150363000.0,1373028000.0,58783000.0,771538000.0,18365000.0,18365000.0,114736000.0,67697000.0,47039000.0,47039000.0,638437000.0,151850000.0,12139000.0,486587000.0,17002000.0,,469585000.0,5162851000.0,3113607000.0,10865000.0,2633626000.0,591058000.0,2042568000.0,469116000.0,,469116000.0,469116000.0,,,,,2049244000.0,36939000.0,364731000.0,799009000.0,799009000.0,-23948000.0,822957000.0,848565000.0,848565000.0,2023-12-31,-10700000.0,375431000.0
