tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-28834302.325581,0.264535,643300000.0,-109000000.0,-109000000.0,297200000.0,72100000.0,2337600000.0,534300000.0,462200000.0,-24000000.0,49400000.0,25400000.0,377365697.674419,297200000.0,2439600000.0,444600000.0,392100000.0,387900000.0,0.76,0.77,297200000.0,297200000.0,297200000.0,-8700000.0,305900000.0,305900000.0,2300000.0,109200000.0,412800000.0,-109500000.0,-500000.0,-109000000.0,-7300000.0,101700000.0,-24000000.0,49400000.0,25400000.0,546300000.0,102000000.0,72100000.0,72100000.0,29900000.0,648300000.0,2337600000.0,2985900000.0,2985900000.0,2022-12-31
-1180963.855422,0.203614,294100000.0,-5800000.0,-5800000.0,126000000.0,66500000.0,2251700000.0,288300000.0,221800000.0,-15600000.0,55800000.0,40200000.0,130619036.144578,126000000.0,2331100000.0,188300000.0,387400000.0,385800000.0,0.33,0.33,126000000.0,126000000.0,126000000.0,-6100000.0,132100000.0,132100000.0,-100000.0,33800000.0,166000000.0,-8300000.0,-2500000.0,-5800000.0,-4200000.0,1600000.0,-15600000.0,55800000.0,40200000.0,189900000.0,79400000.0,66500000.0,66500000.0,12900000.0,269300000.0,2251700000.0,2521000000.0,2521000000.0,2023-03-31
-34242.64178,0.038047,409200000.0,-900000.0,-900000.0,265500000.0,66500000.0,2277100000.0,408300000.0,341800000.0,-27700000.0,63200000.0,35500000.0,266365757.35822,265500000.0,2357500000.0,310700000.0,387700000.0,385700000.0,0.68,0.69,265500000.0,265500000.0,265500000.0,-3200000.0,268700000.0,268700000.0,700000.0,10600000.0,278600000.0,-2700000.0,-1800000.0,-900000.0,-2600000.0,-1700000.0,-27700000.0,63200000.0,35500000.0,309000000.0,80400000.0,66500000.0,66500000.0,13900000.0,389400000.0,2277100000.0,2666500000.0,2666500000.0,2023-06-30
-3099410.89838,0.269514,475700000.0,-11500000.0,-11500000.0,243700000.0,66000000.0,2219400000.0,464200000.0,398200000.0,-23600000.0,58700000.0,35100000.0,252100589.10162,243700000.0,2302300000.0,376800000.0,385500000.0,383600000.0,0.63,0.64,243700000.0,243700000.0,243700000.0,-2000000.0,245700000.0,245700000.0,-2300000.0,91500000.0,339500000.0,-13100000.0,-1600000.0,-11500000.0,-12100000.0,-600000.0,-23600000.0,58700000.0,35100000.0,376200000.0,82900000.0,66000000.0,66000000.0,16900000.0,459100000.0,2219400000.0,2678500000.0,2678500000.0,2023-09-30
8961051.450553,0.248918,714600000.0,36000000.0,36000000.0,463200000.0,65300000.0,2326900000.0,750600000.0,685300000.0,-17900000.0,61400000.0,43500000.0,436161051.450553,463200000.0,2415700000.0,606800000.0,383400000.0,381400000.0,1.21,1.21,463200000.0,463200000.0,463200000.0,-8400000.0,471600000.0,471600000.0,3000000.0,155300000.0,623900000.0,34200000.0,-1800000.0,36000000.0,36800000.0,800000.0,-17900000.0,61400000.0,43500000.0,607600000.0,88800000.0,65300000.0,65300000.0,23500000.0,696400000.0,2326900000.0,3023300000.0,3023300000.0,2023-12-31
-2179452.054795,0.294521,296000000.0,-7400000.0,-7400000.0,110400000.0,65200000.0,2207900000.0,288600000.0,223400000.0,-14100000.0,62800000.0,48700000.0,115620547.945205,110400000.0,2311100000.0,184200000.0,380600000.0,378400000.0,0.29,0.29,110400000.0,110400000.0,110400000.0,-3200000.0,113600000.0,113600000.0,300000.0,47300000.0,160600000.0,-10100000.0,-2700000.0,-7400000.0,-6800000.0,600000.0,-14100000.0,62800000.0,48700000.0,184800000.0,103200000.0,65200000.0,65200000.0,38000000.0,288000000.0,2207900000.0,2495900000.0,2495900000.0,2024-03-31
