free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,sale_of_business
1208000000.0,-98500000.0,27800000.0,0.0,-59600000.0,2553100000.0,1775100000.0,60800000.0,717200000.0,-246500000.0,-246500000.0,-34200000.0,0.0,-112200000.0,-112200000.0,-98500000.0,-98500000.0,-1600000.0,-1600000.0,,0.0,0.0,0.0,-303900000.0,-303900000.0,-12100000.0,0.0,0.0,,-232200000.0,-232200000.0,-59600000.0,1267600000.0,1267600000.0,811500000.0,-43500000.0,33600000.0,1703600000.0,129200000.0,1574400000.0,1574400000.0,,-882200000.0,-882200000.0,115500000.0,12000000.0,-3700000.0,-53000000.0,-53000000.0,72100000.0,72100000.0,7300000.0,7300000.0,305900000.0,2022-12-31,
-580500000.0,-77800000.0,,,-32900000.0,1686800000.0,2553100000.0,-9700000.0,-856600000.0,-274300000.0,-274300000.0,-61300000.0,,-123200000.0,-123200000.0,-77800000.0,-77800000.0,-12000000.0,-12000000.0,,,,,-34700000.0,-34700000.0,2200000.0,0.0,0.0,,-4000000.0,-4000000.0,-32900000.0,-547600000.0,-547600000.0,-785500000.0,-79800000.0,-108600000.0,-2026200000.0,-227900000.0,-1798300000.0,-1798300000.0,,1429100000.0,1429100000.0,9900000.0,11100000.0,-100000.0,14200000.0,14200000.0,66500000.0,66500000.0,4200000.0,4200000.0,132100000.0,2023-03-31,
-81600000.0,-50200000.0,,,-46400000.0,1636400000.0,1686800000.0,-4000000.0,-46400000.0,109800000.0,109800000.0,-17900000.0,,-119400000.0,-119400000.0,-50200000.0,-50200000.0,297300000.0,1000000.0,,,,,-121000000.0,-121000000.0,3600000.0,-75900000.0,21700000.0,,-2300000.0,-2300000.0,-46400000.0,-35200000.0,-35200000.0,-350800000.0,-75400000.0,,94200000.0,13100000.0,81100000.0,81100000.0,,-405900000.0,-405900000.0,4900000.0,12800000.0,3300000.0,-43200000.0,-43200000.0,66500000.0,66500000.0,2600000.0,2600000.0,268700000.0,2023-06-30,
194900000.0,-91000000.0,-7000000.0,0.0,-47800000.0,1583700000.0,1636400000.0,-21300000.0,-31400000.0,-225500000.0,-225500000.0,-8900000.0,,-118600000.0,-118600000.0,-91000000.0,-91000000.0,-7000000.0,-7000000.0,-7000000.0,0.0,,0.0,-48600000.0,-48600000.0,-800000.0,0.0,0.0,0.0,0.0,0.0,-47800000.0,242700000.0,242700000.0,-123200000.0,7200000.0,,21500000.0,64500000.0,-43000000.0,-43000000.0,9500000.0,-172700000.0,-172700000.0,4400000.0,12100000.0,2100000.0,23500000.0,23500000.0,66000000.0,66000000.0,12100000.0,12100000.0,245700000.0,2023-09-30,
842600000.0,-131200000.0,9300000.0,0.0,-52200000.0,2395100000.0,1583700000.0,42000000.0,769400000.0,-244300000.0,-244300000.0,-4500000.0,,-117900000.0,-117900000.0,-131200000.0,-131200000.0,9300000.0,9800000.0,9800000.0,-500000.0,,0.0,118900000.0,118900000.0,-1700000.0,114100000.0,114100000.0,0.0,58700000.0,0.0,-52200000.0,894800000.0,894800000.0,362800000.0,-78000000.0,-53500000.0,1894700000.0,86700000.0,1808000000.0,1808000000.0,16800000.0,-1417200000.0,-1417200000.0,8700000.0,10700000.0,1900000.0,10600000.0,10600000.0,65300000.0,65300000.0,-36800000.0,-36800000.0,471600000.0,2023-12-31,
-192500000.0,-62400000.0,-20400000.0,,-35100000.0,1940600000.0,2395100000.0,-20000000.0,-434500000.0,-227100000.0,-227100000.0,-17700000.0,,-126600000.0,-126600000.0,-62400000.0,-62400000.0,-20400000.0,-20400000.0,-20400000.0,,,,-50000000.0,-50000000.0,1500000.0,,,,-16400000.0,-16400000.0,-35100000.0,-157400000.0,-157400000.0,-376300000.0,-6000000.0,38700000.0,-1707000000.0,-174400000.0,-1532600000.0,-1532600000.0,-125400000.0,1423400000.0,1423400000.0,9200000.0,16400000.0,1700000.0,6000000.0,6000000.0,65200000.0,65200000.0,6800000.0,6800000.0,113600000.0,2024-03-31,
