treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,prepaid_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
3100000.0,386500000.0,389600000.0,370300000.0,4531600000.0,-2220800000.0,6563500000.0,342000000.0,-2220800000.0,1616000000.0,3647900000.0,6518600000.0,3744300000.0,96400000.0,3647900000.0,-960400000.0,-960400000.0,120200000.0,3632100000.0,1057500000.0,38900000.0,38900000.0,15100700000.0,5117500000.0,572600000.0,294100000.0,4250800000.0,1380100000.0,2870700000.0,9983200000.0,,680000000.0,680000000.0,280800000.0,235900000.0,44900000.0,600000.0,44300000.0,9022400000.0,722400000.0,37300000.0,8300000000.0,64700000.0,64700000.0,8235300000.0,18845000000.0,8519800000.0,464500000.0,271700000.0,271700000.0,5868700000.0,818100000.0,5050600000.0,1914900000.0,-1244800000.0,3159700000.0,528600000.0,1277500000.0,1222200000.0,131400000.0,0.0,10325200000.0,435000000.0,5900000.0,,7339000000.0,7339000000.0,-48600000.0,7387600000.0,2545300000.0,,2545300000.0,2022-12-31
3100000.0,388700000.0,391800000.0,1221700000.0,4476300000.0,-2300000000.0,6459100000.0,210900000.0,-2300000000.0,1576500000.0,3559300000.0,6430800000.0,3658400000.0,99100000.0,3559300000.0,-936600000.0,-936600000.0,198000000.0,3638100000.0,1016700000.0,39100000.0,39100000.0,13005700000.0,5045700000.0,619700000.0,212600000.0,4213400000.0,1341900000.0,2871500000.0,7960000000.0,5200000.0,692800000.0,692800000.0,262900000.0,234600000.0,28300000.0,600000.0,27700000.0,6999100000.0,517100000.0,38500000.0,6482000000.0,21400000.0,21400000.0,6460600000.0,16664100000.0,8493200000.0,470300000.0,284200000.0,284200000.0,5859300000.0,798300000.0,5061000000.0,1879400000.0,-1279400000.0,3158800000.0,,3158800000.0,,,,8170900000.0,540400000.0,5900000.0,,5946500000.0,5946500000.0,-47300000.0,5993800000.0,1678100000.0,,1678100000.0,2023-03-31
3100000.0,388900000.0,392000000.0,1567800000.0,4756300000.0,-2178000000.0,6882200000.0,285700000.0,-2178000000.0,1560400000.0,3686300000.0,6601700000.0,3791300000.0,105000000.0,3686300000.0,-922700000.0,-922700000.0,248200000.0,3782800000.0,1035200000.0,39200000.0,39200000.0,13318700000.0,4963400000.0,515500000.0,215600000.0,4232300000.0,1316900000.0,2915400000.0,8355300000.0,5300000.0,690500000.0,690500000.0,524000000.0,243500000.0,280500000.0,250300000.0,30200000.0,7135500000.0,546100000.0,42500000.0,6589400000.0,16200000.0,16200000.0,6573200000.0,17110000000.0,8469000000.0,447400000.0,287000000.0,287000000.0,5864300000.0,785900000.0,5078400000.0,1870300000.0,-1234800000.0,3105100000.0,,3105100000.0,,,,8641000000.0,61300000.0,6000000.0,456900000.0,6385900000.0,6385900000.0,-47700000.0,6433600000.0,1730900000.0,102800000.0,1628100000.0,2023-06-30
9200000.0,383000000.0,392200000.0,1622300000.0,4692900000.0,-2138400000.0,6877400000.0,319200000.0,-2138400000.0,1495700000.0,3680200000.0,6596400000.0,3777700000.0,97500000.0,3680200000.0,-982500000.0,-982500000.0,340400000.0,3911100000.0,1052800000.0,39200000.0,39200000.0,13249600000.0,4923400000.0,543400000.0,216800000.0,4163200000.0,1247000000.0,2916200000.0,8326200000.0,27400000.0,688400000.0,688400000.0,529700000.0,248700000.0,281000000.0,250000000.0,31000000.0,7080700000.0,597500000.0,59800000.0,6483200000.0,34800000.0,34800000.0,6448400000.0,17027300000.0,8381900000.0,464400000.0,289200000.0,289200000.0,5818600000.0,763500000.0,5055100000.0,1809700000.0,-1249800000.0,3059500000.0,,3059500000.0,,,,8645400000.0,73800000.0,9900000.0,420700000.0,6464300000.0,6464300000.0,-46800000.0,6511100000.0,1676700000.0,101800000.0,1574900000.0,2023-09-30
4300000.0,378700000.0,383000000.0,815700000.0,4671200000.0,-1881900000.0,7144400000.0,619500000.0,-1881900000.0,1469400000.0,3942600000.0,6860100000.0,4046100000.0,103500000.0,3942600000.0,-946200000.0,-946200000.0,132500000.0,4254500000.0,728500000.0,38300000.0,38300000.0,15221200000.0,4890300000.0,532400000.0,223600000.0,4134300000.0,1216800000.0,2917500000.0,10330900000.0,48500000.0,684700000.0,684700000.0,536900000.0,252600000.0,284300000.0,250100000.0,34200000.0,9060800000.0,649000000.0,40200000.0,8411800000.0,56800000.0,56800000.0,8355000000.0,19267300000.0,8316900000.0,428100000.0,265000000.0,265000000.0,5824500000.0,743600000.0,5080900000.0,1799300000.0,-1224900000.0,3024200000.0,507000000.0,1162600000.0,1217900000.0,136700000.0,0.0,10950400000.0,128600000.0,21900000.0,415800000.0,7998000000.0,7998000000.0,-46400000.0,8044400000.0,2386100000.0,,2386100000.0,2023-12-31
6200000.0,377300000.0,383500000.0,1259300000.0,4619800000.0,-1961900000.0,7014600000.0,527600000.0,-1961900000.0,1429300000.0,3824100000.0,6742500000.0,3919100000.0,95000000.0,3824100000.0,-995700000.0,-995700000.0,195400000.0,4239100000.0,737800000.0,38300000.0,38300000.0,13367000000.0,4868700000.0,575200000.0,193700000.0,4099800000.0,1181400000.0,2918400000.0,8498300000.0,13000000.0,707700000.0,707700000.0,520000000.0,247900000.0,272100000.0,250200000.0,21900000.0,7257600000.0,492000000.0,60700000.0,6765600000.0,35900000.0,35900000.0,6729700000.0,17286100000.0,8260200000.0,441600000.0,277500000.0,277500000.0,5786000000.0,722300000.0,5063700000.0,1755100000.0,-1247400000.0,3002500000.0,,3002500000.0,,,,9025900000.0,88000000.0,7800000.0,524300000.0,6474600000.0,6474600000.0,-45100000.0,6519700000.0,1931200000.0,,1931200000.0,2024-03-31
