tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
421888.0,0.256,114263000.0,1648000.0,1648000.0,30997000.0,42046000.0,1043474000.0,115911000.0,73865000.0,-33679000.0,32637000.0,29770888.0,30997000.0,2218434000.0,58640000.0,132759877.0,132224802.0,0.23,0.23,30526000.0,0.0,30526000.0,471000.0,30997000.0,308000.0,30689000.0,30689000.0,10539000.0,41228000.0,16267000.0,14619000.0,1648000.0,-33679000.0,1042000.0,32637000.0,58640000.0,1174960000.0,710526000.0,42046000.0,42046000.0,422388000.0,422388000.0,422388000.0,1233600000.0,1043474000.0,2277074000.0,2277074000.0,2022-12-31
245634.392523,0.087477,3185000.0,2808000.0,2808000.0,-68422000.0,44284000.0,1128913000.0,5993000.0,-38291000.0,-37630000.0,36609000.0,-70984365.607477,-68422000.0,2476169000.0,-42908000.0,,,,,-65821000.0,,-65816000.0,,-68422000.0,-74000.0,-68348000.0,-68348000.0,-6552000.0,-74900000.0,5638000.0,2830000.0,2808000.0,-37630000.0,1021000.0,36609000.0,-42908000.0,1347256000.0,,44284000.0,44284000.0,3372705000.0,3372705000.0,3372705000.0,1304348000.0,1128913000.0,2433261000.0,2433261000.0,2023-03-31
702896.0,0.197,277162000.0,3568000.0,3568000.0,161388000.0,41847000.0,1251916000.0,280730000.0,238883000.0,-39042000.0,38015000.0,158522896.0,161388000.0,2420068000.0,234418000.0,131530633.0,131031979.0,1.22,1.22,161388000.0,,161388000.0,,161388000.0,0.0,161388000.0,161388000.0,39480000.0,200868000.0,5492000.0,1924000.0,3568000.0,-39042000.0,1027000.0,38015000.0,234418000.0,1168152000.0,812304000.0,41847000.0,41847000.0,314001000.0,314001000.0,314001000.0,1402570000.0,1251916000.0,2654486000.0,2654486000.0,2023-06-30
903288.0,0.244,310234000.0,3702000.0,3702000.0,170718000.0,40907000.0,1232712000.0,313936000.0,273029000.0,-48458000.0,47240000.0,167919288.0,170718000.0,2399293000.0,266989000.0,131133145.0,130792215.0,1.29,1.29,169280000.0,-1438000.0,170718000.0,1441000.0,170718000.0,0.0,170718000.0,170718000.0,55071000.0,225789000.0,7258000.0,3556000.0,3702000.0,-48458000.0,1218000.0,47240000.0,266989000.0,1166581000.0,,40907000.0,40907000.0,1125674000.0,1125674000.0,1125674000.0,1433570000.0,1232712000.0,2666282000.0,2666282000.0,2023-09-30
1146108.0,0.298,293744000.0,3846000.0,3846000.0,145644000.0,41113000.0,1180961000.0,297590000.0,256477000.0,-50428000.0,49093000.0,142944108.0,145644000.0,2322243000.0,247558000.0,130489050.0,130121092.0,1.11,1.11,144433000.0,2000.0,144431000.0,1213000.0,145644000.0,0.0,145644000.0,145644000.0,61740000.0,207384000.0,10254000.0,6408000.0,3846000.0,-50428000.0,1335000.0,49093000.0,247558000.0,1141282000.0,799896000.0,41113000.0,41113000.0,300273000.0,300273000.0,300273000.0,1388840000.0,1180961000.0,2569801000.0,2569801000.0,2023-12-31
