treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_accounts_receivable,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,prepaid_assets,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
32907013.0,132355835.0,165262848.0,2450772000.0,3076467000.0,-1846766000.0,4027390000.0,702647000.0,-1846766000.0,254756000.0,1205679000.0,3986140000.0,1205679000.0,0.0,1205679000.0,22079000.0,1733690000.0,2182615000.0,733022000.0,1653000.0,1653000.0,5140050000.0,3557331000.0,151828000.0,425603000.0,425603000.0,2979900000.0,199439000.0,2780461000.0,1582719000.0,47818000.0,21619000.0,21619000.0,96567000.0,55317000.0,41250000.0,41250000.0,430135000.0,986580000.0,504335000.0,482245000.0,482245000.0,6345729000.0,4060363000.0,221688000.0,343939000.0,343939000.0,58945000.0,3052445000.0,714861000.0,2337584000.0,383346000.0,,383346000.0,,383346000.0,,,2285366000.0,106651000.0,,1807776000.0,-63000.0,1183522000.0,624317000.0,370939000.0,370939000.0,2022-12-31
34234744.0,131637588.0,165872332.0,2407283000.0,3061527000.0,-2032012000.0,3804147000.0,391004000.0,-2032012000.0,249382000.0,992002000.0,3762897000.0,992002000.0,0.0,992002000.0,29333000.0,1859905000.0,2051455000.0,769460000.0,1659000.0,1659000.0,5558650000.0,3661596000.0,139934000.0,552623000.0,552623000.0,2969039000.0,198144000.0,2770895000.0,1897054000.0,23726000.0,18995000.0,18995000.0,92488000.0,51238000.0,41250000.0,41250000.0,445205000.0,1316640000.0,718832000.0,597808000.0,597808000.0,6550652000.0,4262594000.0,222361000.0,573780000.0,573780000.0,59455000.0,3024014000.0,685615000.0,2338399000.0,382984000.0,-293926000.0,676910000.0,258258000.0,187798000.0,230854000.0,0.0,2288058000.0,,108366000.0,1774830000.0,-318000.0,1223482000.0,551666000.0,404862000.0,404862000.0,2023-03-31
35404913.0,131116370.0,166521283.0,2667943000.0,3119337000.0,-1984498000.0,3894654000.0,415301000.0,-1984498000.0,241754000.0,1017071000.0,3778404000.0,1017071000.0,,1017071000.0,32691000.0,1972886000.0,2150361000.0,805240000.0,1665000.0,1665000.0,5749246000.0,3756791000.0,145644000.0,654341000.0,654341000.0,2956806000.0,195473000.0,2761333000.0,1992455000.0,52754000.0,13635000.0,13635000.0,162531000.0,46281000.0,116250000.0,116250000.0,372506000.0,1391029000.0,818674000.0,572355000.0,572355000.0,6766317000.0,4358561000.0,234214000.0,696602000.0,696602000.0,59733000.0,3001569000.0,657780000.0,2343789000.0,366443000.0,,366443000.0,,366443000.0,,,2407756000.0,98150000.0,,2099966000.0,-66000.0,1354108000.0,745924000.0,209640000.0,209640000.0,2023-06-30
36095259.0,130573866.0,166669125.0,2873106000.0,3656574000.0,-1909446000.0,4502532000.0,1094814000.0,-1909446000.0,226172000.0,1072130000.0,4461282000.0,1072130000.0,,1072130000.0,31892000.0,2054418000.0,2258947000.0,834042000.0,1667000.0,1667000.0,6090479000.0,4484738000.0,145800000.0,769755000.0,769755000.0,3569183000.0,180031000.0,3389152000.0,1605741000.0,11487000.0,14918000.0,14918000.0,87391000.0,46141000.0,41250000.0,41250000.0,435576000.0,1056369000.0,453181000.0,603188000.0,603188000.0,7162609000.0,4462054000.0,238674000.0,833597000.0,833597000.0,59653000.0,2981576000.0,637787000.0,2343789000.0,348554000.0,,348554000.0,,348554000.0,,,2700555000.0,133412000.0,,2009847000.0,-179000.0,1331785000.0,678241000.0,557296000.0,557296000.0,2023-09-30
36860023.0,129939050.0,166799073.0,2819293000.0,3633757000.0,-1876700000.0,4507349000.0,1079527000.0,-1876700000.0,212651000.0,1086243000.0,4455786000.0,1086243000.0,,1086243000.0,25503000.0,2149734000.0,2342770000.0,866036000.0,1668000.0,1668000.0,5388485000.0,3791077000.0,149564000.0,106801000.0,106801000.0,3534712000.0,165169000.0,3369543000.0,1597408000.0,10615000.0,19450000.0,19450000.0,99045000.0,47482000.0,51563000.0,51563000.0,474786000.0,993512000.0,428564000.0,564948000.0,564948000.0,6474728000.0,3797793000.0,244785000.0,195826000.0,195826000.0,56953000.0,2962943000.0,619154000.0,2343789000.0,337286000.0,,337286000.0,,337286000.0,,,2676935000.0,107036000.0,,1968086000.0,-67000.0,1230554000.0,737599000.0,601813000.0,601813000.0,2023-12-31
