free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,net_income_from_continuing_operations,date
410000000.0,-65000000.0,-9000000.0,0.0,-45000000.0,792000000.0,454000000.0,1000000.0,337000000.0,-89000000.0,-89000000.0,1000000.0,2000000.0,-17000000.0,-65000000.0,-65000000.0,-10000000.0,-1000000.0,-9000000.0,-9000000.0,0.0,-29000000.0,-29000000.0,16000000.0,0.0,0.0,-45000000.0,455000000.0,455000000.0,211000000.0,-11000000.0,-16000000.0,6000000.0,121000000.0,5000000.0,116000000.0,116000000.0,-11000000.0,37000000.0,85000000.0,39000000.0,11000000.0,21000000.0,21000000.0,67000000.0,67000000.0,-5000000.0,7000000.0,111000000.0,2022-12-31
-41000000.0,-25000000.0,-176000000.0,,-64000000.0,538000000.0,792000000.0,1000000.0,-255000000.0,-214000000.0,-214000000.0,-2000000.0,6000000.0,-17000000.0,-25000000.0,-25000000.0,-176000000.0,0.0,-176000000.0,-176000000.0,,-64000000.0,-64000000.0,,,,-64000000.0,23000000.0,23000000.0,-250000000.0,16000000.0,-12000000.0,2000000.0,-86000000.0,-19000000.0,-67000000.0,-67000000.0,12000000.0,-45000000.0,-137000000.0,1000000.0,14000000.0,31000000.0,31000000.0,69000000.0,69000000.0,10000000.0,9000000.0,148000000.0,2023-03-31
188000000.0,-100000000.0,0.0,,-41000000.0,536000000.0,538000000.0,-1000000.0,-1000000.0,-189000000.0,-189000000.0,-74000000.0,3000000.0,-18000000.0,-100000000.0,-100000000.0,0.0,0.0,0.0,0.0,,-41000000.0,-41000000.0,,,,-41000000.0,229000000.0,229000000.0,-81000000.0,15000000.0,-7000000.0,-1000000.0,-9000000.0,4000000.0,-13000000.0,-13000000.0,-21000000.0,-54000000.0,-4000000.0,2000000.0,12000000.0,26000000.0,26000000.0,67000000.0,67000000.0,10000000.0,10000000.0,193000000.0,2023-06-30
132000000.0,-25000000.0,-200000000.0,,-59000000.0,425000000.0,536000000.0,-1000000.0,-110000000.0,-243000000.0,-243000000.0,-2000000.0,1000000.0,-17000000.0,-25000000.0,-25000000.0,-200000000.0,0.0,-200000000.0,-200000000.0,,-58000000.0,-58000000.0,,,,-59000000.0,191000000.0,191000000.0,-127000000.0,-14000000.0,-8000000.0,-3000000.0,20000000.0,-3000000.0,23000000.0,23000000.0,-3000000.0,-49000000.0,-70000000.0,5000000.0,13000000.0,35000000.0,35000000.0,68000000.0,68000000.0,9000000.0,9000000.0,188000000.0,2023-09-30
403000000.0,-100000000.0,-500000000.0,,-55000000.0,610000000.0,425000000.0,1000000.0,184000000.0,-222000000.0,-222000000.0,-2000000.0,1000000.0,-21000000.0,-100000000.0,-100000000.0,-100000000.0,0.0,-100000000.0,-500000000.0,,-52000000.0,-52000000.0,1000000.0,,,-55000000.0,458000000.0,458000000.0,113000000.0,-24000000.0,-7000000.0,-2000000.0,105000000.0,55000000.0,50000000.0,50000000.0,-12000000.0,6000000.0,47000000.0,-18000000.0,11000000.0,16000000.0,16000000.0,68000000.0,68000000.0,32000000.0,9000000.0,236000000.0,2023-12-31
