preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,inventory,finished_goods,work_in_process,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,current_debt,other_current_borrowings
546024.0,412155057.0,412155057.0,3371000000.0,4277000000.0,-988000000.0,7708000000.0,1661000000.0,-933000000.0,115000000.0,3546000000.0,55000000.0,7763000000.0,3601000000.0,0.0,3601000000.0,-1841000000.0,-1841000000.0,1028000000.0,3947000000.0,467000000.0,412000000.0,55000000.0,6654000000.0,5172000000.0,185000000.0,742000000.0,742000000.0,4245000000.0,83000000.0,4162000000.0,1482000000.0,170000000.0,32000000.0,32000000.0,195000000.0,1085000000.0,75000000.0,75000000.0,1010000000.0,48000000.0,962000000.0,10255000000.0,7112000000.0,81000000.0,54000000.0,54000000.0,4534000000.0,521000000.0,4013000000.0,2443000000.0,-2858000000.0,5301000000.0,179000000.0,111000000.0,3941000000.0,986000000.0,84000000.0,0.0,3143000000.0,206000000.0,,,1609000000.0,490000000.0,748000000.0,371000000.0,537000000.0,31000000.0,506000000.0,-1000000.0,507000000.0,791000000.0,791000000.0,2022-12-31,,,
546024.0,411810073.0,411810073.0,3451000000.0,4100000000.0,-836000000.0,7694000000.0,1654000000.0,-781000000.0,112000000.0,3706000000.0,55000000.0,7749000000.0,3761000000.0,,3761000000.0,-1806000000.0,-1806000000.0,1159000000.0,3941000000.0,467000000.0,412000000.0,55000000.0,6413000000.0,5010000000.0,210000000.0,733000000.0,733000000.0,4067000000.0,79000000.0,3988000000.0,1403000000.0,173000000.0,33000000.0,33000000.0,193000000.0,1004000000.0,63000000.0,63000000.0,941000000.0,64000000.0,877000000.0,10174000000.0,7117000000.0,195000000.0,59000000.0,59000000.0,4542000000.0,518000000.0,4024000000.0,2321000000.0,-2919000000.0,5240000000.0,172000000.0,997000000.0,3986000000.0,997000000.0,85000000.0,0.0,3057000000.0,,1000000.0,186000000.0,1662000000.0,501000000.0,782000000.0,379000000.0,671000000.0,16000000.0,655000000.0,-1000000.0,656000000.0,537000000.0,537000000.0,2023-03-31,,,
546024.0,412169561.0,412169561.0,3454000000.0,4100000000.0,-819000000.0,7709000000.0,1718000000.0,-764000000.0,111000000.0,3720000000.0,55000000.0,7764000000.0,3775000000.0,,3775000000.0,-1808000000.0,-1808000000.0,1334000000.0,3782000000.0,467000000.0,412000000.0,55000000.0,6458000000.0,5048000000.0,250000000.0,732000000.0,732000000.0,4066000000.0,77000000.0,3989000000.0,1410000000.0,135000000.0,34000000.0,34000000.0,209000000.0,1032000000.0,73000000.0,73000000.0,959000000.0,78000000.0,881000000.0,10233000000.0,7105000000.0,195000000.0,52000000.0,52000000.0,4539000000.0,513000000.0,4026000000.0,2319000000.0,-2962000000.0,5281000000.0,190000000.0,1001000000.0,4005000000.0,1001000000.0,85000000.0,0.0,3128000000.0,207000000.0,1000000.0,206000000.0,1715000000.0,488000000.0,800000000.0,427000000.0,671000000.0,14000000.0,657000000.0,-1000000.0,658000000.0,535000000.0,535000000.0,2023-06-30,,,
546024.0,411742755.0,411742755.0,3370000000.0,3909000000.0,-697000000.0,7611000000.0,1657000000.0,-642000000.0,115000000.0,3817000000.0,55000000.0,7666000000.0,3872000000.0,,3872000000.0,-1850000000.0,-1850000000.0,1485000000.0,3770000000.0,467000000.0,412000000.0,55000000.0,6294000000.0,4840000000.0,247000000.0,716000000.0,716000000.0,3877000000.0,83000000.0,3794000000.0,1454000000.0,157000000.0,32000000.0,32000000.0,240000000.0,1025000000.0,58000000.0,58000000.0,967000000.0,73000000.0,894000000.0,10166000000.0,7055000000.0,88000000.0,45000000.0,45000000.0,4514000000.0,507000000.0,4007000000.0,2408000000.0,-2993000000.0,5401000000.0,201000000.0,112000000.0,4002000000.0,1000000000.0,86000000.0,0.0,3111000000.0,,1000000.0,211000000.0,1748000000.0,446000000.0,857000000.0,445000000.0,727000000.0,13000000.0,714000000.0,-1000000.0,715000000.0,424000000.0,424000000.0,2023-09-30,,,
546024.0,409914461.0,409914461.0,3096000000.0,3835000000.0,-558000000.0,7688000000.0,1532000000.0,-503000000.0,129000000.0,3982000000.0,55000000.0,7537000000.0,4037000000.0,,4037000000.0,-1830000000.0,-1830000000.0,1720000000.0,3682000000.0,465000000.0,410000000.0,55000000.0,6391000000.0,4607000000.0,254000000.0,756000000.0,756000000.0,3597000000.0,97000000.0,3500000000.0,1784000000.0,168000000.0,238000000.0,32000000.0,263000000.0,1115000000.0,65000000.0,65000000.0,1050000000.0,68000000.0,982000000.0,10428000000.0,7112000000.0,70000000.0,46000000.0,46000000.0,4540000000.0,505000000.0,4035000000.0,2456000000.0,-3081000000.0,5537000000.0,224000000.0,128000000.0,4079000000.0,1018000000.0,88000000.0,0.0,3316000000.0,249000000.0,,,1765000000.0,451000000.0,891000000.0,423000000.0,692000000.0,17000000.0,675000000.0,0.0,675000000.0,610000000.0,610000000.0,2023-12-31,0.0,206000000.0,206000000.0
