treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,preferred_securities_outside_stock_equity,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,current_notes_payable,payables_and_accrued_expenses,payables,accounts_payable,total_assets,investments_and_advances,long_term_equity_investment,investments_in_other_ventures_under_equity_method,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,prepaid_assets,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,other_current_borrowings
31781758.0,414594856.0,446376614.0,12865000000.0,14877000000.0,25216000000.0,65417000000.0,25216000000.0,50540000000.0,64942000000.0,50540000000.0,,50540000000.0,-10193000000.0,-10193000000.0,5113000000.0,48334000000.0,7166000000.0,10346000000.0,10346000000.0,148604000000.0,308000000.0,292000000.0,292000000.0,14402000000.0,14402000000.0,475000000.0,475000000.0,475000000.0,23382000000.0,23382000000.0,23382000000.0,199144000000.0,102732000000.0,2877000000.0,2877000000.0,25324000000.0,9037000000.0,16287000000.0,3140000000.0,31137000000.0,31137000000.0,92192000000.0,90180000000.0,2012000000.0,2022-12-31,
32217934.0,414158680.0,446376614.0,12087000000.0,14375000000.0,27845000000.0,67362000000.0,27845000000.0,52987000000.0,67362000000.0,52987000000.0,,52987000000.0,-8895000000.0,-8895000000.0,5341000000.0,50197000000.0,6680000000.0,10346000000.0,10346000000.0,148428000000.0,308000000.0,541000000.0,541000000.0,14375000000.0,14375000000.0,0.0,0.0,0.0,14434000000.0,14434000000.0,14434000000.0,201415000000.0,105152000000.0,3728000000.0,3728000000.0,25142000000.0,8967000000.0,16175000000.0,3166000000.0,30760000000.0,30760000000.0,94345000000.0,92057000000.0,2288000000.0,2023-03-31,
20760232.0,410691354.0,431451586.0,12196000000.0,14481000000.0,27658000000.0,67356000000.0,27658000000.0,52875000000.0,66657000000.0,52875000000.0,,52875000000.0,-9822000000.0,-9822000000.0,3174000000.0,49467000000.0,16163000000.0,241000000.0,241000000.0,152573000000.0,308000000.0,533000000.0,533000000.0,13782000000.0,13782000000.0,699000000.0,699000000.0,699000000.0,15293000000.0,15293000000.0,15293000000.0,205448000000.0,105471000000.0,3542000000.0,3542000000.0,25217000000.0,8895000000.0,16322000000.0,3599000000.0,32841000000.0,32841000000.0,103171000000.0,100886000000.0,2285000000.0,2023-06-30,
23467247.0,407984339.0,431451586.0,11850000000.0,14436000000.0,22300000000.0,66809000000.0,22300000000.0,52373000000.0,66109000000.0,57504000000.0,5131000000.0,52373000000.0,-11518000000.0,-11518000000.0,3747000000.0,51510000000.0,15887000000.0,241000000.0,241000000.0,165244000000.0,308000000.0,759000000.0,759000000.0,13736000000.0,13736000000.0,700000000.0,700000000.0,700000000.0,16903000000.0,16903000000.0,16903000000.0,222748000000.0,124566000000.0,188000000.0,188000000.0,30073000000.0,10519000000.0,19554000000.0,3514000000.0,33972000000.0,33972000000.0,107806000000.0,105220000000.0,2586000000.0,2023-09-30,
26181949.0,405269637.0,431451586.0,12046000000.0,14495000000.0,29372000000.0,74002000000.0,29372000000.0,59507000000.0,72542000000.0,63691000000.0,4184000000.0,59507000000.0,-6809000000.0,-6809000000.0,4400000000.0,54810000000.0,15665000000.0,241000000.0,241000000.0,166991000000.0,308000000.0,1555000000.0,1555000000.0,13035000000.0,13035000000.0,1460000000.0,1460000000.0,1460000000.0,8302000000.0,8302000000.0,8302000000.0,230682000000.0,131208000000.0,191000000.0,191000000.0,30135000000.0,10449000000.0,19686000000.0,3221000000.0,33611000000.0,33611000000.0,33787000000.0,31338000000.0,2449000000.0,2023-12-31,
25418520.0,406033066.0,431451586.0,13005000000.0,15513000000.0,30513000000.0,76048000000.0,30513000000.0,60535000000.0,73783000000.0,64431000000.0,3896000000.0,60535000000.0,-7386000000.0,-7386000000.0,4461000000.0,56953000000.0,15188000000.0,241000000.0,241000000.0,170436000000.0,309000000.0,1543000000.0,1543000000.0,13248000000.0,13248000000.0,2265000000.0,2265000000.0,,8505000000.0,8505000000.0,8505000000.0,234867000000.0,134154000000.0,,,30022000000.0,10326000000.0,19696000000.0,3241000000.0,33372000000.0,33372000000.0,35891000000.0,33383000000.0,2508000000.0,2024-03-31,2265000000.0
