free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,dividends_received_cfi,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,amortization_of_securities,deferred_tax,deferred_income_tax,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date,issuance_of_debt,long_term_debt_issuance,change_in_other_working_capital
2651000000.0,-111000000.0,,213000000.0,278000000.0,2127000000.0,2264000000.0,69000000.0,-206000000.0,-2405000000.0,-2405000000.0,-19000000.0,66000000.0,-345000000.0,-345000000.0,-111000000.0,-111000000.0,,,,-452000000.0,-452000000.0,-146000000.0,368000000.0,-148000000.0,4763000000.0,-4911000000.0,-526000000.0,-526000000.0,2651000000.0,2651000000.0,-92000000.0,-489000000.0,-489000000.0,-448000000.0,-41000000.0,-41000000.0,1165000000.0,1165000000.0,860000000.0,4000000.0,139000000.0,139000000.0,74000000.0,74000000.0,74000000.0,441000000.0,176000000.0,-276000000.0,,1312000000.0,2022-12-31,,,
2251000000.0,-545000000.0,-475000000.0,99000000.0,219000000.0,2382000000.0,2127000000.0,-2000000.0,257000000.0,-1424000000.0,-1424000000.0,-115000000.0,55000000.0,-345000000.0,-345000000.0,-545000000.0,-545000000.0,-475000000.0,-475000000.0,-475000000.0,-570000000.0,-570000000.0,-172000000.0,273000000.0,-264000000.0,7166000000.0,-7430000000.0,-407000000.0,-407000000.0,2251000000.0,2251000000.0,408000000.0,-271000000.0,-271000000.0,-399000000.0,128000000.0,128000000.0,220000000.0,220000000.0,147000000.0,-14000000.0,9000000.0,9000000.0,72000000.0,72000000.0,72000000.0,-263000000.0,-340000000.0,77000000.0,,1892000000.0,2023-03-31,,,
2515000000.0,-722000000.0,0.0,207000000.0,534000000.0,2375000000.0,2382000000.0,58000000.0,-65000000.0,-888000000.0,-888000000.0,31000000.0,47000000.0,-343000000.0,-343000000.0,-722000000.0,-722000000.0,0.0,0.0,0.0,-1692000000.0,-1692000000.0,-168000000.0,295000000.0,-928000000.0,4953000000.0,-5881000000.0,-891000000.0,-868000000.0,2515000000.0,2515000000.0,444000000.0,433000000.0,433000000.0,599000000.0,-166000000.0,-166000000.0,-1809000000.0,-1809000000.0,14000000.0,-24000000.0,34000000.0,34000000.0,70000000.0,70000000.0,70000000.0,84000000.0,-120000000.0,149000000.0,,1793000000.0,2023-06-30,,,
4680000000.0,-581000000.0,0.0,39000000.0,348000000.0,2778000000.0,2375000000.0,-92000000.0,495000000.0,-1013000000.0,-1013000000.0,40000000.0,38000000.0,-356000000.0,-356000000.0,-581000000.0,-581000000.0,0.0,0.0,0.0,-3172000000.0,-3172000000.0,-213000000.0,370000000.0,-3530000000.0,6004000000.0,-9534000000.0,201000000.0,-38000000.0,4680000000.0,4680000000.0,1860000000.0,-537000000.0,-537000000.0,-569000000.0,32000000.0,32000000.0,-417000000.0,-417000000.0,789000000.0,-42000000.0,-4000000.0,-4000000.0,84000000.0,84000000.0,84000000.0,-45000000.0,-150000000.0,38000000.0,67000000.0,2040000000.0,2023-09-30,,,
3186000000.0,-563000000.0,0.0,208000000.0,364000000.0,2621000000.0,2778000000.0,35000000.0,-192000000.0,-1164000000.0,-1164000000.0,-633000000.0,72000000.0,-350000000.0,-350000000.0,-563000000.0,-563000000.0,0.0,0.0,0.0,-2214000000.0,-2214000000.0,-336000000.0,226000000.0,-1126000000.0,6457000000.0,-7583000000.0,-978000000.0,-762000000.0,3186000000.0,3186000000.0,-449000000.0,-515000000.0,-515000000.0,-521000000.0,,,436000000.0,436000000.0,1176000000.0,-68000000.0,-1163000000.0,-1163000000.0,84000000.0,84000000.0,84000000.0,351000000.0,-257000000.0,547000000.0,61000000.0,3290000000.0,2023-12-31,,,
3220000000.0,-404000000.0,0.0,112000000.0,89000000.0,2651000000.0,2621000000.0,-6000000.0,36000000.0,562000000.0,562000000.0,78000000.0,163000000.0,-349000000.0,-349000000.0,-404000000.0,-404000000.0,996000000.0,996000000.0,0.0,-3746000000.0,-3746000000.0,-382000000.0,177000000.0,-3057000000.0,7037000000.0,-10094000000.0,-484000000.0,-484000000.0,3220000000.0,3220000000.0,1274000000.0,-112000000.0,-112000000.0,-112000000.0,,,266000000.0,266000000.0,163000000.0,-80000000.0,-24000000.0,-24000000.0,80000000.0,80000000.0,80000000.0,-532000000.0,-184000000.0,-479000000.0,131000000.0,2294000000.0,2024-03-31,996000000.0,996000000.0,257000000.0
