free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,pension_and_employee_benefit_expense,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
42100000.0,-156800000.0,-18800000.0,206900000.0,-24200000.0,468600000.0,507900000.0,18000000.0,-57300000.0,-105300000.0,-105300000.0,-14100000.0,13400000.0,-135900000.0,-135900000.0,-156800000.0,-156800000.0,188100000.0,188100000.0,-18800000.0,206900000.0,-18300000.0,-18300000.0,-5100000.0,144800000.0,144800000.0,0.0,-133800000.0,-133800000.0,-24200000.0,66300000.0,66300000.0,-240200000.0,-2500000.0,-29800000.0,-29800000.0,-29800000.0,-175300000.0,-32600000.0,-7000000.0,18400000.0,-140600000.0,57800000.0,57800000.0,28800000.0,28800000.0,29000000.0,-800000.0,-1700000.0,900000.0,378700000.0,2022-12-31
155600000.0,-38400000.0,0.0,-44700000.0,-31500000.0,464600000.0,468600000.0,1300000.0,-5300000.0,-191200000.0,-191200000.0,-7900000.0,35300000.0,-135500000.0,-135500000.0,-38400000.0,-38400000.0,-44700000.0,-44700000.0,0.0,-44700000.0,-1200000.0,-1200000.0,9300000.0,55200000.0,60400000.0,-5200000.0,-34200000.0,-34200000.0,-31500000.0,187100000.0,187100000.0,-239600000.0,29900000.0,-45700000.0,-45700000.0,-45700000.0,-45300000.0,-178500000.0,,23200000.0,-63000000.0,62100000.0,62100000.0,29200000.0,29200000.0,32900000.0,102500000.0,102700000.0,-200000.0,294900000.0,2023-03-31
240100000.0,-61900000.0,-74100000.0,,-41600000.0,452100000.0,464600000.0,10400000.0,-22900000.0,-412700000.0,-412700000.0,-5700000.0,26700000.0,-135500000.0,-135500000.0,-61900000.0,-61900000.0,-236300000.0,-236300000.0,-74100000.0,,108100000.0,108100000.0,-300000.0,150000000.0,150000000.0,0.0,0.0,0.0,-41600000.0,281700000.0,281700000.0,-115900000.0,176600000.0,900000.0,900000.0,900000.0,-89300000.0,-204100000.0,,23400000.0,-85700000.0,62100000.0,62100000.0,28800000.0,28800000.0,33300000.0,-900000.0,-1000000.0,100000.0,398700000.0,2023-06-30
776300000.0,-54400000.0,-782600000.0,,-63200000.0,1080400000.0,452100000.0,-10500000.0,638800000.0,-966400000.0,-966400000.0,-7000000.0,13100000.0,-135500000.0,-135500000.0,-54400000.0,-54400000.0,-782600000.0,-182800000.0,-182800000.0,,765700000.0,765700000.0,-4000000.0,833300000.0,855200000.0,-21900000.0,-400000.0,-400000.0,-63200000.0,839500000.0,839500000.0,475600000.0,270300000.0,144800000.0,144800000.0,144800000.0,14000000.0,46500000.0,,23300000.0,10000000.0,68400000.0,68400000.0,29800000.0,29800000.0,38600000.0,25000000.0,25300000.0,-300000.0,205700000.0,2023-09-30
-35300000.0,-120300000.0,0.0,409000000.0,-67900000.0,439500000.0,1080400000.0,9700000.0,-650600000.0,134200000.0,134200000.0,-22100000.0,11600000.0,-144000000.0,-144000000.0,-120300000.0,-120300000.0,409000000.0,409000000.0,0.0,409000000.0,-817400000.0,-817400000.0,-800000.0,0.0,0.0,,-748700000.0,-748700000.0,-67900000.0,32600000.0,32600000.0,-276900000.0,-329300000.0,-200300000.0,-200300000.0,-200300000.0,-27700000.0,280400000.0,,24200000.0,-3100000.0,76900000.0,76900000.0,38100000.0,38100000.0,38800000.0,-1200000.0,-1400000.0,200000.0,212700000.0,2023-12-31
