treasury_shares_number,ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,derivative_product_liabilities,employee_benefits,long_term_debt_and_capital_lease_obligation,long_term_debt,payables_and_accrued_expenses,payables,other_payable,accounts_payable,total_assets,investments_and_advances,available_for_sale_securities,trading_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,prepaid_assets,receivables,other_receivables,accounts_receivable,other_short_term_investments,cash_and_cash_equivalents,date
33096545.0,214984869.0,248081414.0,3188000000.0,7798000000.0,12924000000.0,7918000000.0,9736000000.0,120000000.0,13044000000.0,9830000000.0,-26000000.0,9856000000.0,-891000000.0,1604000000.0,9254000000.0,2975000000.0,122000000.0,2000000.0,120000000.0,67217000000.0,452000000.0,1281000000.0,3188000000.0,3188000000.0,9431000000.0,9431000000.0,1703000000.0,7728000000.0,77047000000.0,11201000000.0,296000000.0,1112000000.0,1938000000.0,,,970000000.0,,970000000.0,970000000.0,,,,186000000.0,3893000000.0,1252000000.0,2641000000.0,9793000000.0,6177000000.0,2022-12-31
36742745.0,211581156.0,248323901.0,3688000000.0,7943000000.0,13563000000.0,8063000000.0,9875000000.0,120000000.0,13683000000.0,9969000000.0,-26000000.0,9995000000.0,-798000000.0,1954000000.0,9590000000.0,3035000000.0,122000000.0,2000000.0,120000000.0,69211000000.0,351000000.0,1461000000.0,3688000000.0,3688000000.0,8445000000.0,8445000000.0,1597000000.0,6848000000.0,79180000000.0,11084000000.0,318000000.0,993000000.0,1932000000.0,,,991000000.0,,991000000.0,991000000.0,,,,249000000.0,4286000000.0,1711000000.0,2575000000.0,9773000000.0,8663000000.0,2023-03-31
40063385.0,208498326.0,248561711.0,3139000000.0,7942000000.0,13009000000.0,8021000000.0,9870000000.0,79000000.0,13088000000.0,9922000000.0,-27000000.0,9949000000.0,-842000000.0,2259000000.0,9870000000.0,3099000000.0,81000000.0,2000000.0,79000000.0,67711000000.0,393000000.0,1700000000.0,3139000000.0,3139000000.0,7762000000.0,7762000000.0,1727000000.0,6035000000.0,77633000000.0,11028000000.0,306000000.0,1156000000.0,1928000000.0,,,1061000000.0,,1061000000.0,1061000000.0,,,,223000000.0,3976000000.0,1612000000.0,2364000000.0,9566000000.0,8375000000.0,2023-06-30
39959710.0,208769095.0,248728805.0,3139000000.0,8228000000.0,13274000000.0,8307000000.0,10135000000.0,79000000.0,13353000000.0,10187000000.0,-27000000.0,10214000000.0,-971000000.0,2252000000.0,10213000000.0,3143000000.0,81000000.0,2000000.0,79000000.0,68173000000.0,490000000.0,1914000000.0,3139000000.0,3139000000.0,7378000000.0,7378000000.0,1931000000.0,5447000000.0,78360000000.0,9583000000.0,299000000.0,125000000.0,1907000000.0,470000000.0,1437000000.0,1121000000.0,-1070000000.0,2191000000.0,560000000.0,1165000000.0,436000000.0,30000000.0,209000000.0,4133000000.0,1608000000.0,2525000000.0,9159000000.0,9313000000.0,2023-09-30
41016789.0,208665962.0,249682751.0,3138000000.0,8803000000.0,13849000000.0,8882000000.0,10711000000.0,79000000.0,13928000000.0,10781000000.0,-9000000.0,10790000000.0,-693000000.0,2365000000.0,10609000000.0,3158000000.0,81000000.0,2000000.0,79000000.0,69349000000.0,310000000.0,1496000000.0,3138000000.0,3138000000.0,7702000000.0,7702000000.0,1909000000.0,5793000000.0,80130000000.0,9565000000.0,303000000.0,84000000.0,1908000000.0,,,1132000000.0,,1132000000.0,1132000000.0,,,,257000000.0,3962000000.0,1580000000.0,2382000000.0,9178000000.0,10206000000.0,2023-12-31
