tax_effect_of_unusual_items,tax_rate_for_calcs,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,rent_expense_supplemental,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,preferred_stock_dividends,net_income,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,special_income_charges,gain_on_sale_of_security,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,insurance_and_claims,rent_and_landing_fees,salaries_and_wages,total_revenue,operating_revenue,date
0.0,0.375281,0.0,0.0,278000000.0,327000000.0,1914000000.0,1185000000.0,3099000000.0,278000000.0,278000000.0,51000000.0,303062000.0,301279000.0,0.83,0.83,251000000.0,251000000.0,27000000.0,278000000.0,278000000.0,0.0,278000000.0,167000000.0,445000000.0,0.0,54000000.0,289000000.0,289000000.0,6000000.0,6000000.0,283000000.0,929000000.0,154000000.0,775000000.0,221000000.0,51000000.0,503000000.0,2435000000.0,2435000000.0,2022-12-31
0.0,0.175258,,,320000000.0,317000000.0,1828000000.0,1458000000.0,3286000000.0,320000000.0,319000000.0,48000000.0,303448000.0,302657000.0,0.96,0.96,291000000.0,291000000.0,28000000.0,319000000.0,319000000.0,-1000000.0,320000000.0,68000000.0,388000000.0,,63000000.0,280000000.0,280000000.0,7000000.0,7000000.0,273000000.0,935000000.0,105000000.0,830000000.0,245000000.0,48000000.0,537000000.0,2344000000.0,2344000000.0,2023-03-31
0.0,0.183623,,,329000000.0,296000000.0,1773000000.0,1681000000.0,3454000000.0,329000000.0,329000000.0,53000000.0,304646000.0,303684000.0,0.99,0.99,301000000.0,301000000.0,28000000.0,329000000.0,329000000.0,0.0,329000000.0,74000000.0,403000000.0,,26000000.0,254000000.0,254000000.0,6000000.0,6000000.0,248000000.0,900000000.0,107000000.0,793000000.0,292000000.0,53000000.0,448000000.0,2264000000.0,2264000000.0,2023-06-30
0.0,0.21,,,296000000.0,310000000.0,1745000000.0,1850000000.0,3595000000.0,296000000.0,296000000.0,57000000.0,305693000.0,304134000.0,0.88,0.88,269000000.0,269000000.0,27000000.0,296000000.0,296000000.0,0.0,296000000.0,-68000000.0,228000000.0,,-41000000.0,269000000.0,269000000.0,6000000.0,6000000.0,263000000.0,891000000.0,104000000.0,787000000.0,267000000.0,57000000.0,463000000.0,2172000000.0,2172000000.0,2023-09-30
0.0,0.21,,,77000000.0,324000000.0,1715000000.0,1908000000.0,3623000000.0,77000000.0,76000000.0,52000000.0,306730000.0,304506000.0,0.16,0.16,49000000.0,49000000.0,27000000.0,76000000.0,76000000.0,-1000000.0,77000000.0,-13000000.0,64000000.0,,86000000.0,278000000.0,278000000.0,6000000.0,6000000.0,272000000.0,867000000.0,108000000.0,759000000.0,254000000.0,52000000.0,453000000.0,2290000000.0,2290000000.0,2023-12-31
