treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,treasury_stock,retained_earnings,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,employee_benefits,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,payables,accounts_payable,total_assets,investments_and_advances,held_to_maturity_securities,available_for_sale_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,receivables,other_receivables,accounts_receivable,other_short_term_investments,cash_and_cash_equivalents,date
208358481.0,1350000.0,299324357.0,507682838.0,14091000000.0,19799000000.0,9615000000.0,30197000000.0,11939000000.0,137000000.0,10535000000.0,2324000000.0,30621000000.0,12859000000.0,12859000000.0,-4059000000.0,6838000000.0,-384000000.0,24140000000.0,21816000000.0,2324000000.0,178967000000.0,424000000.0,169000000.0,169000000.0,17899000000.0,137000000.0,17762000000.0,1900000000.0,1900000000.0,1900000000.0,843000000.0,843000000.0,843000000.0,191826000000.0,30430000000.0,1062000000.0,3119000000.0,608000000.0,920000000.0,98000000.0,822000000.0,11831000000.0,-2936000000.0,14767000000.0,14767000000.0,950000000.0,164000000.0,786000000.0,25641000000.0,5571000000.0,2022-12-31
209194252.0,1350000.0,300820617.0,510014869.0,11400000000.0,21310000000.0,10141000000.0,32234000000.0,12465000000.0,130000000.0,11054000000.0,2324000000.0,28941000000.0,13378000000.0,13378000000.0,-3776000000.0,6865000000.0,-185000000.0,24204000000.0,21880000000.0,2324000000.0,182787000000.0,225000000.0,168000000.0,168000000.0,15693000000.0,130000000.0,15563000000.0,5617000000.0,5617000000.0,5617000000.0,1300000000.0,1300000000.0,1300000000.0,196165000000.0,29359000000.0,1047000000.0,3167000000.0,595000000.0,913000000.0,91000000.0,822000000.0,11615000000.0,-3028000000.0,14643000000.0,14643000000.0,960000000.0,153000000.0,807000000.0,24550000000.0,9780000000.0,2023-03-31
209251928.0,1350000.0,301618768.0,510870696.0,11369000000.0,21463000000.0,10301000000.0,32549000000.0,12625000000.0,122000000.0,11208000000.0,2324000000.0,28517000000.0,13532000000.0,13532000000.0,-3863000000.0,6867000000.0,23000000.0,24239000000.0,21915000000.0,2324000000.0,183709000000.0,303000000.0,165000000.0,165000000.0,15107000000.0,122000000.0,14985000000.0,6356000000.0,6356000000.0,6356000000.0,1470000000.0,1470000000.0,1470000000.0,197241000000.0,28586000000.0,1030000000.0,3271000000.0,621000000.0,907000000.0,85000000.0,822000000.0,11309000000.0,-3078000000.0,14387000000.0,14387000000.0,1002000000.0,155000000.0,847000000.0,23664000000.0,9972000000.0,2023-06-30
209257277.0,1350000.0,301629751.0,510887028.0,13256000000.0,21894000000.0,9600000000.0,32272000000.0,11924000000.0,123000000.0,10501000000.0,2324000000.0,26950000000.0,12825000000.0,12825000000.0,-4765000000.0,6867000000.0,197000000.0,24260000000.0,21936000000.0,2324000000.0,182879000000.0,344000000.0,161000000.0,161000000.0,14248000000.0,123000000.0,14125000000.0,7646000000.0,7646000000.0,7646000000.0,1919000000.0,1919000000.0,1919000000.0,195704000000.0,27269000000.0,1013000000.0,3212000000.0,650000000.0,901000000.0,79000000.0,822000000.0,10951000000.0,-3069000000.0,14020000000.0,14020000000.0,1079000000.0,181000000.0,898000000.0,22394000000.0,8515000000.0,2023-09-30
209402189.0,1350000.0,302459258.0,511861447.0,13175000000.0,20233000000.0,10700000000.0,31562000000.0,13024000000.0,113000000.0,11442000000.0,2324000000.0,31336000000.0,13766000000.0,13766000000.0,-3816000000.0,6871000000.0,154000000.0,24299000000.0,21975000000.0,2324000000.0,182626000000.0,409000000.0,103000000.0,103000000.0,17683000000.0,113000000.0,17570000000.0,2550000000.0,2550000000.0,2550000000.0,1367000000.0,1367000000.0,1367000000.0,196392000000.0,28608000000.0,4680000000.0,3562000000.0,651000000.0,742000000.0,73000000.0,669000000.0,10543000000.0,-2801000000.0,13344000000.0,13344000000.0,1124000000.0,189000000.0,935000000.0,19715000000.0,6945000000.0,2023-12-31
