free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,dividends_received_cfi,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_investment_properties_purchase_and_sale,sale_of_investment_properties,purchase_of_investment_properties,net_business_purchase_and_sale,purchase_of_business,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
127573000.0,-9000.0,-3466000.0,0.0,0.0,26348000.0,82000.0,68776000.0,154984000.0,-86208000.0,-119540000.0,-119540000.0,-9273000.0,-106792000.0,-106792000.0,-9000.0,-9000.0,0.0,-3466000.0,0.0,0.0,0.0,-3466000.0,-3466000.0,,-94241000.0,-94241000.0,,777000.0,57000.0,5964000.0,-5907000.0,-74205000.0,5853000.0,-80058000.0,-22693000.0,-22693000.0,127573000.0,127573000.0,16178000.0,-52446000.0,-3779000.0,-6797000.0,5604000.0,-30744000.0,-30744000.0,-30744000.0,-16730000.0,1502000.0,3929000.0,0.0,76865000.0,76865000.0,-5370000.0,-5370000.0,82235000.0,-14840000.0,1888000.0,-11969000.0,-4759000.0,96385000.0,2022-12-31
162099000.0,-27072000.0,-116142000.0,130500000.0,2000.0,44107000.0,112000.0,68143000.0,68776000.0,-633000.0,-123682000.0,-123682000.0,115000.0,-111085000.0,-111085000.0,-27070000.0,-27072000.0,2000.0,14358000.0,30000000.0,-85000000.0,115000000.0,-15642000.0,-31142000.0,15500000.0,-39050000.0,-39050000.0,,187000.0,2333000.0,4504000.0,-2171000.0,-40966000.0,3603000.0,-44569000.0,-604000.0,-604000.0,162099000.0,162099000.0,14524000.0,-22050000.0,-672000.0,5401000.0,-12631000.0,-20858000.0,-20858000.0,-20858000.0,6710000.0,1490000.0,4810000.0,,77229000.0,77229000.0,-5478000.0,-5478000.0,82707000.0,-12392000.0,1448000.0,-11916000.0,-1924000.0,98488000.0,2023-03-31
172578000.0,-565000.0,-153528000.0,120000000.0,26000.0,26984000.0,461000.0,43108000.0,68143000.0,-25035000.0,-145252000.0,-145252000.0,5000.0,-111190000.0,-111190000.0,-539000.0,-565000.0,26000.0,-33528000.0,-30000000.0,-150000000.0,120000000.0,-3528000.0,-3528000.0,0.0,-52361000.0,-52361000.0,,3877000.0,5670000.0,6247000.0,-577000.0,-55403000.0,142000.0,-55545000.0,-2505000.0,-2505000.0,172578000.0,172578000.0,17345000.0,-1113000.0,-2919000.0,1436000.0,-5320000.0,26949000.0,26949000.0,26949000.0,-21259000.0,1493000.0,4044000.0,,74797000.0,74797000.0,-8364000.0,-8364000.0,83161000.0,-12160000.0,1492000.0,-11869000.0,-1783000.0,88172000.0,2023-06-30
213008000.0,-22000.0,-163564000.0,238000000.0,38000.0,45595000.0,155000.0,81070000.0,43108000.0,37962000.0,-34930000.0,-34930000.0,970000.0,-110352000.0,-110352000.0,16000.0,-22000.0,38000.0,74436000.0,77000000.0,-130000000.0,207000000.0,-2564000.0,-33564000.0,31000000.0,-140116000.0,-140116000.0,3644000.0,-3493000.0,538000.0,2996000.0,-2458000.0,-54308000.0,6593000.0,-60901000.0,-86497000.0,-86497000.0,213008000.0,213008000.0,16582000.0,29358000.0,-4114000.0,-3141000.0,10374000.0,14784000.0,14784000.0,14784000.0,11455000.0,2141000.0,5349000.0,,79774000.0,79774000.0,-7731000.0,-7731000.0,87505000.0,-12369000.0,-792000.0,-12517000.0,940000.0,92173000.0,2023-09-30
171906000.0,-9205000.0,-44593000.0,128000000.0,37000.0,,,91354000.0,81070000.0,10284000.0,-51171000.0,-51171000.0,-1559000.0,-123851000.0,-120438000.0,-9168000.0,-9205000.0,37000.0,83407000.0,75000000.0,-40000000.0,115000000.0,8407000.0,-4593000.0,13000000.0,-110451000.0,-110451000.0,11664000.0,712000.0,-528000.0,2256000.0,-2784000.0,-116397000.0,829000.0,-117226000.0,-5902000.0,-5902000.0,171906000.0,171906000.0,18080000.0,-23391000.0,-3451000.0,-4012000.0,10605000.0,-15723000.0,-15723000.0,-15723000.0,-10810000.0,3128000.0,5872000.0,,91352000.0,91352000.0,-7557000.0,-7557000.0,98909000.0,-15169000.0,2634000.0,-14239000.0,-3465000.0,92034000.0,2023-12-31
