treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,line_of_credit,payables_and_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,financial_assets,investments_and_advances,other_investments,long_term_equity_investment,investmentsin_associatesat_cost,investment_properties,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,gross_ppe,other_properties,machinery_furniture_equipment,current_assets,assets_held_for_sale_current,restricted_cash,receivables,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
465415.0,,170659178.0,171124593.0,3660288000.0,3940476000.0,5732178000.0,9823739000.0,-59620000.0,5732178000.0,213722000.0,6096985000.0,,9823739000.0,6178039000.0,81054000.0,6096985000.0,7560000.0,7560000.0,24461000.0,-1764977000.0,7877152000.0,1711000.0,1711000.0,,4682181000.0,4364922000.0,424446000.0,3940476000.0,213722000.0,3726754000.0,317259000.0,,,,317259000.0,317259000.0,317259000.0,10860220000.0,10602581000.0,28615000.0,,74101000.0,6575000.0,404958000.0,54581000.0,350377000.0,350377000.0,9442204000.0,364807000.0,197745000.0,167062000.0,281321000.0,281321000.0,275513000.0,5808000.0,257639000.0,0.0,2310000.0,188863000.0,29163000.0,159700000.0,66466000.0,66466000.0,2022-12-31
483782.0,,170474640.0,170958422.0,3676596000.0,3954366000.0,5701623000.0,9799105000.0,-69575000.0,5701623000.0,212582000.0,6057321000.0,,9769105000.0,6139435000.0,82114000.0,6057321000.0,3927000.0,3927000.0,25699000.0,-1779043000.0,7856426000.0,1710000.0,1710000.0,,4666245000.0,4346948000.0,422582000.0,3924366000.0,212582000.0,3711784000.0,319297000.0,30000000.0,30000000.0,30000000.0,289297000.0,289297000.0,289297000.0,10805680000.0,10555958000.0,,41363000.0,73150000.0,4907000.0,400357000.0,53967000.0,346390000.0,,9401737000.0,355698000.0,188636000.0,167062000.0,278746000.0,278746000.0,273702000.0,5044000.0,249722000.0,,2955000.0,181579000.0,29222000.0,152357000.0,65188000.0,65188000.0,2023-03-31
442449.0,,170555555.0,170998004.0,3669225000.0,3952536000.0,5694302000.0,9749287000.0,-68733000.0,5694302000.0,243462000.0,6040213000.0,,9749287000.0,6143786000.0,103573000.0,6040213000.0,7336000.0,7336000.0,24676000.0,-1803406000.0,7859249000.0,1710000.0,1710000.0,,4684159000.0,4366265000.0,413729000.0,3952536000.0,243462000.0,3709074000.0,317894000.0,,,,317894000.0,317894000.0,317894000.0,10827945000.0,10578784000.0,49287000.0,,73798000.0,5915000.0,392055000.0,49616000.0,342439000.0,,9403149000.0,345911000.0,178849000.0,167062000.0,308669000.0,308669000.0,303716000.0,4953000.0,249161000.0,,3259000.0,206053000.0,44124000.0,161929000.0,39849000.0,39849000.0,2023-06-30
443809.0,9000000.0,184132281.0,184576090.0,3994733000.0,4311487000.0,6373505000.0,10905007000.0,-148035000.0,6598505000.0,242394000.0,6835914000.0,225000000.0,11053007000.0,7231527000.0,170613000.0,7060914000.0,9435000.0,9435000.0,25081000.0,-1834298000.0,8684012000.0,226846000.0,1846000.0,225000000.0,5149887000.0,4712785000.0,478298000.0,4234487000.0,242394000.0,3992093000.0,437102000.0,77000000.0,77000000.0,77000000.0,360102000.0,360102000.0,360102000.0,12381414000.0,12092347000.0,54476000.0,,74989000.0,21328000.0,430604000.0,48304000.0,382300000.0,,10741849000.0,462409000.0,295347000.0,167062000.0,306692000.0,306692000.0,301821000.0,4871000.0,289067000.0,,6710000.0,207997000.0,42871000.0,165126000.0,74360000.0,74360000.0,2023-09-30
448140.0,9000000.0,184132930.0,184581070.0,4068978000.0,4400012000.0,6357250000.0,10961636000.0,-185513000.0,6582250000.0,246063000.0,6807687000.0,225000000.0,11034636000.0,7191935000.0,159248000.0,7032687000.0,-1308000.0,-1308000.0,25488000.0,-1871603000.0,8704240000.0,226846000.0,1846000.0,225000000.0,5234978000.0,4724366000.0,476354000.0,4248012000.0,246063000.0,4001949000.0,510612000.0,152000000.0,152000000.0,152000000.0,358612000.0,358612000.0,358612000.0,12426913000.0,12101814000.0,40635000.0,,76263000.0,14213000.0,422597000.0,51992000.0,370605000.0,,10763005000.0,450437000.0,283375000.0,167062000.0,334664000.0,334664000.0,328002000.0,6662000.0,325099000.0,18878000.0,6383000.0,214867000.0,41463000.0,173404000.0,84971000.0,84971000.0,2023-12-31
