ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,liabilities_heldfor_sale_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_note_receivables,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,prepaid_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
263081872.0,263081872.0,12208123000.0,14285897000.0,-10675604000.0,36509195000.0,-584543000.0,-10675604000.0,80208000.0,22303506000.0,34592754000.0,22540210000.0,236704000.0,22303506000.0,-405969000.0,-405969000.0,2731380000.0,19978095000.0,0.0,0.0,0.0,22268804000.0,15370113000.0,647975000.0,4478000.0,2428412000.0,2428412000.0,12289248000.0,12289248000.0,6898691000.0,2539690000.0,994481000.0,994481000.0,1996649000.0,80208000.0,1916441000.0,1169330000.0,747111000.0,209630000.0,1158241000.0,824658000.0,128308000.0,333583000.0,104147000.0,61949000.0,229436000.0,44809014000.0,38494866000.0,3639040000.0,37907000.0,37907000.0,,32979110000.0,9658374000.0,23320736000.0,1838809000.0,-1367860000.0,3206669000.0,117275000.0,502003000.0,776203000.0,1611768000.0,189586000.0,9834000.0,0.0,6314148000.0,3179435000.0,138815000.0,,998332000.0,998332000.0,-21020000.0,1019352000.0,1997566000.0,1997566000.0,2022-12-31,
261770665.0,261770665.0,16200107000.0,18201778000.0,-15355275000.0,40285056000.0,-488356000.0,-15355275000.0,,22083278000.0,38617352000.0,22882829000.0,799551000.0,22083278000.0,-410817000.0,-410817000.0,2654589000.0,19839506000.0,0.0,0.0,0.0,25755815000.0,19672405000.0,699410000.0,4691000.0,2434230000.0,2434230000.0,16534074000.0,16534074000.0,6083410000.0,1901090000.0,,,1667704000.0,,1667704000.0,1185365000.0,482339000.0,,2514616000.0,,,,,,,48638644000.0,43043590000.0,3523253000.0,58321000.0,58321000.0,,37438553000.0,10587887000.0,26850666000.0,2023463000.0,,,,,,,,,,5595054000.0,2362924000.0,163285000.0,787409000.0,1067174000.0,1067174000.0,,,2001671000.0,2001671000.0,2023-03-31,
259962485.0,259962485.0,15660440000.0,17580031000.0,-15061664000.0,39751517000.0,400712000.0,-15061664000.0,,22171486000.0,39146846000.0,22915459000.0,743973000.0,22171486000.0,-378401000.0,-378401000.0,2863852000.0,19686035000.0,0.0,0.0,0.0,25235421000.0,20116989000.0,693518000.0,164000.0,2447947000.0,2447947000.0,16975360000.0,16975360000.0,5118432000.0,1803303000.0,,,604671000.0,,604671000.0,75681000.0,528990000.0,,2710458000.0,,,,,,,48150880000.0,42631736000.0,2477646000.0,112087000.0,112087000.0,724644000.0,37233150000.0,10741990000.0,26491160000.0,2084209000.0,,,,,,,,,,5519144000.0,2433063000.0,7224000.0,,1159266000.0,1159266000.0,,,1919591000.0,1919591000.0,2023-06-30,
260359506.0,260359506.0,15419563000.0,17361340000.0,-14335331000.0,39802841000.0,557633000.0,-14335331000.0,,22441501000.0,39012342000.0,23157953000.0,716452000.0,22441501000.0,-470938000.0,-470938000.0,3160705000.0,19751734000.0,0.0,0.0,0.0,25766652000.0,19543939000.0,672753000.0,152000.0,2300193000.0,2300193000.0,16570841000.0,16570841000.0,6222713000.0,2861725000.0,,,790499000.0,,790499000.0,80098000.0,710401000.0,,2570489000.0,,,,,,,48924605000.0,42144259000.0,2480841000.0,76384000.0,76384000.0,692188000.0,36776832000.0,10259055000.0,26517777000.0,2118014000.0,,,,,,,,,,6780346000.0,3753727000.0,6898000.0,,1077944000.0,1077944000.0,,,1941777000.0,1941777000.0,2023-09-30,
260382746.0,260382746.0,15205239000.0,17375822000.0,-13912359000.0,40293336000.0,-51970000.0,-13912359000.0,81696000.0,22999210000.0,38691507000.0,23787515000.0,788305000.0,22999210000.0,-258925000.0,-258925000.0,3457182000.0,19800953000.0,0.0,0.0,0.0,26782671000.0,18656942000.0,722540000.0,0.0,2242105000.0,2242105000.0,15692297000.0,15692297000.0,8125729000.0,3700262000.0,1046866000.0,1046866000.0,1683525000.0,81696000.0,1601829000.0,620585000.0,981244000.0,276441000.0,1418635000.0,928772000.0,166039000.0,489863000.0,199426000.0,139825000.0,290437000.0,50570186000.0,42496427000.0,2570018000.0,111712000.0,111712000.0,713123000.0,36911569000.0,10168046000.0,26743523000.0,2190005000.0,-1800382000.0,3990387000.0,120964000.0,654809000.0,969164000.0,2041914000.0,191715000.0,11821000.0,0.0,8073759000.0,4858343000.0,6451000.0,,1120078000.0,1120078000.0,-19000000.0,1139078000.0,2088887000.0,2088887000.0,2023-12-31,0.0
