free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_sale_of_ppe,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
557237000.0,-781576000.0,-701470000.0,687840000.0,-152295000.0,2215606000.0,2157493000.0,109310000.0,-51197000.0,-572126000.0,-572126000.0,-9577000.0,10116000.0,-65873000.0,,-781576000.0,-781576000.0,274784000.0,288414000.0,,,-13630000.0,-701470000.0,687840000.0,-188603000.0,-188603000.0,2395000.0,2000000.0,2000000.0,-40703000.0,,-40703000.0,-152295000.0,709532000.0,709532000.0,37309000.0,-61272000.0,-195344000.0,209589000.0,,,-71451000.0,-4066000.0,-4066000.0,48639000.0,40796000.0,29808000.0,0.0,-34119000.0,-34119000.0,400694000.0,400694000.0,300556000.0,300556000.0,100138000.0,-10886000.0,-11611000.0,2775000.0,-2050000.0,258563000.0,2022-12-31
437331000.0,-202785000.0,-1555954000.0,4708140000.0,-162195000.0,2237752000.0,2215606000.0,18584000.0,3562000.0,3610829000.0,3610829000.0,-17811000.0,-22220000.0,-65750000.0,-65750000.0,-202785000.0,-202785000.0,3919395000.0,767209000.0,,,3152186000.0,-1555954000.0,4708140000.0,-4206793000.0,-4206793000.0,2187000.0,,,-4046785000.0,,-4046785000.0,-162195000.0,599526000.0,599526000.0,,-49115000.0,248710000.0,-209113000.0,-209113000.0,-209113000.0,-119479000.0,30767000.0,30767000.0,60831000.0,89566000.0,29859000.0,,-160040000.0,-160040000.0,407250000.0,407250000.0,301267000.0,301267000.0,105983000.0,225595000.0,-19238000.0,,244833000.0,-4420000.0,2023-03-31
396150000.0,-215486000.0,-4350845000.0,4492728000.0,-168807000.0,2114351000.0,2237752000.0,15959000.0,-139360000.0,-909574000.0,-909574000.0,-11699000.0,7822000.0,-64885000.0,,-215486000.0,-215486000.0,-625326000.0,841391000.0,,,-1466717000.0,-4117770000.0,2651053000.0,205257000.0,205257000.0,-50001000.0,,,424065000.0,,-54630000.0,-168807000.0,564957000.0,564957000.0,,-11507000.0,-34774000.0,185014000.0,185014000.0,185014000.0,-71999000.0,-89748000.0,-89748000.0,32005000.0,47135000.0,31454000.0,,-157620000.0,-157620000.0,462178000.0,462178000.0,344408000.0,344408000.0,117770000.0,-122894000.0,-17156000.0,,-105738000.0,284206000.0,2023-06-30
257015000.0,0.0,-1755383000.0,1556774000.0,-169793000.0,2109865000.0,2114351000.0,-70273000.0,65787000.0,-242878000.0,-242878000.0,-7540000.0,28247000.0,-64976000.0,,0.0,0.0,-198609000.0,254585000.0,199747000.0,54838000.0,-453194000.0,-1955130000.0,1501936000.0,-118143000.0,-118143000.0,50001000.0,,,1649000.0,0.0,1649000.0,-169793000.0,426808000.0,426808000.0,,-415104000.0,-243793000.0,-103357000.0,-103357000.0,-103357000.0,-75445000.0,7491000.0,7491000.0,55034000.0,36624000.0,22841000.0,0.0,-90107000.0,-90107000.0,458623000.0,458623000.0,340351000.0,340351000.0,118272000.0,-17707000.0,-17707000.0,,0.0,376604000.0,2023-09-30
500103000.0,-41226000.0,-1437756000.0,1167749000.0,-157347000.0,2256875000.0,2109865000.0,48249000.0,98761000.0,-317256000.0,-317256000.0,12301000.0,46496000.0,-64820000.0,-64820000.0,-41226000.0,-41226000.0,-270007000.0,-274644000.0,,-307972000.0,4637000.0,-1471084000.0,1475721000.0,-241433000.0,-241433000.0,-749000.0,42135000.0,42135000.0,-125472000.0,372000.0,-125844000.0,-157347000.0,657450000.0,657450000.0,,-187537000.0,-316041000.0,178564000.0,178564000.0,178564000.0,-22903000.0,-27157000.0,-27157000.0,59387000.0,35669000.0,12949000.0,0.0,-92207000.0,-92207000.0,448641000.0,448641000.0,332509000.0,332509000.0,116132000.0,-10152000.0,-13795000.0,,-2351000.0,372433000.0,2023-12-31
