tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,special_income_charges,gain_on_sale_of_business,impairment_of_capital_assets,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
330372.015924,0.161157,814818000.0,2050000.0,2050000.0,249306000.0,400694000.0,927911000.0,816868000.0,416174000.0,-113234000.0,121778000.0,8544000.0,247586372.015924,249306000.0,1847404000.0,407630000.0,265963000.0,265637000.0,0.94,0.94,249306000.0,249306000.0,249306000.0,-9257000.0,258563000.0,258563000.0,11611000.0,47444000.0,294396000.0,2050000.0,2050000.0,2050000.0,0.0,-113234000.0,121778000.0,8544000.0,405580000.0,919493000.0,919493000.0,1325073000.0,927911000.0,2252984000.0,2252984000.0,2022-12-31
-51414930.0,0.21,719971000.0,-244833000.0,-244833000.0,-11041000.0,407250000.0,947753000.0,475138000.0,67888000.0,-111792000.0,122945000.0,11153000.0,182377070.0,-11041000.0,1990879000.0,56735000.0,263115000.0,263115000.0,-0.04,-0.04,-11041000.0,-11041000.0,-11041000.0,-6621000.0,-4420000.0,-4420000.0,19238000.0,-31399000.0,-55057000.0,-244833000.0,-244833000.0,-244833000.0,,-111792000.0,122945000.0,11153000.0,301568000.0,1043126000.0,1043126000.0,1344694000.0,947753000.0,2292447000.0,2292447000.0,2023-03-31
41454181.600047,0.392046,987125000.0,105738000.0,105738000.0,274148000.0,462178000.0,941952000.0,1092863000.0,630685000.0,-163479000.0,191423000.0,27944000.0,209864181.600047,274148000.0,1955466000.0,602741000.0,261328000.0,260827000.0,1.05,1.05,274148000.0,274148000.0,274148000.0,-10058000.0,284206000.0,284206000.0,17155000.0,172211000.0,439262000.0,105738000.0,105738000.0,105738000.0,0.0,-163479000.0,191423000.0,27944000.0,497003000.0,1013514000.0,1013514000.0,1510517000.0,941952000.0,2452469000.0,2452469000.0,2023-06-30
0.0,0.141,1052551000.0,0.0,0.0,361830000.0,458623000.0,915531000.0,1052551000.0,593928000.0,-140362000.0,176094000.0,35732000.0,361830000.0,361830000.0,1917495000.0,558196000.0,260935000.0,260232000.0,1.39,1.39,361830000.0,361830000.0,361830000.0,-14775000.0,376605000.0,376605000.0,17707000.0,58936000.0,417834000.0,,0.0,0.0,,-140362000.0,176094000.0,35732000.0,558196000.0,1001964000.0,1001964000.0,1560160000.0,915531000.0,2475691000.0,2475691000.0,2023-09-30
59249.46862,0.025202,983887000.0,2351000.0,2351000.0,361297000.0,448641000.0,922284000.0,986238000.0,537597000.0,-130806000.0,169687000.0,38881000.0,359005249.46862,361297000.0,1937447000.0,498716000.0,,,,,361297000.0,361297000.0,361297000.0,-11136000.0,372433000.0,372433000.0,13795000.0,9272000.0,367910000.0,2351000.0,2351000.0,2351000.0,0.0,-130806000.0,169687000.0,38881000.0,496365000.0,1015163000.0,1015163000.0,1511528000.0,922284000.0,2433812000.0,2433812000.0,2023-12-31
