treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_accrued_expenses,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,current_assets,other_current_assets,prepaid_assets,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
65602860.0,252397140.0,318000000.0,15602000000.0,38036000000.0,17738000000.0,44363000000.0,4178000000.0,17738000000.0,17788000000.0,24115000000.0,44191000000.0,24115000000.0,24115000000.0,-1385000000.0,-1385000000.0,11576000000.0,33557000000.0,3487000000.0,32000000.0,32000000.0,61476000000.0,47437000000.0,662000000.0,4115000000.0,4115000000.0,3106000000.0,4188000000.0,4188000000.0,35366000000.0,15290000000.0,20076000000.0,14039000000.0,2670000000.0,2498000000.0,172000000.0,172000000.0,,11369000000.0,7380000000.0,3989000000.0,,3989000000.0,85591000000.0,67374000000.0,3903000000.0,6377000000.0,,6377000000.0,57094000000.0,-38811000000.0,95905000000.0,95905000000.0,,18217000000.0,1272000000.0,1272000000.0,655000000.0,11644000000.0,11644000000.0,-766000000.0,12410000000.0,4646000000.0,4646000000.0,2022-11-30
66648063.0,251351937.0,318000000.0,14896000000.0,38088000000.0,18278000000.0,45002000000.0,4364000000.0,18278000000.0,17819000000.0,24733000000.0,44855000000.0,24733000000.0,24733000000.0,-1308000000.0,-1308000000.0,11766000000.0,34040000000.0,3735000000.0,32000000.0,32000000.0,61042000000.0,47462000000.0,674000000.0,3779000000.0,3779000000.0,3201000000.0,4313000000.0,4313000000.0,35495000000.0,15373000000.0,20122000000.0,13580000000.0,2593000000.0,2446000000.0,147000000.0,147000000.0,,10987000000.0,7000000000.0,3987000000.0,,3987000000.0,85775000000.0,67831000000.0,4117000000.0,6455000000.0,,6455000000.0,57259000000.0,-39486000000.0,96745000000.0,96745000000.0,,17944000000.0,1219000000.0,,631000000.0,10721000000.0,10721000000.0,-784000000.0,11505000000.0,5373000000.0,5373000000.0,2023-02-28
66812758.0,251187242.0,318000000.0,12923000000.0,38332000000.0,19419000000.0,45867000000.0,5024000000.0,19419000000.0,18553000000.0,26088000000.0,45816000000.0,26088000000.0,26088000000.0,-1327000000.0,-1327000000.0,11645000000.0,35259000000.0,3769000000.0,32000000.0,32000000.0,61055000000.0,47469000000.0,695000000.0,3130000000.0,3130000000.0,3339000000.0,4489000000.0,4489000000.0,35816000000.0,16088000000.0,19728000000.0,13586000000.0,2516000000.0,2465000000.0,51000000.0,51000000.0,1647000000.0,9423000000.0,5270000000.0,4153000000.0,305000000.0,3848000000.0,87143000000.0,68533000000.0,3819000000.0,6669000000.0,234000000.0,6435000000.0,58045000000.0,-39926000000.0,97971000000.0,34186000000.0,24486000000.0,18610000000.0,962000000.0,,604000000.0,10188000000.0,10188000000.0,-800000000.0,10988000000.0,6856000000.0,6856000000.0,2023-05-31
66579553.0,251420447.0,318000000.0,13441000000.0,38216000000.0,20112000000.0,47030000000.0,5076000000.0,20112000000.0,17720000000.0,26534000000.0,46679000000.0,26534000000.0,26534000000.0,-1356000000.0,-1356000000.0,11963000000.0,36021000000.0,3800000000.0,32000000.0,32000000.0,61042000000.0,47231000000.0,694000000.0,3021000000.0,3021000000.0,3583000000.0,4450000000.0,4450000000.0,35483000000.0,15338000000.0,20145000000.0,13811000000.0,2733000000.0,2382000000.0,351000000.0,351000000.0,,11078000000.0,7284000000.0,3794000000.0,,3794000000.0,87576000000.0,68689000000.0,3766000000.0,6422000000.0,,6422000000.0,58501000000.0,-40818000000.0,99319000000.0,99319000000.0,,18887000000.0,994000000.0,,631000000.0,10207000000.0,10207000000.0,-762000000.0,10969000000.0,7055000000.0,7055000000.0,2023-08-31
68107452.0,249892548.0,318000000.0,13798000000.0,38182000000.0,20298000000.0,47293000000.0,4869000000.0,20298000000.0,17655000000.0,26766000000.0,46959000000.0,26766000000.0,26766000000.0,-1294000000.0,-1294000000.0,12426000000.0,36605000000.0,3849000000.0,32000000.0,32000000.0,61285000000.0,47037000000.0,694000000.0,2854000000.0,2854000000.0,3688000000.0,4386000000.0,4386000000.0,35415000000.0,15222000000.0,20193000000.0,14248000000.0,2767000000.0,2433000000.0,334000000.0,334000000.0,,11481000000.0,7479000000.0,4002000000.0,,4002000000.0,88051000000.0,68934000000.0,3691000000.0,6468000000.0,,6468000000.0,58775000000.0,-41749000000.0,100524000000.0,100524000000.0,,19117000000.0,1091000000.0,,632000000.0,10665000000.0,10665000000.0,-767000000.0,11432000000.0,6729000000.0,6729000000.0,2023-11-30
71919250.0,246080750.0,318000000.0,14545000000.0,37514000000.0,19950000000.0,46564000000.0,4116000000.0,19950000000.0,17325000000.0,26375000000.0,46497000000.0,26375000000.0,26375000000.0,-1335000000.0,-1335000000.0,13394000000.0,37174000000.0,3898000000.0,32000000.0,32000000.0,59739000000.0,46431000000.0,690000000.0,2527000000.0,2527000000.0,3836000000.0,4378000000.0,4378000000.0,35000000000.0,14878000000.0,20122000000.0,13308000000.0,2514000000.0,2447000000.0,67000000.0,67000000.0,,10794000000.0,7014000000.0,3780000000.0,,3780000000.0,86114000000.0,68690000000.0,3801000000.0,6425000000.0,,6425000000.0,58464000000.0,-42616000000.0,101080000000.0,101080000000.0,,17424000000.0,1236000000.0,,640000000.0,9904000000.0,9904000000.0,-775000000.0,10679000000.0,5644000000.0,5644000000.0,2024-02-29
