tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,other_special_charges,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-2730000.0,0.21,165000000.0,-13000000.0,-13000000.0,11000000.0,120000000.0,1434000000.0,152000000.0,32000000.0,-50000000.0,66000000.0,16000000.0,21270000.0,11000000.0,1578000000.0,232000000.0,749496000.0,735715000.0,0.02,0.02,11000000.0,11000000.0,11000000.0,11000000.0,11000000.0,-45000000.0,-34000000.0,-229000000.0,-216000000.0,-11000000.0,4000000.0,4000000.0,-2000000.0,-50000000.0,66000000.0,16000000.0,245000000.0,144000000.0,15000000.0,2000000.0,127000000.0,23000000.0,104000000.0,104000000.0,,389000000.0,1434000000.0,1823000000.0,1823000000.0,2022-12-31
-254335.260116,0.127168,367000000.0,-2000000.0,-2000000.0,151000000.0,126000000.0,1512000000.0,365000000.0,239000000.0,-54000000.0,66000000.0,12000000.0,152745664.739884,151000000.0,1643000000.0,236000000.0,733546000.0,733163000.0,0.21,0.21,151000000.0,151000000.0,151000000.0,151000000.0,151000000.0,22000000.0,173000000.0,-11000000.0,-9000000.0,-1000000.0,,1000000.0,-1000000.0,-54000000.0,66000000.0,12000000.0,238000000.0,131000000.0,6000000.0,2000000.0,123000000.0,22000000.0,101000000.0,101000000.0,,369000000.0,1512000000.0,1881000000.0,1881000000.0,2023-03-31
-980392.156863,0.098039,461000000.0,-10000000.0,-10000000.0,230000000.0,126000000.0,1528000000.0,451000000.0,325000000.0,-52000000.0,70000000.0,18000000.0,239019607.843137,230000000.0,1668000000.0,319000000.0,732362000.0,732021000.0,0.31,0.31,230000000.0,230000000.0,230000000.0,230000000.0,230000000.0,25000000.0,255000000.0,-22000000.0,-12000000.0,-13000000.0,,13000000.0,3000000.0,-52000000.0,70000000.0,18000000.0,329000000.0,140000000.0,9000000.0,1000000.0,130000000.0,22000000.0,108000000.0,108000000.0,,469000000.0,1528000000.0,1997000000.0,1997000000.0,2023-06-30
-2027303.754266,0.1843,498000000.0,-11000000.0,-11000000.0,239000000.0,122000000.0,1520000000.0,487000000.0,365000000.0,-48000000.0,72000000.0,24000000.0,247972696.245734,239000000.0,1670000000.0,353000000.0,731742000.0,731046000.0,0.33,0.33,239000000.0,239000000.0,239000000.0,239000000.0,239000000.0,54000000.0,293000000.0,-11000000.0,,-10000000.0,,10000000.0,-1000000.0,-48000000.0,72000000.0,24000000.0,352000000.0,150000000.0,7000000.0,2000000.0,141000000.0,22000000.0,119000000.0,107000000.0,12000000.0,502000000.0,1520000000.0,2022000000.0,2022000000.0,2023-09-30
17430000.0,0.21,331000000.0,83000000.0,83000000.0,219000000.0,126000000.0,1432000000.0,414000000.0,288000000.0,-50000000.0,72000000.0,22000000.0,153430000.0,219000000.0,1546000000.0,278000000.0,731277000.0,730422000.0,0.3,0.3,219000000.0,219000000.0,219000000.0,219000000.0,219000000.0,-3000000.0,216000000.0,38000000.0,,83000000.0,,1000000.0,0.0,-50000000.0,72000000.0,22000000.0,228000000.0,114000000.0,9000000.0,2000000.0,103000000.0,21000000.0,82000000.0,115000000.0,,342000000.0,1432000000.0,1774000000.0,1774000000.0,2023-12-31
