tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,impairment_of_capital_assets,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,other_taxes,selling_general_and_administration,general_and_administrative_expense,other_gand_a,insurance_and_claims,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.222177,379440000.0,0.0,0.0,148701000.0,168300000.0,1124653000.0,379440000.0,211140000.0,-17017000.0,20099000.0,3082000.0,148701000.0,148701000.0,1541100000.0,14747000.0,202523000.0,161751000.0,160701000.0,0.92,0.93,148701000.0,148701000.0,148701000.0,105000.0,148596000.0,148596000.0,42445000.0,191041000.0,5535000.0,5535000.0,0.0,,-17017000.0,20099000.0,3082000.0,202523000.0,416447000.0,245023000.0,25328000.0,146096000.0,146096000.0,6947000.0,139149000.0,618970000.0,1124653000.0,1743623000.0,1743623000.0,2022-12-31
0.0,0.24,331688000.0,0.0,0.0,104284000.0,172149000.0,1103999000.0,331688000.0,159539000.0,-18042000.0,23091000.0,5049000.0,104284000.0,104284000.0,1492145000.0,15068000.0,144787000.0,161900000.0,160915000.0,0.64,0.65,104284000.0,104284000.0,104284000.0,571000.0,103713000.0,103713000.0,32735000.0,136448000.0,9703000.0,9703000.0,0.0,0.0,-18042000.0,23091000.0,5049000.0,144787000.0,388146000.0,218468000.0,25890000.0,143788000.0,143788000.0,5749000.0,138039000.0,532933000.0,1103999000.0,1636932000.0,1636932000.0,2023-03-31
0.0,0.259,282103000.0,0.0,0.0,63326000.0,172886000.0,1081835000.0,282103000.0,109217000.0,-18846000.0,24354000.0,5508000.0,63326000.0,63326000.0,1458949000.0,16073000.0,94030000.0,161940000.0,161116000.0,0.39,0.39,63326000.0,63326000.0,63326000.0,422000.0,62904000.0,62904000.0,21959000.0,84863000.0,9679000.0,9679000.0,0.0,0.0,-18846000.0,24354000.0,5508000.0,94030000.0,377114000.0,205292000.0,28332000.0,143490000.0,143490000.0,6184000.0,137306000.0,471144000.0,1081835000.0,1552979000.0,1552979000.0,2023-06-30
0.0,0.21,293551000.0,0.0,0.0,60194000.0,195520000.0,1430060000.0,293551000.0,98031000.0,-33812000.0,39354000.0,5542000.0,60194000.0,60194000.0,1938880000.0,50401000.0,81056000.0,161888000.0,161332000.0,0.37,0.37,60194000.0,60194000.0,60194000.0,297000.0,59897000.0,59897000.0,-1220000.0,58677000.0,11433000.0,11433000.0,0.0,0.0,-33812000.0,39354000.0,5542000.0,81056000.0,508820000.0,321038000.0,30506000.0,157276000.0,157276000.0,8411000.0,148865000.0,589876000.0,1430060000.0,2019936000.0,2019936000.0,2023-09-30
-469560.0,0.21,227383000.0,-2236000.0,-2236000.0,-10655000.0,194545000.0,1643533000.0,225147000.0,30602000.0,-34823000.0,40301000.0,5478000.0,-8888560.0,-10655000.0,1911403000.0,48727000.0,18280000.0,161996000.0,161376000.0,-0.07,-0.07,-10655000.0,-10655000.0,-10655000.0,338000.0,-10993000.0,-10993000.0,1294000.0,-9699000.0,4608000.0,6844000.0,-2236000.0,2236000.0,-34823000.0,40301000.0,5478000.0,20516000.0,267870000.0,40931000.0,32296000.0,194643000.0,194643000.0,9317000.0,185326000.0,288386000.0,1643533000.0,1931919000.0,1931919000.0,2023-12-31
