ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_accrued_expenses,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,current_assets,other_current_assets,assets_held_for_sale_current,restricted_cash,prepaid_assets,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
160706000.0,160706000.0,1289459000.0,2089025000.0,1649096000.0,8431233000.0,599565000.0,1649096000.0,602796000.0,6945004000.0,8431233000.0,6955281000.0,10277000.0,6945004000.0,-2436000.0,-2436000.0,2553567000.0,4392266000.0,1607000.0,1607000.0,0.0,3996385000.0,3102378000.0,12049000.0,201838000.0,907893000.0,907893000.0,1980598000.0,494369000.0,1486229000.0,894007000.0,108427000.0,108427000.0,785580000.0,564731000.0,220849000.0,220849000.0,10951666000.0,9458094000.0,134785000.0,5295908000.0,1776569000.0,3519339000.0,4027401000.0,-1905340000.0,5932741000.0,16587000.0,252175000.0,131886000.0,726424000.0,376552000.0,1493572000.0,38025000.0,40602000.0,192967000.0,108081000.0,917127000.0,15859000.0,58974000.0,842294000.0,-22980000.0,865274000.0,196770000.0,196770000.0,2022-12-31
161009000.0,161009000.0,1208617000.0,2001064000.0,1745013000.0,8424775000.0,536825000.0,1745013000.0,601202000.0,7024913000.0,8424775000.0,7035594000.0,10681000.0,7024913000.0,-1346000.0,-1346000.0,2623373000.0,4401276000.0,1610000.0,1610000.0,0.0,3907410000.0,3001599000.0,10197000.0,196045000.0,906577000.0,906577000.0,1888780000.0,488918000.0,1399862000.0,905811000.0,112284000.0,112284000.0,793527000.0,578953000.0,214574000.0,214574000.0,10943004000.0,9500368000.0,142428000.0,5279900000.0,1760561000.0,3519339000.0,4078040000.0,-1960593000.0,6038633000.0,,6038633000.0,,,,1442636000.0,43546000.0,48259000.0,208424000.0,105429000.0,845733000.0,15097000.0,30221000.0,800415000.0,-27836000.0,828251000.0,191245000.0,191245000.0,2023-03-31
161276000.0,161276000.0,1584888000.0,2415488000.0,1806887000.0,8884127000.0,939689000.0,1806887000.0,601643000.0,7070282000.0,8884127000.0,7081043000.0,10761000.0,7070282000.0,-815000.0,-815000.0,2657415000.0,4412069000.0,1613000.0,1613000.0,0.0,4356849000.0,3411428000.0,5313000.0,205605000.0,899891000.0,899891000.0,2300619000.0,486774000.0,1813845000.0,945421000.0,114869000.0,114869000.0,830552000.0,607070000.0,223482000.0,223482000.0,11437892000.0,9552782000.0,126530000.0,5263395000.0,1744056000.0,3519339000.0,4162857000.0,-2018107000.0,6180964000.0,,6180964000.0,,,,1885110000.0,53662000.0,59310000.0,699177000.0,100896000.0,743108000.0,13608000.0,17303000.0,712197000.0,-25693000.0,737890000.0,228957000.0,228957000.0,2023-06-30
161347000.0,161347000.0,1730020000.0,3215989000.0,1191820000.0,9036890000.0,30799000.0,1191820000.0,1292597000.0,7113498000.0,9036890000.0,7129801000.0,16303000.0,7113498000.0,-664000.0,-664000.0,2693568000.0,4418981000.0,1613000.0,1613000.0,0.0,5710480000.0,3980106000.0,72142000.0,310075000.0,959306000.0,959306000.0,2638583000.0,715191000.0,1923392000.0,1730374000.0,577406000.0,577406000.0,1152968000.0,853929000.0,299039000.0,299039000.0,12840281000.0,11079108000.0,147176000.0,5921678000.0,2077426000.0,3844252000.0,5010254000.0,-2038345000.0,7048599000.0,,7048599000.0,,,,1761173000.0,53684000.0,77008000.0,261007000.0,132594000.0,1043508000.0,12122000.0,60211000.0,971175000.0,-29144000.0,1000319000.0,193372000.0,193372000.0,2023-09-30
161384768.0,161384768.0,1647984000.0,3199766000.0,1179710000.0,8903919000.0,-116272000.0,1179710000.0,1383237000.0,7087390000.0,8903919000.0,7104081000.0,16691000.0,7087390000.0,-830000.0,-830000.0,2659755000.0,4426852000.0,1613000.0,1613000.0,0.0,5766684000.0,3941397000.0,79086000.0,315476000.0,951749000.0,951749000.0,2595086000.0,778557000.0,1816529000.0,1825287000.0,604680000.0,604680000.0,1220607000.0,865434000.0,355173000.0,355173000.0,12870765000.0,11161750000.0,152850000.0,5907680000.0,2058882000.0,3848798000.0,5101220000.0,-2104211000.0,7205431000.0,37228000.0,568870000.0,156911000.0,861194000.0,426635000.0,1709015000.0,43939000.0,83366000.0,297805000.0,148696000.0,966664000.0,12246000.0,65815000.0,888603000.0,-39458000.0,928061000.0,168545000.0,168545000.0,2023-12-31
