tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,impairment_of_capital_assets,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-6816298.342541,0.22721,1695000000.0,-30000000.0,-30000000.0,1078000000.0,148000000.0,67316000000.0,1665000000.0,1517000000.0,-69000000.0,69000000.0,1101183701.657459,1079000000.0,69219000000.0,1241000000.0,141000000.0,139900000.0,7.66,7.71,1079000000.0,1079000000.0,1079000000.0,-41000000.0,1120000000.0,1000000.0,1119000000.0,329000000.0,1448000000.0,246000000.0,276000000.0,-30000000.0,-1000000.0,2000000.0,29000000.0,-69000000.0,69000000.0,1271000000.0,1903000000.0,1903000000.0,3174000000.0,67316000000.0,70490000000.0,70490000000.0,2022-12-31
-1251072.961373,0.113734,1183000000.0,-11000000.0,-11000000.0,787000000.0,161000000.0,65844000000.0,1172000000.0,1011000000.0,28000000.0,79000000.0,796748927.038627,787000000.0,67808000000.0,980000000.0,138000000.0,136900000.0,5.71,5.75,787000000.0,787000000.0,787000000.0,-39000000.0,826000000.0,0.0,826000000.0,106000000.0,932000000.0,-198000000.0,-187000000.0,-122000000.0,-3000000.0,-13000000.0,138000000.0,28000000.0,79000000.0,1102000000.0,1964000000.0,1964000000.0,3066000000.0,65844000000.0,68910000000.0,68910000000.0,2023-03-31
-4472000.0,0.086,1349000000.0,-52000000.0,-52000000.0,958000000.0,159000000.0,71461000000.0,1297000000.0,1138000000.0,-47000000.0,47000000.0,1005528000.0,958000000.0,73331000000.0,1100000000.0,136600000.0,135500000.0,7.02,7.07,958000000.0,958000000.0,958000000.0,-39000000.0,997000000.0,0.0,997000000.0,94000000.0,1091000000.0,-14000000.0,38000000.0,-52000000.0,,28000000.0,24000000.0,-47000000.0,47000000.0,1152000000.0,1870000000.0,1870000000.0,3022000000.0,71461000000.0,74483000000.0,74483000000.0,2023-06-30
-6058000.0,0.233,1160000000.0,-26000000.0,-26000000.0,664000000.0,157000000.0,74146000000.0,1134000000.0,977000000.0,-61000000.0,61000000.0,683942000.0,664000000.0,76238000000.0,951000000.0,134800000.0,134100000.0,4.92,4.95,664000000.0,664000000.0,664000000.0,-39000000.0,703000000.0,0.0,703000000.0,213000000.0,916000000.0,,26000000.0,-26000000.0,-2000000.0,0.0,28000000.0,-61000000.0,61000000.0,977000000.0,2092000000.0,2092000000.0,3069000000.0,74146000000.0,77215000000.0,77215000000.0,2023-09-30
-840000.0,0.21,839000000.0,-4000000.0,-4000000.0,589000000.0,159000000.0,77746000000.0,835000000.0,676000000.0,-64000000.0,64000000.0,592160000.0,589000000.0,80252000000.0,642000000.0,133300000.0,132500000.0,4.42,4.45,589000000.0,589000000.0,589000000.0,-41000000.0,630000000.0,0.0,630000000.0,-18000000.0,612000000.0,30000000.0,34000000.0,-4000000.0,,0.0,4000000.0,-64000000.0,64000000.0,646000000.0,2506000000.0,2506000000.0,3152000000.0,77746000000.0,80898000000.0,80898000000.0,2023-12-31
