treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,commercial_paper,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,prepaid_assets,inventory,receivables,receivables_adjustments_allowances,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
140000000.0,136939227.0,276939227.0,3699000000.0,8175000000.0,-14662000000.0,4018000000.0,-3349000000.0,-14662000000.0,1702000000.0,-2455000000.0,2997000000.0,-2089000000.0,366000000.0,-2455000000.0,-899000000.0,-899000000.0,20677000000.0,11582000000.0,7536000000.0,3000000.0,3000000.0,0.0,64779000000.0,16773000000.0,8446000000.0,1465000000.0,1465000000.0,6862000000.0,1410000000.0,5452000000.0,48006000000.0,2000000.0,1313000000.0,292000000.0,1021000000.0,404000000.0,617000000.0,46691000000.0,4453000000.0,42238000000.0,42238000000.0,62690000000.0,18033000000.0,2033000000.0,12207000000.0,2273000000.0,9934000000.0,3793000000.0,,3793000000.0,,3793000000.0,,,,,44657000000.0,675000000.0,14000000.0,675000000.0,20657000000.0,20537000000.0,,,20537000000.0,2774000000.0,2774000000.0,2022-12-31
141000000.0,136000000.0,277000000.0,916000000.0,7295000000.0,-14081000000.0,3737000000.0,-3665000000.0,-14081000000.0,1701000000.0,-1857000000.0,2769000000.0,-1490000000.0,367000000.0,-1857000000.0,-905000000.0,-905000000.0,20997000000.0,12295000000.0,7747000000.0,3000000.0,3000000.0,0.0,63810000000.0,15853000000.0,8438000000.0,1387000000.0,1387000000.0,6028000000.0,1402000000.0,4626000000.0,47957000000.0,5000000.0,1267000000.0,299000000.0,968000000.0,968000000.0,,46685000000.0,4195000000.0,42490000000.0,42490000000.0,62320000000.0,18028000000.0,1992000000.0,12224000000.0,2277000000.0,9947000000.0,3812000000.0,-2231000000.0,6043000000.0,283000000.0,1635000000.0,2603000000.0,1413000000.0,109000000.0,0.0,44292000000.0,496000000.0,17000000.0,,19691000000.0,19410000000.0,-158000000.0,2408000000.0,17160000000.0,4678000000.0,4678000000.0,2023-03-31
143000000.0,134902380.0,277902380.0,3025000000.0,7423000000.0,-13794000000.0,4059000000.0,-2883000000.0,-13794000000.0,1762000000.0,-1602000000.0,4009000000.0,-1240000000.0,362000000.0,-1602000000.0,-848000000.0,-848000000.0,21763000000.0,13182000000.0,7824000000.0,3000000.0,3000000.0,0.0,65336000000.0,16914000000.0,8702000000.0,1139000000.0,1139000000.0,7073000000.0,1462000000.0,5611000000.0,48422000000.0,,350000000.0,300000000.0,50000000.0,50000000.0,,48072000000.0,4090000000.0,43982000000.0,43982000000.0,64096000000.0,18557000000.0,2500000000.0,12192000000.0,2221000000.0,9971000000.0,3865000000.0,,3865000000.0,,3865000000.0,,,,,45539000000.0,533000000.0,,,20510000000.0,21860000000.0,,,21860000000.0,2636000000.0,2636000000.0,2023-06-30
145000000.0,133062485.0,278062485.0,3060000000.0,7316000000.0,-13904000000.0,3756000000.0,-3616000000.0,-13904000000.0,1732000000.0,-1828000000.0,3707000000.0,-1464000000.0,364000000.0,-1828000000.0,-887000000.0,-887000000.0,22604000000.0,13761000000.0,7899000000.0,3000000.0,3000000.0,0.0,67555000000.0,16408000000.0,8325000000.0,1112000000.0,1112000000.0,6971000000.0,1436000000.0,5535000000.0,51147000000.0,,345000000.0,296000000.0,49000000.0,49000000.0,,50802000000.0,4007000000.0,46795000000.0,46795000000.0,66091000000.0,18560000000.0,2633000000.0,12076000000.0,2142000000.0,9934000000.0,3851000000.0,,3851000000.0,,3851000000.0,,,,,47531000000.0,568000000.0,,,21945000000.0,22494000000.0,,,22494000000.0,2524000000.0,2524000000.0,2023-09-30
147000000.0,131408286.0,278408286.0,3909000000.0,7608000000.0,-14123000000.0,3838000000.0,-4021000000.0,-14123000000.0,1717000000.0,-2053000000.0,3572000000.0,-1682000000.0,371000000.0,-2053000000.0,-812000000.0,-812000000.0,23474000000.0,14268000000.0,7962000000.0,3000000.0,3000000.0,0.0,68194000000.0,16533000000.0,8509000000.0,978000000.0,978000000.0,7046000000.0,1421000000.0,5625000000.0,51661000000.0,,562000000.0,296000000.0,266000000.0,266000000.0,,51099000000.0,4400000000.0,46699000000.0,46699000000.0,66512000000.0,18872000000.0,2922000000.0,12070000000.0,2097000000.0,9973000000.0,3880000000.0,,3880000000.0,,3880000000.0,,,,,47640000000.0,572000000.0,,,22020000000.0,23066000000.0,,,23066000000.0,1982000000.0,1982000000.0,2023-12-31
