tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-1150030.0,0.245,171355000.0,-4694000.0,-4694000.0,116706000.0,6616000.0,741520000.0,166661000.0,160045000.0,-5372000.0,5372000.0,120249970.0,116706000.0,798022000.0,92050000.0,53529000.0,53069000.0,2.18,2.2,116706000.0,116706000.0,116706000.0,-9000.0,116715000.0,116715000.0,37958000.0,154673000.0,63301000.0,67995000.0,-4694000.0,4694000.0,-5372000.0,5372000.0,96744000.0,56502000.0,56502000.0,153246000.0,741520000.0,894766000.0,894766000.0,2022-12-31
-10444604.558941,0.37997,126827000.0,-27488000.0,-27488000.0,42830000.0,16921000.0,987380000.0,99339000.0,82418000.0,-13323000.0,13323000.0,59873395.441059,42830000.0,1069727000.0,61011000.0,53627000.0,53227000.0,0.8,0.8,42830000.0,42830000.0,42830000.0,-11000.0,42841000.0,42841000.0,26254000.0,69095000.0,-6081000.0,21407000.0,-27488000.0,27488000.0,-13323000.0,13323000.0,88499000.0,82347000.0,82347000.0,170846000.0,987380000.0,1158226000.0,1158226000.0,2023-03-31
-574243.122479,0.272541,119466000.0,-2107000.0,-2107000.0,60235000.0,19684000.0,1020101000.0,117359000.0,97675000.0,-14869000.0,14869000.0,61767756.877521,60235000.0,1109165000.0,97675000.0,53653000.0,53231000.0,1.12,1.13,60235000.0,60235000.0,60235000.0,-3000.0,60238000.0,60238000.0,22568000.0,82806000.0,-2107000.0,,-2107000.0,2107000.0,-14869000.0,14869000.0,99782000.0,89064000.0,89064000.0,188846000.0,1020101000.0,1208947000.0,1208947000.0,2023-06-30
-5779200.0,0.21,158780000.0,-27520000.0,-27520000.0,53649000.0,17985000.0,1048520000.0,131260000.0,113275000.0,-12974000.0,18872000.0,75389800.0,53649000.0,1125715000.0,107377000.0,53702000.0,53247000.0,1.0,1.01,53649000.0,53649000.0,53649000.0,-9000.0,53658000.0,53658000.0,40745000.0,94403000.0,-27520000.0,0.0,-27520000.0,11135000.0,-12974000.0,18872000.0,134897000.0,77195000.0,77195000.0,212092000.0,1048520000.0,1260612000.0,1260612000.0,2023-09-30
0.0,0.261,130565000.0,0.0,0.0,74972000.0,19484000.0,1037769000.0,130565000.0,111081000.0,-9577000.0,9577000.0,74972000.0,74972000.0,1117186000.0,111081000.0,53738000.0,53317000.0,1.4,1.41,74972000.0,74972000.0,74972000.0,-8000.0,74980000.0,74980000.0,26524000.0,101504000.0,,,0.0,0.0,-9577000.0,9577000.0,111081000.0,79417000.0,79417000.0,190498000.0,1037769000.0,1228267000.0,1228267000.0,2023-12-31
