ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,prepaid_assets,receivables,receivables_adjustments_allowances,other_receivables,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number
53226000.0,53226000.0,82228000.0,450468000.0,163069000.0,1570533000.0,364192000.0,163069000.0,203843000.0,1323908000.0,1558028000.0,1323967000.0,59000.0,1323908000.0,-175126000.0,-175126000.0,1495221000.0,3281000.0,532000.0,532000.0,0.0,1407513000.0,536898000.0,121965000.0,32779000.0,32779000.0,382154000.0,148034000.0,234120000.0,870615000.0,192459000.0,274118000.0,274118000.0,68314000.0,55809000.0,12505000.0,12505000.0,184468000.0,151256000.0,151256000.0,151256000.0,2731480000.0,1496673000.0,66435000.0,52009000.0,52009000.0,1160839000.0,27536000.0,1133303000.0,217390000.0,-99097000.0,316487000.0,32985000.0,182500000.0,101002000.0,0.0,1234807000.0,193635000.0,193635000.0,876775000.0,-3937000.0,394685000.0,,486027000.0,164397000.0,164397000.0,2022-12-31,
53228000.0,53228000.0,846117000.0,1304581000.0,-733376000.0,2433104000.0,295792000.0,-733376000.0,227076000.0,1355599000.0,2420599000.0,1355668000.0,69000.0,1355599000.0,-181381000.0,-181381000.0,1525809000.0,10639000.0,532000.0,532000.0,0.0,2629368000.0,1456392000.0,167561000.0,62830000.0,62830000.0,1226001000.0,161001000.0,1065000000.0,1172976000.0,314430000.0,321522000.0,321522000.0,78580000.0,66075000.0,12505000.0,12505000.0,222789000.0,235655000.0,235655000.0,235655000.0,3985036000.0,2516268000.0,74524000.0,74338000.0,74338000.0,2088975000.0,232554000.0,1856421000.0,278431000.0,-102687000.0,381118000.0,45911000.0,201845000.0,133362000.0,0.0,1468768000.0,126299000.0,,1111081000.0,-6651000.0,460810000.0,,656922000.0,231388000.0,231388000.0,2023-03-31,
53243000.0,53243000.0,743324000.0,1151854000.0,-659170000.0,2372096000.0,205784000.0,-659170000.0,232474000.0,1452716000.0,2359591000.0,1452789000.0,73000.0,1452716000.0,-137926000.0,-137926000.0,1572204000.0,17906000.0,532000.0,532000.0,0.0,2520789000.0,1308630000.0,166411000.0,71425000.0,71425000.0,1070794000.0,163919000.0,906875000.0,1212159000.0,320320000.0,351048000.0,351048000.0,81060000.0,68555000.0,12505000.0,12505000.0,270924000.0,188807000.0,188807000.0,188807000.0,3973578000.0,2555635000.0,73478000.0,81732000.0,81732000.0,2111886000.0,225032000.0,1886854000.0,288539000.0,-108247000.0,396786000.0,47949000.0,207218000.0,141619000.0,0.0,1417943000.0,114440000.0,,1127447000.0,-7209000.0,456741000.0,,677915000.0,176056000.0,176056000.0,2023-06-30,
53248000.0,53248000.0,710698000.0,1089219000.0,-650703000.0,2282962000.0,147882000.0,-650703000.0,209690000.0,1403433000.0,2282962000.0,1403506000.0,73000.0,1403433000.0,-195295000.0,-195295000.0,1598196000.0,0.0,532000.0,532000.0,0.0,2416971000.0,1208829000.0,170359000.0,14256000.0,14256000.0,1024214000.0,144685000.0,879529000.0,1208142000.0,332067000.0,335044000.0,335044000.0,65005000.0,65005000.0,,,302755000.0,173271000.0,173271000.0,173271000.0,3820477000.0,2464409000.0,70507000.0,89002000.0,89002000.0,2054136000.0,173936000.0,1880200000.0,250764000.0,-102645000.0,353409000.0,44733000.0,175932000.0,132744000.0,0.0,1356024000.0,89096000.0,,1098097000.0,-4965000.0,420727000.0,9623000.0,672712000.0,168831000.0,168831000.0,2023-09-30,
53466000.0,53466000.0,746630000.0,1152947000.0,-553628000.0,2482925000.0,293046000.0,-553628000.0,207628000.0,1537606000.0,2482925000.0,1537687000.0,81000.0,1537606000.0,-132202000.0,-132202000.0,1659295000.0,9979000.0,534000.0,534000.0,0.0,2413136000.0,1252141000.0,155665000.0,11620000.0,11620000.0,1084856000.0,139537000.0,945319000.0,1160995000.0,280294000.0,382862000.0,382862000.0,68091000.0,68091000.0,,,222686000.0,207062000.0,207062000.0,207062000.0,3950823000.0,2496736000.0,74808000.0,76210000.0,76210000.0,2091234000.0,168134000.0,1923100000.0,254484000.0,-102844000.0,357328000.0,40942000.0,179513000.0,136873000.0,0.0,1454041000.0,125769000.0,,1129583000.0,-4998000.0,433701000.0,,700880000.0,198689000.0,198689000.0,2023-12-31,0.0
