free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_receivables,other_non_cash_items,amortization_of_securities,operating_gains_losses,gain_loss_on_investment_securities,net_foreign_currency_exchange_gain_loss,net_income_from_continuing_operations,date
1033000000.0,-600000000.0,-450000000.0,0.0,2000000.0,58000000.0,361000000.0,3943000000.0,4710000000.0,188000000.0,-955000000.0,-1295000000.0,-1295000000.0,-8000000.0,-239000000.0,-239000000.0,-598000000.0,-600000000.0,2000000.0,-450000000.0,-450000000.0,-450000000.0,0.0,-693000000.0,-693000000.0,-1488000000.0,799000000.0,1474000000.0,-675000000.0,1033000000.0,1033000000.0,-94000000.0,-22000000.0,-22000000.0,-22000000.0,-22000000.0,19000000.0,422000000.0,10000000.0,874000000.0,80000000.0,794000000.0,185000000.0,2022-12-31
708000000.0,-700000000.0,,,2000000.0,37000000.0,0.0,3809000000.0,3943000000.0,-14000000.0,-120000000.0,-933000000.0,-933000000.0,13000000.0,-248000000.0,-248000000.0,-698000000.0,-700000000.0,2000000.0,,,,,105000000.0,105000000.0,1705000000.0,-1703000000.0,1075000000.0,-2778000000.0,708000000.0,708000000.0,-241000000.0,154000000.0,154000000.0,154000000.0,154000000.0,-34000000.0,-20000000.0,-65000000.0,-137000000.0,4000000.0,-141000000.0,1188000000.0,2023-03-31
379000000.0,-700000000.0,,,3000000.0,57000000.0,765000000.0,4720000000.0,3809000000.0,-85000000.0,996000000.0,-1011000000.0,-1011000000.0,-71000000.0,-243000000.0,-243000000.0,-697000000.0,-700000000.0,3000000.0,,,,,1628000000.0,1628000000.0,1638000000.0,-47000000.0,719000000.0,-766000000.0,379000000.0,379000000.0,-251000000.0,-574000000.0,-574000000.0,-574000000.0,-574000000.0,-1000000.0,-427000000.0,-53000000.0,-541000000.0,-682000000.0,,1634000000.0,2023-06-30
1270000000.0,-700000000.0,,,4000000.0,38000000.0,105000000.0,5502000000.0,4720000000.0,8000000.0,774000000.0,-992000000.0,-992000000.0,-57000000.0,-239000000.0,-239000000.0,-696000000.0,-700000000.0,4000000.0,,,,,496000000.0,496000000.0,-609000000.0,713000000.0,729000000.0,-16000000.0,1270000000.0,1270000000.0,146000000.0,131000000.0,131000000.0,131000000.0,131000000.0,77000000.0,117000000.0,-78000000.0,-1114000000.0,673000000.0,,1569000000.0,2023-09-30
833000000.0,-701000000.0,0.0,204000000.0,8000000.0,53000000.0,699000000.0,4306000000.0,5502000000.0,170000000.0,-1366000000.0,-787000000.0,-787000000.0,-62000000.0,-236000000.0,-236000000.0,-693000000.0,-701000000.0,8000000.0,204000000.0,,0.0,204000000.0,-1412000000.0,-1412000000.0,-3284000000.0,1759000000.0,1774000000.0,-15000000.0,833000000.0,833000000.0,-1306000000.0,-678000000.0,-678000000.0,-678000000.0,-678000000.0,-175000000.0,1513000000.0,-74000000.0,531000000.0,-80000000.0,611000000.0,268000000.0,2023-12-31
