tax_effect_of_unusual_items,tax_rate_for_calcs,net_income_from_continuing_operation_net_minority_interest,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,net_non_operating_interest_income_expense,interest_expense_non_operating,other_operating_expenses,total_revenue,operating_revenue,date
0.0,0.21,185000000.0,579000000.0,-55000000.0,55000000.0,185000000.0,185000000.0,3494000000.0,622994000.0,619845000.0,0.31,0.32,185000000.0,185000000.0,185000000.0,185000000.0,185000000.0,339000000.0,524000000.0,52000000.0,-55000000.0,55000000.0,8000000.0,4018000000.0,4018000000.0,2022-12-31
0.0,0.115,1188000000.0,1390000000.0,-48000000.0,48000000.0,1188000000.0,1188000000.0,3486000000.0,613950000.0,611205000.0,1.94,1.94,1188000000.0,1188000000.0,1188000000.0,1188000000.0,1188000000.0,154000000.0,1342000000.0,46000000.0,-48000000.0,48000000.0,28000000.0,4828000000.0,4828000000.0,2023-03-31
0.0,0.104,1634000000.0,1876000000.0,-51000000.0,51000000.0,1634000000.0,1634000000.0,3348000000.0,602929000.0,600742000.0,2.71,2.72,1634000000.0,1634000000.0,1634000000.0,1634000000.0,1634000000.0,191000000.0,1825000000.0,45000000.0,-51000000.0,51000000.0,1000000.0,5173000000.0,5173000000.0,2023-06-30
0.0,0.131,1569000000.0,1854000000.0,-49000000.0,49000000.0,1569000000.0,1569000000.0,3174000000.0,593596000.0,591246000.0,2.64,2.65,1569000000.0,1569000000.0,1569000000.0,1569000000.0,1569000000.0,236000000.0,1805000000.0,47000000.0,-49000000.0,49000000.0,29000000.0,4979000000.0,4979000000.0,2023-09-30
0.0,0.075862,268000000.0,337000000.0,-47000000.0,47000000.0,268000000.0,268000000.0,3567000000.0,584881000.0,581876000.0,0.46,0.46,268000000.0,268000000.0,268000000.0,268000000.0,268000000.0,22000000.0,290000000.0,38000000.0,-47000000.0,47000000.0,79000000.0,3857000000.0,3857000000.0,2023-12-31
